date,gw_01,gw_02,gw_03,gw_04,gw_05,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21
1921-10-31,96.83711880574342,146.1613287297006,69.18396750206284,-28.749906611449344,20.15747227252054,69.7773774578888,10.96215702256405,39.35077664632686,-30.88202877254836,10.237205803224576,23.375106179807517,-5.369254845483177,0.3858647270297365,65.52300094901382,-557.878601593099,75.04692512561357,15.684610553698946,13.029992128981405,170.81152656581742,31.606888709611646,162.28272093946967
1921-11-30,56.99786507765399,88.05604262750637,41.45629795425722,2.559447225437936,20.88584549202587,38.28738227273289,6.045694870212016,34.965444672174634,-7.414000937378049,17.224576752775832,12.009349801813466,-1.7361996395559622,8.155686924091658,45.94378212907028,8.309512531728299,42.13681475799583,4.504406450126669,1.979305879146505,105.25534460335395,20.67354848558151,99.04291596268084
1921-12-31,40.60302014905298,74.98272855714853,52.654789480266686,72.11333815243985,55.45240984802137,84.4546817658477,20.844727499284566,39.84456139050936,89.51127025100986,79.59988952456334,45.94567857593961,41.95056557822727,55.87483613361243,29.771875727461204,85.75889596848425,12.173949441628189,-22.475279763644313,38.23612100521703,58.80019557637673,5.554709186908646,-5.522443205626473
1922-01-31,29.38150741870651,51.611622585781724,11.040876975168116,4.708930849661774,-0.6304414114770829,21.781476444729087,3.9479945854182055,30.211949372630215,37.817724556966745,-3.2032780322634147,23.77894822381012,5.552617923965515,14.089622970765621,23.91357250220053,49.228424904924694,8.365523258389267,-18.06195327517299,1.5925154129792531,30.5232169522128,-0.051442745746157925,-20.17684343227417
1922-02-28,27.863284847364696,61.71590491700491,38.847035568851894,85.43404243589838,85.0244766673949,128.67537390433736,34.37602179644054,60.24123464335692,112.37269877541365,56.84620000927211,68.44659964555005,43.46931674351177,76.8466881979865,20.255349315916853,65.59222240811943,6.08272273325451,-10.570558688023322,26.063682126282142,52.114699048912755,10.710364281630167,-15.033430749433684
1922-03-31,22.58069077251703,38.7839672792601,-17.256380838075074,1.373659148686842,6.673453288715175,-4.000225608152084,9.69238172832095,34.13457634917241,8.717602812165747,-7.640018283376332,9.611103759610845,1.8623172015323999,20.745140664834615,22.720219806875885,70.64760820577624,10.90556252638163,-5.000522062363418,29.09634747678964,47.30389181832076,11.222470877222937,26.282589172755365
1922-04-30,19.222688240718675,28.029834038085113,14.744469703060588,16.413887877254204,52.628427577588596,3.2050507730726805,15.399423284267524,35.456187956326744,15.184224453727762,10.126227148825963,21.640959634728816,10.751092993712192,25.731092433259505,23.023065955203947,71.4540540554399,14.30601159648791,9.560024712340592,13.945511600558405,50.527286517107484,16.25548511625709,47.488639789462454
1922-05-31,13.614341585705048,19.59878268773802,4.496426370899998,3.286659308746872,80.70830034162508,-0.9248862545594856,24.166612868381144,34.43046696690386,71.30322695858884,107.1169188402779,117.5894835167511,94.48253918322057,88.88380596951056,48.90021001090748,246.83976702169886,21.641892626791755,11.35713567381758,56.310134913169684,75.23933989800325,15.129762725621072,57.944013502164964
1922-06-30,6.375791710934718,10.680204700336906,0.6560969171113051,-53.673974943052784,-66.72014047578584,-29.142691199680336,-4.545660847410709,24.97736773914747,18.632125250093445,22.212323941096802,31.455779269180333,40.34889844292338,49.72876422061701,70.9307524147402,213.78611053641188,23.734611259849405,17.52651476643112,50.523760456534305,62.58866275543534,10.066502708811974,57.77441807176772
1922-07-31,3.217165350556323,7.10880826649314,-2.306708412523667,-64.9641229120973,-74.77355860895143,-40.68923969963264,-19.253725923875454,6.462362321509273,-55.119816371606305,-81.53628870965677,-105.9186866957621,-77.13746214677788,-20.12692710314192,48.90891498744528,45.12536251800366,11.159065686849944,8.854476378140157,19.889535411943452,61.58276563860052,13.324445592528052,55.22871906473314
1922-08-31,1.7716547995952467,5.938076173378491,1.2640752877859662,-37.29149257239126,-16.679475920151095,-25.699982246559227,-7.9041911958948,5.064053893993453,-47.29087048127105,-58.27858580010155,-55.277861524976146,-38.91248571039978,-30.859461639457095,41.56209062108594,36.796785082113146,4.228575601771231,4.2831916232763305,11.71366963365277,56.64979316771609,11.52049611366023,52.82079892490224
1922-09-30,1.7607735239867222,6.196801651855315,0.8426860435996151,-12.63313417899094,-6.582766081671917,-8.417091049457465,1.4892357203539,9.201483213361739,-17.204536561853647,-27.708865582307208,-22.300758723564027,-17.43749986018602,-11.52430678102548,18.56655167065717,5.763008453036275,5.17052413240083,5.839703690001975,3.9958419216230183,40.06276108062827,11.062148923658922,30.108098736066324
1922-10-31,3.167118805743413,12.931328729700617,3.8139675020628365,9.400093388550657,8.437472272520539,11.607377457888791,7.502157022564051,13.280776646326851,-1.3120287725483584,-7.582794196775423,-3.0148938201924844,-5.879254845483178,-4.934135272970264,21.773000949013813,9.621398406900976,0.9069251256135633,-1.3153894463010536,-0.9400078710185953,38.871526565817426,8.846888709611646,28.61272093946968
1922-11-30,3.6178650776539847,25.186042627506367,12.15629795425722,36.629447225437936,23.305845492025867,41.79738227273289,10.765694870212016,26.93544467217464,17.63599906262195,11.604576752775834,18.939349801813464,10.143800360444038,6.215686924091656,15.903782129070281,24.3095125317283,-0.04318524200417251,-4.945593549873331,-1.0106941208534952,28.625344603353938,7.5435484855815105,10.28291596268085
1922-12-31,6.573020149052973,34.612728557148536,39.20478948026669,99.93333815243986,83.06240984802136,128.4946817658477,34.69472749928457,47.76456139050936,110.93127025100985,49.049889524563326,63.605678575939606,43.35056557822727,44.41483613361244,8.231875727461205,44.368895968484246,-18.01605055837181,-28.815279763644313,12.056121005217022,-1.899804423623273,-4.2652908130913545,-66.94244320562647
1923-01-31,7.571507418706509,28.73162258578172,-5.509123024831885,6.508930849661774,-13.400441411477082,28.671476444729088,7.577994585418206,37.601949372630216,47.48772455696675,-6.463278032263415,22.83894822381012,6.642617923965515,16.98962297076562,7.2235725022005335,26.208424904924694,-13.82447674161073,-27.081953275172985,-20.037484587020742,-12.766783047787193,-8.561442745746158,-62.80684343227417
1923-02-28,5.743284847364695,25.055904917004916,-15.792964431148105,-15.165957564101634,-22.685523332605097,-7.654626095662634,-1.483978203559461,22.43123464335692,-4.92730122458634,-7.0337999907278865,-7.473400354449939,-5.660683256488225,7.616688197986497,6.055349315916855,24.86222240811941,-14.48727726674549,-24.730558688023322,-18.66631787371786,14.814699048912754,1.3503642816301662,-50.103430749433684
