date,gw_01,gw_02,gw_03,gw_04,gw_05,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21
1921-10-31,96.80789362355827,146.01285805912318,70.40581126291133,-28.88712447454851,19.86487624787892,70.23601932042293,10.996153954943745,40.68264874766178,-30.74489289668025,10.812360023485013,22.823750183217626,-5.4735290775129135,1.4022660302550127,66.49446852686968,-557.548387072197,76.46743139726036,17.13902224096759,13.301924280937156,170.7868967755312,31.57176284002971,162.45959132273944
1921-11-30,56.850837946581095,84.132963457681,35.291066081496545,1.263719544239052,19.009000595055632,36.83685391911746,5.812792565025891,29.214801513609572,-8.155214800399426,14.637313664872758,10.196410620225937,-2.778128007250343,4.050140573743889,43.98658407207243,7.616549125818063,37.49174479299266,-0.3525065561718179,-2.01603919778972,104.51192623214234,19.506019581083663,95.9600371556452
1921-12-31,40.47750188129219,67.7041443947479,43.234615342824014,71.50025974199586,54.07023313784965,83.21902064975055,20.72958390518802,38.532696155377295,88.97740453734015,79.6450124873814,45.36057963425837,41.622331122003814,54.29122884294844,29.79705425025328,85.41931217348306,11.133792354223111,-23.130261747919345,37.97562691183036,58.52373840884506,5.413678976969571,-4.44108382432006
1922-01-31,29.563968700540627,55.875929662899225,11.221858566037495,5.9337478676002124,0.7867439503649676,22.14072862473027,4.008653800033083,30.861870844101727,37.900303812242235,-1.741460138765412,25.26954511763588,5.631133227616011,16.17861464682903,23.593372148434455,49.25116844826529,6.797720607494078,-16.864653844312095,2.291192011443698,29.570502402953473,0.3734293259550725,-20.512509457241507
1922-02-28,27.485516483671816,55.351963155699,30.877064408626175,84.41638904466784,84.07382990336708,126.77443119257119,34.259421904682284,54.356164491699744,111.48965340370619,53.59439123269669,67.07539217449938,42.379812381149215,74.06960997158959,18.054641798685235,64.57165074919446,0.4445502465112554,-20.442924957046714,19.741663125174796,49.57618325310732,9.079736333132008,-20.095986217783853
1922-03-31,22.593388099714357,38.04738385394715,-15.034730463401086,0.4253659647895718,5.560480529390746,-5.8350815572526855,9.618536606855303,31.006876835153694,7.764490476467932,-11.825200265705869,7.9591559073166565,1.088349563296683,17.361543789219105,21.372817682351723,70.18060033046031,5.781866416499385,-12.810725152828587,25.450124314832188,47.62972128563677,10.892826597265957,26.574264768772665
1922-04-30,19.05124961683425,25.093597366513187,5.3095102533071845,15.035194016124255,50.85377946635015,1.5395426530048615,15.26143471892096,31.749593298412734,14.183339892366392,9.12642205011027,21.00259112425126,10.642201158214098,24.663500521740485,24.5423200445876,71.93741264817496,15.399497925369698,9.468197961831631,14.561549743140281,50.62180615663047,16.203889342021192,48.221868850452445
1922-05-31,13.67868004608303,20.828898217741973,5.527142995976819,3.726381589938944,81.13883914970967,-0.6469597305546948,24.17942681277639,34.907219458807496,71.4998080323321,107.99755106499784,118.05061678944651,94.8455423252033,87.98118703554084,48.92021611749427,246.67776893575953,20.880872956720925,10.30305993961667,55.64248679285053,75.10756660204075,14.913832583387872,57.499091138772876
1922-06-30,6.3743118020158285,10.525608333669553,-0.5042411590975282,-53.68983004686202,-66.79105872774375,-29.418375056694313,-4.5672172759838645,24.8817857718386,18.519881069847813,22.157639807204784,31.365226661238953,40.35411691695473,49.53979207797976,70.98950857409757,213.8194258679563,23.685677139111583,17.360713341375018,50.542340683743966,62.56427890263115,10.050958287026395,57.706932236720455
1922-07-31,3.212668435462052,7.119829704860819,-2.461836158266917,-64.98369501296469,-74.89332072430005,-40.720551126680334,-19.263812440571023,6.336799264775711,-55.17045204795775,-81.57433179653205,-105.938504543279,-77.39168980378629,-20.271913470103737,48.85484427892397,45.12716179309684,11.11849848458465,8.843502818964526,19.88480835821327,61.563772688123095,13.29783590400951,55.140299651521275
