capacity,cost
0.269443475,490.94
0.296387822,423.19
0.32333217,358.41
0.350276517,296.65
0.377220865,235.86
0.413146661,162.3050459
0.440091009,107.1563304
0.458053907,70.4
0.493979704,37.01857143
0.520924051,12.0
0.547868399,0.0
