,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t-0
184,0.1734904,0.21598327,0.15131746,0.102229714,0.08811714,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795
185,0.21598327,0.15131746,0.102229714,0.08811714,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922
186,0.15131746,0.102229714,0.08811714,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068
187,0.102229714,0.08811714,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663
188,0.08811714,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004
189,0.076703176,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204
190,0.07841963,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829
191,0.083904006,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746
192,0.10788614,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443
193,0.1961918,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022
194,0.22958429,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843
195,0.2371813,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466
196,0.51647866,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647
197,0.49877456,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419
198,0.24563582,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503
199,0.18843767,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272
200,0.14946929,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891
201,0.11105235,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078
202,0.10390435,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538
203,0.112398386,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255
204,0.11262876,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708
205,0.106120594,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421
206,0.1276933,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736
207,0.121499635,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985
208,0.110860795,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465
209,0.13662922,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839
210,0.0580068,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445
211,0.09169663,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123
212,0.08358004,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821
213,0.086248204,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696
214,0.08226829,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003
215,0.089129746,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337
216,0.09215443,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347
217,0.09493022,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278
218,0.13879843,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634
219,0.23797466,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916
220,0.41951647,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523
221,0.2733419,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371
222,0.17528503,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536
223,0.1170272,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651
224,0.10643891,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246
225,0.10479078,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565
226,0.10861538,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111
227,0.114431255,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737
228,0.12090708,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203
229,0.1175421,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092
230,0.2898736,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044
231,0.53960985,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559
232,0.7156465,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003
233,0.4650839,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917
234,0.33311445,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215
235,0.19962123,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202
236,0.16109821,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008
237,0.14274696,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054
238,0.13853003,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157
239,0.13725337,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854
240,0.14465347,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671
241,0.14708278,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761
242,0.27817634,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054
243,0.34624916,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805
244,0.47517523,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298
245,0.2240371,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957
246,0.25603536,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187
247,0.18411651,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901
248,0.15160246,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239
249,0.1258565,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288
250,0.12733111,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163
251,0.13319737,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666
252,0.14317203,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904
253,0.1561092,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804
254,0.1946044,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992
255,0.2971559,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019
256,0.19012003,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605
257,0.20021917,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748
258,0.14822215,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715
259,0.11617202,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696
260,0.10830008,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437
261,0.101635054,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934
262,0.10272157,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421
263,0.11220854,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971
264,0.12576671,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797
265,0.11212761,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378
266,0.105617054,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639
267,0.13784805,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385
268,0.17321298,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841
269,0.1345957,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164
270,0.09708187,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164,0.11210698
271,0.11513901,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164,0.11210698,0.101948485
272,0.10435239,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164,0.11210698,0.101948485,0.10474393
273,0.10400288,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164,0.11210698,0.101948485,0.10474393,0.11377863
274,0.10310163,0.10046666,0.104560904,0.16261804,0.15864992,0.13303019,0.17951605,0.16359748,0.119715,0.112478696,0.10710437,0.112942934,0.10692421,0.10127971,0.13109797,0.13293378,0.2514639,0.18973385,0.1276841,0.13845164,0.11210698,0.101948485,0.10474393,0.11377863,0.10368177
