date,gw_06,gw_07,gw_08,gw_09,gw_10,gw_11,gw_12,gw_13,gw_14,gw_15
1945-01-31,17.52,10.1,23.59,8.82,-0.94,-4.83,-13.6,18.65,2.96,14.45
1945-02-28,119.61,29.97,44.18,92.48,72.14,37.02,36.4,91.07,5.61,112.36
1945-03-31,3.21,13.58,29.35,29.91,12.12,14.95,5.54,46.99,10.99,63.03
1945-04-30,-20.36,8.07,28.33,10.06,1.2,5.63,-3.94,41.24,8.19,51.1
1945-05-31,-12.75,9.8,29.7,26,14.68,32.27,13.82,41.04,17.21,54.03
1945-06-30,-17.64,3.87,24.56,1.91,-3.41,2.19,12.52,29.91,44.33,58.88
1945-07-31,-13.8,7.94,18.27,-23.13,-26.54,-51.9,-22.08,19.88,63.74,17.4
1945-08-31,-4.52,11.57,19.7,-12.91,-26.35,-36.64,-17.48,11.95,49.65,24.7
1945-09-30,4.36,15.29,24.56,8.29,-24.65,-19.81,-11.31,17.35,3.68,15.88
1945-10-31,19.37,17.28,26.7,17.84,-8.9,-2.75,2.71,12.9,10.27,38.69
1945-11-30,32.17,18.12,27.43,18.1,-13.24,7.66,-1.39,4.67,4.9,11.59
1945-12-31,192.38,42.07,47.77,93.88,22.74,32.75,14.81,38.67,6.65,48.68
1946-01-31,22.35,11.87,30.31,24.48,7.54,18.82,-1.6,21.39,4.93,17.11
1946-02-28,-48.34,1.79,22.62,-4.38,-8.79,-22.83,-13.9,6.01,3.13,11.96
1946-03-31,-26.28,11.04,26.93,12.25,3.28,-4.18,-5.21,32.27,10.89,65.25
1946-04-30,-9.08,12.73,32.53,25.83,5.22,34.23,13.87,27.86,9.15,60.9
1946-05-31,-16.22,7.72,28.41,35.17,36.58,50.28,35.87,53.69,16.32,50.07
1946-06-30,-20.91,1.74,20.93,-14.14,-18.33,-40.77,-19.69,15.29,51.86,27.24
1946-07-31,-13.62,8.65,19.32,-23.07,-15.93,-45,-23.52,21.21,67.87,43.93
1946-08-31,-5.26,12.05,20.84,-6.94,-6.41,-23.27,-11.84,20.44,54.88,53.17
1946-09-30,3.65,14.6,23.92,9.73,-10.12,-13.59,-11.08,22.7,1.62,27.88
1946-10-31,10.03,13.79,25.81,12.29,-10.79,-0.42,-2.47,12.83,10.92,30.07
1946-11-30,28.13,16.17,26.81,25.08,3.23,11.12,8.42,10.3,5.55,50.47
1946-12-31,35.35,14.53,26.37,21.12,-1.95,6.89,-1.86,23.7,3.87,36.86
1947-01-31,-1.71,5.54,21.98,4.22,-7.34,-21.79,-15.09,16.25,2.58,12.72
1947-02-28,42.77,15.87,24.29,14.88,2.12,-13.87,-10.82,18.12,2.06,19.09
1947-03-31,47.33,22.14,24.8,24.94,13.69,9.39,0.35,27.12,8.92,52.19
1947-04-30,-8.35,3.28,18.04,10.91,12.78,16.9,3.62,35.16,4.47,47.48
1947-05-31,-12.11,-1.48,20.37,5.16,-0.23,17.61,0.34,26.31,16.91,57.53
1947-06-30,0.19,6.41,18.17,-4.12,7.77,-20.74,-3.63,23.58,61.91,47.3
1947-07-31,7.2,9.64,20.19,-0.98,16.96,-6.27,-0.28,29.88,75.56,81.09
1947-08-31,13.39,11.69,20.13,4.11,11.47,-1.98,-2.28,23.67,58.42,82.64
1947-09-30,18.41,15.56,22.61,15.82,-7.51,3.4,-0.7,21.53,0.11,34.74
1947-10-31,34.11,21.24,25.08,17.99,-10.11,-0.05,-7.09,11.13,12,36.95
1947-11-30,13.89,10.51,20.89,11.4,-12.73,3.37,-3.94,1.91,1.72,25.68
1947-12-31,11.59,7.83,20.27,12.63,-6.94,4.48,-4.92,4.95,1.52,26.24
1948-01-31,34.39,19.68,22.54,17.27,-5.9,-8.11,-10.61,7.06,2.66,38.31
1948-02-29,2.33,2.91,17.47,9.51,3.52,-13.46,-10.07,11.39,1.03,34.42
1948-03-31,42.43,13,24.74,31.59,45.75,-1.53,2.3,31.35,8.71,63.24
1948-04-30,97.51,38.37,33.24,45.38,16.73,25.78,4.52,27.51,1.31,65.43
1948-05-31,13.25,10.15,28.88,36.21,8.78,67.36,19.79,32.4,17.02,75.59
1948-06-30,-13.92,2.59,27.88,19.02,40.06,24.66,22.58,29.62,69.8,46.39
1948-07-31,-24.43,-4.45,17.05,-28.8,20.97,-49.11,-19.24,39.5,80.15,89.35
1948-08-31,-1.88,6.01,19.56,-7.76,14.53,-25.52,-10.17,28.79,62.33,94.55
1948-09-30,6.5,11.38,22.02,12.2,0.9,-10.12,-3.83,29.2,-0.4,39.6
1948-10-31,10.88,12.47,21.62,9,-19.05,-1.75,-9.37,9.47,10.59,43.38
1948-11-30,12.19,10.45,19.81,9.02,-18.82,1.58,-7.66,0.98,0.89,32.9
1948-12-31,38.21,14.08,24.47,21.52,4.4,5.48,2.71,11.46,0.65,34.52
1949-01-31,13.7,5.69,19.33,8.42,-8.79,-2.03,-10.42,3.48,0.5,30.79
1949-02-28,30.83,9.79,21.6,14.56,6.62,-10.44,-8.52,18.01,0.36,35.2
1949-03-31,163.49,36.64,38.08,60.14,32.25,32.46,15.93,42.36,6.66,68.3
1949-04-30,-24.13,4.58,28.79,8.02,5.31,15.54,6.37,39.29,3.22,63.15
1949-05-31,-16.03,0.47,25.33,10.06,-0.96,24.9,-2.9,29.6,14.49,68.61
1949-06-30,-16.41,-1.41,22.97,-8.25,23.06,-14.53,-0.65,38.97,68.3,64.3
1949-07-31,0.21,7.13,19.45,-7.74,27.27,-18.25,-3.77,29.41,83.25,114.72
1949-08-31,6.32,11.26,20.13,0.23,26.1,-8.38,-6.27,20.47,64.79,108.24
1949-09-30,13.88,14.79,22.36,14.93,-4.2,-0.61,-4.18,23.96,-1.96,42.79
1949-10-31,14.34,12.69,22.34,10.53,-27.32,8.49,-5.55,4.85,12.92,47.77
1949-11-30,15.65,11.7,22.44,15.02,-9.12,5,-2.19,4.32,0.56,38.05
1949-12-31,15.04,8.47,22.1,15.67,0.32,2.44,-0.46,11.84,0.26,35.97
1950-01-31,92.06,29.63,33.4,65.12,21.96,16.77,7.77,30.71,-0.06,26.47
1950-02-28,95.08,20.35,31.28,29.93,-3.59,15.13,-1.65,27.02,0.27,12.33
1950-03-31,-15.25,14.59,26.85,17.95,12.68,-1.14,0.56,37.28,6.93,55.95
1950-04-30,-1.19,10.45,34.42,33.54,9.04,51.95,14.89,34.37,3.62,39.33
1950-05-31,-3.14,5.99,32.05,18.05,6.52,24.97,-0.43,31.72,18.43,31.84
1950-06-30,-3.86,1.71,26.98,-7.61,15.61,-12.04,4.56,33.25,71.89,49.38
1950-07-31,1.67,4.31,20.69,-17.85,16.03,-38.08,-12.76,31.62,82.8,90.08
1950-08-31,8.96,9.71,21.04,-4.35,10.93,-16.25,-8.21,21.72,65.71,104.07
1950-09-30,17.07,14.95,25.11,16.03,-3.51,-7.8,-6.15,26.39,-1.81,40.04
1950-10-31,22.82,18.27,26.24,8.68,-5.21,-4.49,-2.76,11.73,6.83,25.33
1950-11-30,134.72,32.88,51.42,96.71,40.03,101.72,48.49,51.42,3.73,86.73
1950-12-31,133.08,37.78,53.71,126.32,53.02,108.15,70.03,73.17,0.72,-36.06
1951-01-31,33.73,20.29,43.57,17.42,-13.27,-77.54,-44.49,46.16,0.59,-20.15
1951-02-28,20.73,19.62,39.32,1.23,-2.65,-36.47,-14.78,33.84,-0.03,-9.97
1951-03-31,-37.89,5.97,34.44,-5.62,-16.57,-7.97,-7.88,12.27,9.81,38.16
1951-04-30,-50.44,-1.85,31.74,-22.1,-6.52,-26.63,-15.31,33.87,2.55,21.81
1951-05-31,-25.34,6.77,28.22,5.31,9.86,19.74,18.58,19.73,17.08,15.23
1951-06-30,-28.32,1.69,21.71,-26.25,36.09,-30.14,-10.85,26.42,73.12,43.79
1951-07-31,-7.71,12.34,22.41,-28,42.58,-38.67,-23.17,28.73,85.86,94.06
1951-08-31,-0.01,14.62,21.98,-14.41,39.55,-20.54,-13.18,21.08,67.47,91.79
1951-09-30,3.85,15.56,26.91,1.12,-14.4,-9.04,-10.16,13.97,-2.08,22.03
1951-10-31,10.34,15.6,29.66,6.46,-1.02,6.76,0.89,16.01,11.83,29.42
1951-11-30,25.47,17.67,30.44,12.69,3.12,-1.32,-0.08,9.68,0.12,15.25
1951-12-31,152.25,39.57,45.09,91.89,49.89,34.5,38.73,50.26,1.1,60.64
1952-01-31,190.1,34.22,56.04,131.71,47.43,30.82,35.78,103.09,1.8,75.39
1952-02-29,29.46,28.75,45.31,20.21,5.59,6.22,-4.55,53.13,0.79,-12.25
1952-03-31,-22.66,20.65,49.18,34.45,47.13,25.8,27.59,101.14,5,92.23
1952-04-30,-36.02,27.97,47.31,35.14,37.53,38.07,30.67,50.72,3.18,6.36
1952-05-31,-29.77,18.49,39.39,28.46,25.44,70.21,35.41,40.51,25.56,57.31
1952-06-30,-38.23,2.01,35.48,-21.36,-4.75,-39.05,-23.7,21.4,62.61,-6.99
1952-07-31,-32.97,-2.88,27.36,-69.18,-38.7,-98.74,-60.45,-9.97,85.2,21.66
1952-08-31,-14.13,4.95,24.49,-43.73,20.89,-56.48,-24.97,14.99,67.16,37.01
1952-09-30,1.45,14.7,32.33,-8.89,-8.53,-29.29,-10.49,20.49,2.35,13.51
1952-10-31,5.84,14.39,32.04,-4.26,-5.01,-12.43,-2.31,14.42,11.84,7.47
1952-11-30,9.05,13.61,31.14,4.89,-4.1,0.51,4.03,6.47,3.16,1.91
1952-12-31,182.6,43.94,43.68,93.45,48.61,23.18,33.33,43.6,2.91,35.13
1953-01-31,186.56,39.08,43.25,51.88,-18.5,8.84,-10.13,15.28,3.84,18.64
1953-02-28,-101.29,-3.14,25.93,-18.13,-7.08,-19.64,-15.32,15.32,4.58,6.73
1953-03-31,-50.34,7.67,29.88,-5.61,18.32,-34.82,-11.44,25.29,11.79,54.51
1953-04-30,-14.59,13.15,36.88,8.46,5.06,12.66,-1.79,28.51,4.15,42.64
1953-05-31,-1.03,11.92,29.26,1.26,-1.22,6.15,-5.12,17.95,12.32,35.93
1953-06-30,-7.7,13.07,34.68,4.09,32.65,30.7,15.43,21.94,75.67,63.57
1953-07-31,-12.63,2.74,23.94,-27.77,32.53,-33.08,-5.97,24.72,89.09,90.54
1953-08-31,-2.06,8.74,23.61,-16.06,33.59,-30.04,-11.98,25.24,70.9,99.39
1953-09-30,11.04,17.94,29.94,7.99,19.01,-15.03,-2.31,37.63,0.4,32.28
1953-10-31,14.11,14.53,31.31,4.17,-2.94,-0.62,0.01,22.3,13.76,30.36
1953-11-30,23,16.69,29.95,9.56,-1.14,-2.63,-3.3,7.34,2.39,22.13
1953-12-31,7.07,9.09,28.1,5.34,-3.89,-6.07,-3.3,7.59,2.43,16.12
1954-01-31,114,33.48,35.72,24.68,15.56,-7.73,1.06,20.36,2.5,35.53
1954-02-28,80.25,20.47,30.39,17.52,20.7,-6.35,-5.79,14.11,3.47,15.53
1954-03-31,45.64,21.86,33.91,31.66,24.11,37.33,24.93,28.71,9.8,63.09
1954-04-30,-13.49,15,34.73,12.77,-3.08,22.25,-7.3,21.55,3.85,51.41
1954-05-31,-43.46,-8.33,26.18,-6.54,25.05,11.42,13.08,39.03,8.4,34.47
1954-06-30,-24.64,-2.65,21.34,-38.29,-1.88,-49.14,-22.5,14.92,67.68,73.67
1954-07-31,-3.98,6.48,24.43,-25.34,12.9,-21.59,-9.78,22.19,93.17,106.18
1954-08-31,4.62,12.9,25.01,-11.49,14.55,-10.02,-3.6,21.83,74.91,92.21
1954-09-30,9.77,14.97,27.13,5.14,0.17,-1.77,-4,28.45,0.79,25.62
1954-10-31,11.42,13.63,28.94,2.39,-11.05,-0.21,-7.7,18.69,16.74,28.06
1954-11-30,34.78,18.69,30.56,13.52,6.33,2.14,-1.15,17.86,2.69,22.1
1954-12-31,66.82,19.25,34.96,46.96,14.07,15.37,10.75,19.46,2.57,26.53
1955-01-31,22.15,10.56,35.38,56.99,38.91,13.96,23.47,44.37,3.07,64.97
1955-02-28,-3.58,7.27,28.97,-1.1,-12.8,-4.93,-5.67,4.22,2.65,18.91
1955-03-31,-7.38,10.7,25.25,-1.36,-2.52,-7.8,-9.67,15.23,10.94,53.23
1955-04-30,14.81,12.84,32.38,2.29,8.59,-15.18,-4.14,41.53,1.83,47.34
1955-05-31,9.77,14.23,28.54,-3.09,-1.2,4.17,-3.63,21.04,7.42,52
1955-06-30,3.77,7.12,26.23,-9.19,4.91,11.01,2.2,26.57,72.86,105.35
1955-07-31,13.75,10.87,26.82,-13.21,5.04,-12.56,2.67,25.88,101.36,142.54
1955-08-31,11.59,12.61,25.7,-6.03,4.23,-6.47,2.06,23.23,81.3,118.67
1955-09-30,14.48,16.5,29.71,10.1,-0.66,-2.33,0.15,24.94,3.6,45.77
1955-10-31,13.24,13.38,29.39,3.39,-4.76,-3.54,-5.54,17.57,17.95,31.62
1955-11-30,19.04,16.52,28.27,9.88,-0.8,1.75,-0.2,11.66,3.14,24.8
1955-12-31,375.03,64.32,66.41,205.53,194.59,147.25,127.43,227.49,8.01,204.07
1956-01-31,170.97,32.46,61.44,124.96,20.93,61.72,43.08,84.64,3.68,40.12
1956-02-29,20.63,17.55,41.86,-25.73,-46.8,-61.62,-51.52,31.65,5.78,-2
1956-03-31,-130.46,10.94,37.06,-27.48,-27.9,-33.56,-24.78,31.08,15.16,9.17
1956-04-30,-46.64,9.53,41.87,-9.24,-8.58,-0.65,-1.26,33.1,4.64,21.23
1956-05-31,-4.41,22.24,39.83,40.56,40.06,58.64,43.85,38.58,9.94,33.57
1956-06-30,-29.27,1.58,33.7,-14.74,5.77,-9.78,7.3,37.45,80.05,87.86
1956-07-31,-12.47,2.93,26.23,-51.89,-38.95,-46.2,-36.67,9.18,110.47,104.17
1956-08-31,2.5,10.28,28.6,-27.62,-10.89,-36.05,-10.82,15.42,86.15,74.22
1956-09-30,16.85,19.78,37.34,-0.8,-4.69,-19.2,-7.61,31.99,3.51,12.54
1956-10-31,17.07,18.06,35.11,-0.04,-1.66,-7.01,-10.21,30.7,12.09,17.36
1956-11-30,10.88,14.2,31.67,4.52,-7.44,6.03,-0.14,12.64,4.55,15.63
1956-12-31,5.9,10.71,30.81,5.85,-3.16,-2.74,-1.43,12.42,4.1,15.47
1957-01-31,27.24,12.26,29.97,7.8,7.11,-12.94,-5.44,15.11,4.49,39.19
1957-02-28,95.98,26.78,32.98,17.89,5.18,-20.66,-12.13,9.74,4.87,21.16
1957-03-31,28.84,26.41,40.94,23.59,4.39,9.52,4.18,20.01,16.49,68.98
1957-04-30,-33.66,-1.37,28.73,-14.39,2.29,-14.82,-6.49,25.43,2.95,45.45
1957-05-31,24.53,20.02,30.5,6.9,1.92,22.63,3.23,23.96,15.34,58.31
1957-06-30,-9.16,1.78,31.27,-7.86,6.58,15.76,11.07,26.19,96.09,88.14
1957-07-31,3.69,4.87,27.99,-23.5,-7.78,-27.41,-6.6,26.63,123.11,139.39
1957-08-31,11.13,10.59,28.54,-12.14,-4.27,-15.37,-1.92,22.5,92.52,130.39
1957-09-30,19.78,20.29,32.7,9.05,-1.75,-8.81,-2.31,25.61,7.42,50.8
1957-10-31,34.01,23.22,32.13,12.73,-3.57,3.68,4.25,15.13,14.54,30.39
1957-11-30,11.06,14.4,27.54,10.9,-3.66,2.45,2.14,9.82,5.23,26.46
1957-12-31,45.48,20.36,31.1,19.01,22.12,-1.02,6.73,23.18,4.74,30.38
1958-01-31,140.96,26.29,36.72,43.21,24.71,6.3,1.97,35.89,4.77,40.15
1958-02-28,285.46,30.91,46.08,80.94,48.27,29.6,26.86,77.25,4.26,53.58
1958-03-31,21.31,20.23,52.62,71.48,95.78,58.67,65.01,148.55,6.71,153.1
1958-04-30,-69.04,19.43,57.82,51.37,56.6,54.22,48.61,129.98,8.49,105.55
1958-05-31,-73.6,22.32,44.38,1.32,-12.76,29.22,2.21,35.11,14.45,82.3
1958-06-30,-27.25,1.79,36.5,-34.1,-34.52,-35.39,-23.63,20.46,55.39,88.13
1958-07-31,-22.31,-2.38,27.82,-67.18,-64.87,-69.19,-37.49,-7.07,110.17,59.1
1958-08-31,1.64,10.08,30.15,-39.15,-24.23,-46.91,-23.43,8.62,93.16,47.47
1958-09-30,15.88,18.96,38.76,-4.68,-7.75,-20.35,-4.42,28,6.93,5.17
1958-10-31,12.51,14.84,37.47,0.07,-7.5,-2.57,5.39,16.05,9.37,25.93
1958-11-30,9.25,13.76,31.1,9.9,-5.72,11.87,3.14,11.37,6.71,21.26
1958-12-31,8.15,11.55,30.18,4.21,-4.8,-3.58,-11.85,9.87,6.99,23.17
1959-01-31,93.13,33.13,39.47,27.54,17.2,-10.58,-1.61,20.44,9.4,31.79
1959-02-28,125.08,19.1,38.22,35.19,32.02,-0.67,10.01,38.32,6.45,47.71
1959-03-31,-42.58,5.92,32.32,-10.52,-23.53,-14.69,-16.21,12.69,13.97,67.54
1959-04-30,-21.99,2.01,34.62,-16.7,-4.77,-21.96,-8.8,23.79,8.63,42.49
1959-05-31,-5.78,4.89,25.43,-16.02,-6.4,-13.51,-3.69,21.05,24.42,56.91
1959-06-30,3.83,8.38,27.69,-12.32,0.21,-4.76,2.61,24.7,119.35,116.67
1959-07-31,16.91,15.56,28.75,-10.96,-1.78,1.14,4.25,24.21,129.97,157.95
1959-08-31,20.84,17.8,28,-5.21,-5.43,-0.67,1.99,21.41,97.34,138.44
1959-09-30,21.89,18.33,37.03,10.59,4.67,-0.59,2.31,24,7.94,41.25
1959-10-31,14,14.09,32.17,-0.6,-8.17,-2.13,-3.86,15.92,14.88,32.84
1959-11-30,8,9.95,28.13,4.99,-6.85,0.42,-1.5,14.95,6.48,26.35
1959-12-31,11.77,11.8,27.9,6.43,-3.33,-1.72,-0.94,11.44,5.99,24.48
1960-01-31,49.88,19.07,33.06,17.78,10.72,-1.01,4.53,16.62,7.72,31.47
1960-02-29,139.26,29.92,37.4,35.6,25.48,-3.57,4.14,33.07,5.65,43.27
1960-03-31,2.17,22.1,33.93,3.22,-14.98,-15.03,-9.81,13.23,15.44,69.72
1960-04-30,-23.13,1.73,28.9,-6.59,2.49,-3.36,-0.67,27.45,5.96,53.59
1960-05-31,-6.05,2.9,24.63,-14.01,-4.26,-3.17,-1.45,25.39,25.96,65.15
1960-06-30,4.44,8.2,29.74,-11.98,2.46,0.48,5.01,27.02,121.69,145.66
1960-07-31,16.08,12.33,30.04,-10.61,2.21,1.67,6.59,29.23,129.35,178.54
1960-08-31,17.78,13.59,28.42,-6.25,-2.85,-0.13,2.1,32.24,95.12,128.88
1960-09-30,20.52,18.76,30.08,8.23,-3.62,-1.3,-1.54,31.46,5.38,39.18
1960-10-31,17.06,15.09,29.92,3.25,-6.59,4.65,-0.31,19.9,18.48,34.75
1960-11-30,38.64,22.6,34.11,21.25,17.77,12.77,13.46,26.96,6.12,67.01
1960-12-31,35.12,14.97,30.73,7.93,-10.14,2.66,-0.45,10.49,5.5,25.66
1961-01-31,46.38,9.99,28.46,20.34,18.7,0.83,4.08,20.82,5.9,25.73
1961-02-28,64.27,25.37,31.75,11.2,-7.89,-12.88,-12.18,7.45,5.06,24.54
1961-03-31,27.35,18.19,30.27,7.73,-2.63,-11.54,-4.39,20.03,16.83,72.32
1961-04-30,-14.74,2.9,28.62,-6.77,-5.01,-0.79,2.72,22.62,6.63,46.87
1961-05-31,-2.24,5.95,25.17,-8.45,-2.63,0.09,6.36,28.29,22.41,62.31
1961-06-30,7.42,9.85,26.18,-9.79,0.84,4.46,5.76,32.49,109.21,156.13
1961-07-31,15.83,14.06,28.83,-9.16,-0.32,6.48,6.84,33.76,128.93,170.34
1961-08-31,18.18,14.85,28.07,-4.41,-9.77,4.24,3.66,34.81,95.01,132.56
1961-09-30,17.01,16.8,28.29,6.88,-8.93,3.85,-0.04,31.18,5.99,41.58
1961-10-31,15.31,14.37,28.26,1.34,-10.8,3.36,-1.56,20.94,13.3,39.14
1961-11-30,24.57,17.03,29.93,14.36,5.05,7.04,9,20.35,5.81,32.75
1961-12-31,39.35,16.89,29.74,9.7,-3.95,-0.28,-0.91,15.19,5.26,32.04
1962-01-31,14.75,6.88,27.25,7.37,7.68,0.23,0.9,18.36,5.48,27.58
1962-02-28,195.5,36.94,45.21,108.88,126.71,70.52,74.02,157.38,8.46,226.65
1962-03-31,33.69,15.36,36.11,-1.42,-48.57,17,-1.15,8.46,6.6,17.61
1962-04-30,-35.08,11.78,37.49,-20.39,-31.85,-7.73,-14.32,36.19,9.51,28.4
1962-05-31,-18.57,4.95,28.63,-18.57,-5.98,1.3,0.71,27.22,18.75,52.93
1962-06-30,-4.28,7.87,34.79,-6.51,4.07,14.35,9.99,29.64,84.56,128.49
1962-07-31,7.98,9.11,33.02,-23.24,-12.77,-25.01,3.56,31.37,120.44,136.86
1962-08-31,15.61,14.21,31.27,-10.11,-7.1,-11.97,6.83,25.69,95.95,139.08
1962-09-30,17.83,18.5,33.56,7.28,-2.96,-7.82,2.45,33.25,10.89,73.28
1962-10-31,139.97,43.57,42.01,40.41,-6.74,2.7,3.92,20.86,13.74,38.41
1962-11-30,-29.95,5.5,28.28,-0.36,-6.47,4.61,4.39,17.37,8.17,28.41
1962-12-31,34.38,25.85,34.04,16.82,4.03,9.22,10.48,18.23,6.58,24.36
1963-01-31,51.3,12.36,30.79,15.9,22.82,-11.84,1.39,30.92,7.15,33.07
1963-02-28,113.85,24.11,43.81,68.15,44.61,62.48,36.24,53.63,6.37,44.73
1963-03-31,-4.65,8.52,34.12,-6.54,-16.2,-21.84,-13.97,25.61,14.42,73.38
1963-04-30,42.93,34.72,48.22,50.22,23.61,45.7,24.4,43.49,7,42.92
1963-05-31,-29.23,10.81,38.2,8.41,-0.33,40.16,7.03,23.75,18.58,52.64
1963-06-30,-37.97,-7.43,30.79,-40.7,-4.45,-20.43,2.46,33.29,84.65,107.98
1963-07-31,-3.5,4.88,30.32,-44.37,-14.22,-47.57,-12.33,27.53,122.36,134.12
1963-08-31,7.1,9.48,31.08,-20.78,-5.96,-27.34,-4.21,28.41,95.67,105.66
1963-09-30,13.58,19.59,35.84,4.58,1.97,-15.18,-2.59,31.49,11.17,53.28
1963-10-31,13.52,16.33,32.16,10.24,28.17,10.26,10.28,19.33,15.05,17.82
1963-11-30,48.44,27.94,38.35,30.41,13.99,12.26,18.11,25.2,7.63,33.27
1963-12-31,1.04,9.09,27.88,3.48,-12.4,4.68,-3.38,9.29,7.65,24.93
1964-01-31,56.24,15.2,32.37,16.01,1.72,-0.93,-11.2,17.49,8.71,27.35
1964-02-29,-4.35,8.66,26.61,-5.53,-12.19,-22.15,-14.63,13.63,9.06,21.82
1964-03-31,-4.55,7.43,28.07,-2.41,19.3,-15.44,-4.62,35.48,15.48,67.93
1964-04-30,7.01,11.62,34.79,-3.46,-4.28,-7.03,1.61,21.93,9.36,50.79
1964-05-31,13.11,11.67,29.7,-6.46,2.54,-3.62,2.74,29.4,22.88,66.15
1964-06-30,13.78,10.92,28.54,-8.39,8.24,1.57,5.81,27.31,96.4,135.27
1964-07-31,25.49,13.5,34.11,-8.44,14.07,1.78,9.94,30.99,124.65,159.93
1964-08-31,24.4,11.89,31.35,-3.76,3.25,1.88,6.41,25.69,93.11,140.29
1964-09-30,21.49,18.83,34.94,10.17,6.24,-1.17,1.57,31.18,12.89,68.25
1964-10-31,15.33,14.02,32.06,12.5,23.21,3.64,4.39,22.66,16.33,31.88
1964-11-30,37.83,20.32,33.39,21.52,11.3,17.43,22.13,21.26,8.65,35.54
1964-12-31,297.12,47.66,53.71,115.53,50.21,88.03,38.87,74.85,8.01,47.03
1965-01-31,153.57,27.69,51.08,61.95,12.9,48.91,25.71,52.86,8.57,14.65
1965-02-28,-100.86,5.02,35.58,-19.59,-28.29,-27.12,-21.45,20.27,10.12,13.81
1965-03-31,-67.74,-1.26,33.01,-14.75,-2.3,-23.77,-9.42,45.05,17.45,51.92
1965-04-30,15.67,27.72,48.95,31.51,14.71,33.12,20.94,44.17,5.31,55.55
1965-05-31,-22.82,2.45,38.07,-22.29,-13.45,-19.96,-5.38,28.15,19.39,63.9
1965-06-30,-10.83,0.72,35.46,-22.73,-5.94,4.05,7.66,26.64,82.09,123.44
1965-07-31,8.54,5.66,34.65,-35.4,-10.25,-33.36,-6.77,31.69,116.17,143.99
1965-08-31,18.59,12.22,33.75,-13.2,-7.35,-26.46,-2.24,29.71,93.96,129.72
1965-09-30,15.23,17.13,41.39,7.4,-7.64,-10.18,4.66,32.16,10.62,59.47
1965-10-31,15.57,16.2,44.89,10.5,-10.52,14.59,12.22,20.74,14.78,46.12
1965-11-30,58.29,26.57,45.35,51.89,81.29,30.66,39.98,72.63,9.19,73.23
1965-12-31,35.92,12.93,37.25,24.27,-11.5,19.66,5.83,22.86,8.52,45.74
1966-01-31,121.35,21.06,39.14,15.55,-24.74,-7.85,-20.07,23.51,7.93,16.87
1966-02-28,40.25,7.15,36.44,-0.55,-4.99,-13.09,-11.75,23.42,8.26,14.09
1966-03-31,-28.96,12.12,35.26,-3.58,-3.48,-25.28,-2.16,33.99,14.96,61.89
1966-04-30,-13.74,10.6,41.43,-7.89,-3.13,-19.69,-4.04,45.43,10.7,45.67
1966-05-31,-8.77,2.92,30.28,-14.69,-12.29,-9.82,0.23,29.18,21.53,78.64
1966-06-30,2.35,5.01,30.91,-14.65,-8.93,-0.66,4.6,32.59,81.96,112.24
1966-07-31,20.85,13.47,34.38,-11.58,-9.01,5.25,7.25,31.92,113.94,156.44
1966-08-31,22.84,11.47,33,-4.62,-10.86,5.46,4.36,33.78,95.77,151.44
1966-09-30,16.3,15.66,38.81,8.41,-7.8,1.79,1.54,34.73,13.29,76.08
1966-10-31,15.69,13.96,36.26,3.91,-11.57,9.1,2.74,26.72,20.29,44.6
1966-11-30,73.56,32.42,42.85,30.09,10.24,14.51,13.4,25.75,10.14,37.45
1966-12-31,134.38,26.71,41.03,56.65,41.95,55.37,36.28,65.65,9.82,137.45
1967-01-31,169.04,35.07,48.7,71.2,20.73,15.58,4.42,54.57,8.65,43.53
1967-02-28,15.61,0.87,35.37,-3.96,-13.87,14.24,-2.25,41.92,8.75,18.98
1967-03-31,23.54,27.19,47.8,30.08,9.83,26.3,18.22,59.35,18.31,52.72
1967-04-30,-14.24,22.46,54.44,57.72,90.59,53.94,55.37,152.31,13.84,146.75
1967-05-31,-7.61,18.85,43.9,14.34,22.04,22.35,12.66,64.52,26.67,163.19
1967-06-30,-12.64,7.99,37.79,-6.31,-18.58,32.71,22,34.41,70.76,144.93
1967-07-31,-17.86,-7.04,35.62,-46.91,-59.95,-44.14,-11.34,0.1,120.77,127.63
1967-08-31,3.67,3.27,35.59,-50.37,-58.04,-67.95,-37.1,8.79,97.97,85.45
1967-09-30,11.3,15.79,48.81,-12.8,-19.64,-30.66,-9.93,34.69,14.15,24.61
1967-10-31,11.54,15.25,46.7,-1.89,-11.09,-6.22,4.58,23.9,21.02,29.31
1967-11-30,7.41,10.57,36.49,6.97,-2.01,16.23,10.9,20.46,13.1,41.04
1967-12-31,13.76,12.01,36.42,10.14,-1.39,6.66,0.45,15.01,12.57,29.45
1968-01-31,91.05,22.99,40.37,21.69,2.52,-6.19,-6.33,17.15,14.06,21.1
1968-02-29,106.01,28.07,43.3,18.92,-2.13,-16.53,-4.25,24.21,12.07,7.56
1968-03-31,-19.83,6.93,38.82,8.48,5.57,1.88,4.03,33.72,21.56,65.46
1968-04-30,-34.73,-1.22,36.72,-12.47,-1.38,-13.78,-8.76,26.04,11.99,44.38
1968-05-31,-11.22,4.75,31.14,-17.6,-7.15,-11.92,-1.31,26.51,21.53,45.28
1968-06-30,4.97,7.01,32.09,-13.83,-1.34,-1.19,4.59,28.58,66.71,116.49
1968-07-31,20.28,11.73,35.94,-10.93,3.86,6.63,8.81,38.25,107.18,155.17
