date,gw_01,gw_02,gw_03,gw_04,gw_05
30.06.1961,0.88,12.06,-11.3,-49.47,-15.16
31.07.1961,0.98,13.36,-7.76,-42.5,0.17
31.08.1961,0.02,12.14,-9.47,-50.68,8.99
30.09.1961,-3.05,11,-16.99,-47.82,-8.47
31.10.1961,-4.25,10.92,-15.41,-32.59,-3.18
30.11.1961,-1.15,14,3.83,3.61,12.66
31.12.1961,-0.69,19.13,4.67,12.67,23.47
31.01.1962,-2.72,8.66,-16.42,-37.92,-10.16
28.02.1962,4.29,27.14,43.82,114.36,130.85
31.03.1962,4.08,21.38,-7.61,-27.9,-39.06
30.04.1962,-1.02,15.92,-26.32,-57.79,12.35
31.05.1962,0.85,8.99,-10.04,-44.6,-34.43
30.06.1962,1.08,13.15,-11.95,-52.15,-25.32
31.07.1962,0.89,12.81,-11.04,-50.34,-14.58
31.08.1962,0.54,12.97,-9.87,-50.37,-2.44
30.09.1962,-2.96,10.89,-15.95,-43.21,-0.58
31.10.1962,2.44,23.72,24.04,79.06,143.08
30.11.1962,-1.53,10.23,-18.85,-60.33,-86.94
31.12.1962,3.84,21.2,3.84,26.04,41.14
31.01.1963,0.29,17.86,2.15,-1.27,-0.22
28.02.1963,4.57,26.3,7.4,41.45,93.23
31.03.1963,-0.3,18.25,-10.87,-42.81,-71.27
30.04.1963,10.73,28.89,19.02,112.93,139.7
31.05.1963,2.86,13.26,-19.91,-81.87,-66.11
30.06.1963,-2.3,7.5,-24.1,-96.76,-81.28
31.07.1963,-1.41,10.72,-16.03,-55.4,-19.19
31.08.1963,-2.07,11.48,-11.65,-49.22,-22.31
30.09.1963,-2.73,11.57,-12.46,-28.48,0.85
31.10.1963,-2.55,11.36,-8.87,-23.6,-1
30.11.1963,-0.31,19.21,12.01,29.25,42.13
31.12.1963,-0.46,9.03,-11.98,-27.03,-25.1
31.01.1964,-1.43,11.6,2.45,11.56,23.61
29.02.1964,-1.56,7.51,-13.55,-27.54,-23.19
31.03.1964,-3.43,7.05,-17.03,-42.4,-4.16
30.04.1964,-4.19,8.6,-11.44,-23.96,14.52
31.05.1964,-2.92,10.07,-8.36,-21.84,-4.78
30.06.1964,-1.72,11.79,-11.31,-28.86,-11.17
31.07.1964,-1.78,12.65,-11.2,-12.59,-0.59
31.08.1964,-2.55,12.47,-11.07,-25.46,5.33
30.09.1964,-4.92,11.69,-13.1,-19.51,9.78
31.10.1964,-6.18,9.48,-13.78,-30.33,3.29
30.11.1964,-3.66,19.82,13.16,31.02,28.06
31.12.1964,7.52,37.2,47.57,193.93,294.29
31.01.1965,11.73,32.67,27.95,89.52,36.59
28.02.1965,3.73,16,-38.84,-112.21,-125.95
31.03.1965,-1.74,9.27,-30.45,-86.81,-42.49
30.04.1965,1.97,23.91,0.14,28.46,60.99
31.05.1965,0.05,13.58,-9.8,-45.96,-49.19
30.06.1965,-1.02,11.84,-17.73,-60.04,-38.44
31.07.1965,0.01,17.47,-13.93,-28.8,-18.17
31.08.1965,0.38,19.69,-10.01,-26.54,-2.81
30.09.1965,-2.16,16.68,-12.79,-25.36,0.46
31.10.1965,-3.15,14.23,-9.92,-20.78,-0.21
30.11.1965,1.25,22.97,18.64,42.23,34.76
31.12.1965,1.92,13.33,-1.13,-4.13,-1.07
31.01.1966,3.96,23.44,13.54,46.5,35.26
28.02.1966,0.37,21.06,-6.65,-29.95,-13.23
31.03.1966,1.54,17.54,-18.25,-27.66,10.22
30.04.1966,0.91,16.21,-15.15,-20.03,23.91
31.05.1966,-0.37,12.03,-8.4,-33.16,-31.81
30.06.1966,0.16,17.26,-12.97,-34.47,-22.87
31.07.1966,0.9,20,-11.81,-14.14,9.4
31.08.1966,-0.44,18.2,-11.97,-19.38,7.81
30.09.1966,-3.96,14.96,-13.29,-29.66,8.86
31.10.1966,-4.33,16.44,-10.17,-19.04,-1.36
30.11.1966,1.69,25,25.83,65.44,57.9
31.12.1966,7.23,24.48,17.56,72.56,71.82
31.01.1967,2.54,36.27,45.23,93.42,123.95
28.02.1967,8.35,30.21,-20.28,-24.39,-11.93
31.03.1967,2.95,25.25,-8.9,-39.14,19.72
30.04.1967,7.92,27.23,9.82,24.64,-9.5
31.05.1967,6.83,21.65,-12.62,-10.12,40.8
30.06.1967,2.65,22.3,-20.12,-50.58,-31.67
31.07.1967,0.29,20.02,-20.23,-53.82,-55.1
31.08.1967,-0.64,20.16,-12.52,-37.26,-17.79
30.09.1967,-1.83,19.97,-12.77,-17.83,-0.12
31.10.1967,-1.59,19.51,-8.18,-19.88,-1.16
30.11.1967,-1.9,13.9,-7.76,-17.87,-6.48
31.12.1967,-0.22,16.43,-1.6,1.34,-2.54
31.01.1968,-0.7,23.53,25.09,52.26,35.79
29.02.1968,7.76,32.68,20.9,75.58,57.23
31.03.1968,5.6,17.93,-21.45,-45.04,-17.12
30.04.1968,0.92,18.58,-25.57,-49.81,-18.1
31.05.1968,1.41,15.2,-9.45,-28.22,-1.57
30.06.1968,1.62,17.78,-13.77,-26.06,-6.84
31.07.1968,2.33,21.2,-11.22,-10.65,-10.65
31.08.1968,1.78,21.54,-10.76,-13.38,6.86
30.09.1968,-1.14,16.96,-11.41,-14.77,14.44
31.10.1968,-1.47,15.78,-9.22,-15.69,5.72
30.11.1968,-0.59,16.71,3.04,6.57,17.98
31.12.1968,2.26,25.5,24.87,53.71,39.09
31.01.1969,11.76,51.96,71.02,247.06,270.55
28.02.1969,18.36,61.69,49.9,93.7,82.92
31.03.1969,10.75,41.52,-43.85,-123.38,-81.22
30.04.1969,9.16,37.71,-17.75,-49.9,33.72
31.05.1969,10.41,29.01,-9.6,-28.58,-40.51
30.06.1969,8.34,30.53,-16.19,-57.83,-67.68
31.07.1969,5.83,27.85,-17.32,-44.17,-4.93
31.08.1969,4.08,27.41,-14.42,-25.77,20.48
30.09.1969,1.78,24.67,-8.34,-26.15,3.75
31.10.1969,2.29,22.42,-8.36,-22.34,-23.56
30.11.1969,2.1,18.99,-5.34,-14.16,-6.71
31.12.1969,11.01,34.56,46.71,144.97,119.14
31.01.1970,23.72,68.74,102.82,359.33,395.78
28.02.1970,17.37,34.88,-35.48,-116.17,-151.02
31.03.1970,7.25,27.16,-39.04,-123.74,-69.71
30.04.1970,3.5,24.07,-27.52,-97.14,-91.9
31.05.1970,3.17,18.87,-15.09,-59.12,-31.46
30.06.1970,3.97,25.74,-13.98,-48.9,-13.87
31.07.1970,3.29,24.2,-11.91,-31.38,-0.61
31.08.1970,1.59,21.61,-13.55,-35.64,16.54
30.09.1970,-0.86,22.9,-9.5,-24.73,3.64
31.10.1970,1.38,21.21,-3.24,-14.81,-12.9
30.11.1970,6.97,31.74,38.6,95.56,54.7
31.12.1970,14.03,35.55,34.66,112.87,95.19
31.01.1971,10.72,33.95,0.03,3.13,18.32
28.02.1971,6.82,19.11,-26.36,-80.32,-65.99
31.03.1971,6.5,29.17,-9.41,-8,56.96
30.04.1971,6.98,24.76,-5.86,-15.23,-5.51
31.05.1971,6.76,23.22,-2.85,-16.68,-27.05
30.06.1971,4.29,24.69,-10.22,-44.41,4.72
31.07.1971,2.33,23.22,-9.95,-46.56,-6.29
31.08.1971,1.76,22.75,-9.5,-34.06,15.5
30.09.1971,0,23.16,-10,-18.73,6.89
31.10.1971,0.03,22.62,-8.45,-31.59,-28.22
30.11.1971,-0.77,15.82,-5.46,-14.52,1.85
31.12.1971,0.39,20.73,11.98,21.1,35.07
31.01.1972,-1.25,15.69,-6.7,-12.22,-15.93
29.02.1972,0.42,14.91,-6.07,-7.03,4.46
31.03.1972,4.64,18.75,4.09,14.06,-8.96
30.04.1972,-0.01,14.85,-11.62,-6.82,7.46
31.05.1972,-0.75,15.33,-5.43,-14.46,-4.02
30.06.1972,-0.97,15.45,-11.19,-19.19,13.9
31.07.1972,-1.57,18.06,-10.2,-11.67,12.11
31.08.1972,-3.16,16.69,-13.92,-20.33,15.64
30.09.1972,-4.7,17.15,-11.42,-19.96,4.03
31.10.1972,-3.36,19.55,-2.06,-3.24,2.64
30.11.1972,1.05,24.63,26.09,59.41,30.07
31.12.1972,1.01,22.17,7.16,16.6,13.41
31.01.1973,6.68,42.24,78.63,204.99,204.23
28.02.1973,8.69,48.94,42.75,58.4,40.64
31.03.1973,8.29,40.11,-17.63,-59.26,-15.74
30.04.1973,0.62,31.68,-22.08,-81.3,-49.56
31.05.1973,3.27,30.67,-13.62,-41.29,-17.18
30.06.1973,2.59,29.03,-13.97,-41.52,-9.4
31.07.1973,2.59,26.98,-5.94,-18.36,7.59
31.08.1973,1.36,26.4,-10.26,-15.41,11.44
30.09.1973,-0.11,25.55,-6.86,-17.4,1.05
31.10.1973,0.76,21.91,0.85,-17.79,0.31
30.11.1973,12.51,38.66,54.88,186.38,165.97
31.12.1973,14.01,36.62,26.02,85.6,50.24
31.01.1974,19.46,52.65,39.63,171.65,203.6
28.02.1974,9.36,25.02,-38.39,-144.14,-137.64
31.03.1974,16.73,41.79,25.98,64.66,85.83
30.04.1974,17.58,35.31,-16.8,-5.37,71.55
31.05.1974,5.15,24.27,-25.2,-118.54,-140.84
30.06.1974,4.15,25.02,-14.94,-68.45,-42.12
31.07.1974,3.96,27.36,-9.8,-40.46,-0.25
31.08.1974,2.25,24.47,-9.1,-26.33,-0.56
30.09.1974,0.53,21,-3.69,-27.27,-10.3
31.10.1974,0.73,19.29,-1.93,-18.86,-15.39
30.11.1974,2.43,16.17,-1.19,-10.93,-4.81
31.12.1974,2.3,23.98,13.2,15.31,15.98
31.01.1975,-1.65,14.54,-9.63,-29.08,-22.64
28.02.1975,5.14,30.74,43.62,110.98,60.63
31.03.1975,14.29,40.93,33.13,105.21,54.31
30.04.1975,6.49,21.98,-31.08,-90.09,-17.25
31.05.1975,6.26,26.14,-13.18,-20.66,18.53
30.06.1975,4.06,23.51,-10.36,-40.77,-4.92
31.07.1975,2.4,24.06,-9.38,-33.29,6.71
31.08.1975,1.6,25.31,-8.72,-18.83,11.86
30.09.1975,-1.47,19.9,-6.44,-25.81,-1.46
31.10.1975,1.7,19.63,1.12,0.77,-4.2
30.11.1975,2.33,16.48,-3.12,-3.96,4.87
31.12.1975,2.17,15.69,-2.8,-0.26,12.45
31.01.1976,-1.81,11.19,-10.64,-34.97,-31.15
29.02.1976,-0.72,13.81,-2.27,-0.62,-3.72
31.03.1976,-1.03,10.57,-0.2,18.43,-1.98
30.04.1976,-0.43,9.88,3.76,12.09,25.85
31.05.1976,-2.23,12.52,-1.33,7.83,-7.08
30.06.1976,-2.68,15.52,-7.83,2.01,17.76
31.07.1976,-3.01,17.42,-10.33,10.71,25.28
31.08.1976,-2.95,19.69,-7.19,0.2,7.17
30.09.1976,-7.13,16.49,-11.69,-30.19,12.73
31.10.1976,-8.99,12.75,-19.98,-31.73,-8.81
30.11.1976,-6.68,11.72,-5.42,-13.63,-2.71
31.12.1976,-5.84,10.58,-5.22,-8.51,-3.02
31.01.1977,-3.66,12.98,4.65,22.98,5.12
28.02.1977,-4.73,9.27,-6.59,-6.55,-3.16
31.03.1977,-3.86,9.98,-6.93,-2.2,4.32
30.04.1977,-4.55,11.95,1.67,8.81,39.62
31.05.1977,-2.79,15.33,-5.89,12.49,5.07
30.06.1977,-5.32,13.8,-10.03,8.56,23.23
31.07.1977,-5.05,15.99,-4.07,28.91,26.74
31.08.1977,-6.89,14.58,-5.45,5.87,19.84
30.09.1977,-7.61,15.66,-7.83,-10.75,9.2
31.10.1977,-8.19,13.01,-9.89,-18.98,5.11
30.11.1977,-5.99,14.61,0.96,13.06,15.17
31.12.1977,-4.27,23.79,25.75,61.14,33.68
31.01.1978,-0.38,43.56,87.96,221.67,145.67
28.02.1978,3.96,38.45,19.03,8.29,10.39
31.03.1978,12.49,46.72,17.78,87.13,128.46
30.04.1978,8.34,35.23,-12.81,-53.95,-39.81
31.05.1978,3.98,35.49,-24.36,-75.76,-38.44
30.06.1978,1.47,30.9,-19.34,-67.19,-20.57
31.07.1978,2.08,32.68,-13.76,-23.25,12.64
31.08.1978,0.83,32.32,-9.14,-20.71,2.58
30.09.1978,-1.29,26.2,-5.6,-21.61,-4.84
31.10.1978,-2.61,23.88,-8.54,-21.7,-6.69
30.11.1978,-0.15,20.71,1.99,2.51,4.59
31.12.1978,-0.47,19.36,-2.92,-3.83,-1.25
31.01.1979,-0.73,27.43,32.38,62.04,40.23
28.02.1979,0.42,27.85,20.96,46.49,41.4
31.03.1979,2.53,27.11,-5.81,-9.46,4.13
30.04.1979,2.52,24.89,-9.14,-39.42,-11.71
31.05.1979,2.35,25.7,-9.33,1.16,6.42
30.06.1979,1.26,23.66,-13.44,-10.2,8.48
31.07.1979,1.56,27.12,-7.3,20.15,19.45
31.08.1979,-1.05,25.59,-10.49,-12.5,11.03
30.09.1979,-4.54,20.7,-7.86,-26.89,-1.55
31.10.1979,-2.61,19.65,-0.41,2.75,6.7
30.11.1979,-1.25,24.46,15.92,25.92,14.76
31.12.1979,1.27,26.66,32.78,58.25,45.15
31.01.1980,8.25,40,52.18,162.55,223.73
29.02.1980,13.2,52.99,74.94,162.61,90.79
31.03.1980,11.28,35.53,-18.36,-70.2,-56.41
30.04.1980,1.71,29.02,-30.47,-106.3,-61.73
31.05.1980,1.33,31.3,-21.63,-51.46,-24.41
30.06.1980,3.26,32.53,-5.47,-19.28,19.51
31.07.1980,2.06,29.65,-5.01,-12.24,7.85
31.08.1980,0.22,28.08,-11.51,-26.65,9.98
30.09.1980,-2.02,24.74,-5.27,-27.65,-1.06
31.10.1980,-2.73,21.32,-7.86,-29.5,-2.35
30.11.1980,-0.56,18.68,-2.27,-7.16,-2.48
31.12.1980,1.59,25.2,22.17,49.73,22.63
31.01.1981,-1.68,26.92,34.36,61.76,42.94
28.02.1981,1.61,25.88,-8.68,-22.82,-8.81
31.03.1981,7.22,27.7,9.7,27.93,26.13
30.04.1981,4.73,19.01,-5.29,-27.78,3.67
31.05.1981,4.51,25.88,-4.27,-7.22,6.19
30.06.1981,2.64,23.35,-12.72,-11.21,11.14
31.07.1981,2.72,21.92,-10.18,18.54,42.36
31.08.1981,1.27,21.48,-7.15,-1.45,1.65
30.09.1981,-2.78,18.62,-16.1,-31.03,6.61
31.10.1981,-2.6,17.11,-5.2,-9.54,10.56
30.11.1981,3.43,32.27,50.31,126,118.51
31.12.1981,12.95,37.52,46.3,147.09,158.3
31.01.1982,6.34,33.96,30.45,17.89,9.37
28.02.1982,13.65,38.58,2.98,36.57,60.88
31.03.1982,12.87,35.54,11.43,-1.67,-0.73
30.04.1982,16,39.04,6.86,33.09,116.81
31.05.1982,5.82,24.78,-24.14,-84.29,-114.89
30.06.1982,3.99,27.25,-22.32,-75.31,-44.72
31.07.1982,2.8,24.09,-17.92,-47.44,-5.41
31.08.1982,1.87,23.44,-11.82,-23.52,10.01
30.09.1982,0.82,28.27,-8.49,-19.97,3.41
31.10.1982,1.41,25.08,-1.12,-7.31,-4.37
30.11.1982,4.2,29.61,31.84,45.4,42.59
31.12.1982,8.81,34.61,31.4,81.83,89.83
31.01.1983,5.71,42.68,52.98,102.87,93.91
28.02.1983,23.96,66.35,78.01,211.6,213.76
31.03.1983,40.02,94.1,91.14,284.96,309.05
30.04.1983,18.76,43.64,-62.83,-227.35,-154.49
31.05.1983,17.65,45.72,-37.96,-97.39,-64.82
30.06.1983,11.51,42.07,-26.78,-99.57,-41.79
31.07.1983,8.53,36.15,-21.68,-83.68,-44.38
31.08.1983,7.22,34.63,-17.14,-60.48,-23.47
30.09.1983,5.33,36.71,-14.67,-43.8,-15.84
31.10.1983,4.11,31.23,-7.53,-30.69,-32.87
30.11.1983,9.22,41.77,60.9,97.83,93.35
31.12.1983,19.49,69.68,97.25,242.53,247.28
31.01.1984,9.93,39.01,-33.22,-130.3,-105.55
29.02.1984,3.62,30.48,-27.91,-98.24,-69.32
31.03.1984,6.91,28.93,-12.4,-41.38,-17.18
30.04.1984,2.7,29.24,-10.17,-38.95,-34.74
31.05.1984,2.65,20.51,-11.85,-21.5,-12.82
30.06.1984,2.57,25.62,-12.53,-20.25,4.81
31.07.1984,2.7,28.52,-10.06,6.48,18.22
31.08.1984,0.67,28.6,-13.06,-7.65,-6.5
30.09.1984,-2.48,29.68,-13.7,-27.99,-1.77
31.10.1984,-0.6,21.78,-4.98,-14.77,-16.09
30.11.1984,4.69,34.73,53.3,97.77,49.5
31.12.1984,2.71,27.67,6.41,-8.83,5.02
31.01.1985,-2.35,17.35,-13.12,-45.03,-20.24
28.02.1985,-2.41,17.38,-8.14,-25.38,1.75
31.03.1985,-2.25,19.32,-2.36,-8.06,-0.31
30.04.1985,-3.45,16.38,-0.82,-9.45,9.7
31.05.1985,-1.63,15.8,-4.01,3.29,11.27
30.06.1985,-1.44,17.34,-10.74,-0.85,5.4
31.07.1985,-0.9,19.96,-8.57,19.41,1.15
31.08.1985,-2.92,18.45,-15.07,-7.63,-3.18
30.09.1985,-6.18,18.09,-15.58,-26.84,-5.72
31.10.1985,-5.1,15.25,-19.55,-27.03,-0.92
30.11.1985,-4.37,23.6,20.92,24.07,21.7
31.12.1985,-4.44,19.66,11.45,2.87,3.47
31.01.1986,-8.43,25.2,31.47,64.55,36.19
28.02.1986,12.17,68.13,119.09,370.69,393
31.03.1986,15.91,41,1,6.87,21.7
30.04.1986,-1.92,16.24,-49.44,-181.33,-183.31
31.05.1986,1.19,22.75,-28.25,-59.77,-64.21
30.06.1986,0.71,24.31,-22.04,-49.41,-21.85
31.07.1986,1.18,25.46,-15.75,-27.09,3.5
31.08.1986,0.16,29.15,-15.37,-31.49,-20.61
30.09.1986,-1.01,27.05,-8.63,-16.73,1.88
31.10.1986,-0.24,25.04,-8.16,-26.73,-16.81
30.11.1986,-0.69,19.12,-4.27,-13.18,-17.1
31.12.1986,-0.96,17.95,-2.74,-3.61,0.15
31.01.1987,-5.8,21.14,3.86,12.01,8.19
28.02.1987,-4.06,20.06,0.87,4.39,3.33
31.03.1987,1.59,25.29,7.69,35.21,21.38
30.04.1987,0.54,16.95,-9.67,-24.97,-10.3
31.05.1987,0.81,12.71,-7.58,-8.66,-8.73
30.06.1987,0.46,17.88,-12.09,-4.8,2.44
31.07.1987,1.23,19.73,-11.76,9.11,11.24
31.08.1987,-0.89,18.86,-12.35,-7.34,-0.42
30.09.1987,-5.47,17.71,-16.12,-36.58,-3.93
31.10.1987,-3.46,13.98,-11.02,-24.5,-0.3
30.11.1987,-3.84,16.9,-0.08,-0.9,4.21
31.12.1987,-1.88,28.8,32.75,80.53,47.91
31.01.1988,-6.9,29.5,22.9,44.89,24.49
29.02.1988,-1.01,17.5,-22.51,-54.95,-17.16
31.03.1988,1.95,19.64,-9,-14.93,6.25
30.04.1988,4.81,22,6.3,51.95,25.37
31.05.1988,3.39,17.47,-6.42,7.6,-13.23
30.06.1988,2.29,18.96,-14.28,2.99,14.51
31.07.1988,3.03,19.52,-10.57,21.61,21.8
31.08.1988,0.82,18.58,-13.7,8.22,2.39
30.09.1988,-4.38,18.66,-11.29,-18.37,4.27
31.10.1988,-4.65,17.59,-9.08,-18.64,0.7
30.11.1988,-1.87,25.73,15.96,46.87,24.42
31.12.1988,-2.79,18.99,8.79,8.98,8.98
31.01.1989,-5.46,14.85,-11.44,-19.93,-1.28
28.02.1989,-2,15.08,-9.56,-11.46,6.19
31.03.1989,2.27,29.63,26.1,116.92,72.17
30.04.1989,0.32,15.64,-9.23,-56.77,-18.21
31.05.1989,3.65,18.16,-9.71,1.7,-8.86
30.06.1989,2.56,18.9,-15.41,11.57,7.85
31.07.1989,2.64,17.75,-13.45,29.54,34.07
31.08.1989,1.47,18.29,-10.19,12.65,1.44
30.09.1989,-2.34,20.76,-1.84,-5.63,-5.51
31.10.1989,-2.79,21.12,-5.43,-4.49,1.76
30.11.1989,-1.9,15.6,-3.98,2.99,-4.68
31.12.1989,-7.02,11.38,-11.96,-18.91,15.91
31.01.1990,-6.32,22.22,15.95,49.37,24.19
28.02.1990,-3.99,10.59,-13.25,-26.12,-12.9
31.03.1990,-2.91,13.34,-9.33,-4.92,4.98
30.04.1990,-0.19,8.99,13.17,16.61,44.46
31.05.1990,1.38,17.82,4.28,35.12,-12.58
30.06.1990,-0.86,12.91,-17.14,-9.6,2.37
31.07.1990,-0.64,15.2,-10.45,12.06,18.95
31.08.1990,-1.02,16.5,-10.55,18.17,19.25
30.09.1990,-4.33,15.29,-10.94,-15.12,-4.84
31.10.1990,-6.71,12.14,-17.13,-16.62,0.73
30.11.1990,-5.43,11.38,-7.96,-9.41,-2.54
31.12.1990,-5.33,11.35,-4.35,3.94,17.89
31.01.1991,-5,10.91,-6.16,0.73,-11.49
28.02.1991,-4.84,12.74,-0.75,9.64,0.19
31.03.1991,-3.13,24.35,40.94,119.79,64.76
30.04.1991,-3.92,7.96,-9.27,-49.81,-9.48
31.05.1991,-1.62,17.96,-13.99,3.08,9
30.06.1991,-1.25,18.39,-13.57,0.11,24.76
31.07.1991,-0.97,18.17,-10.69,12.13,26.65
31.08.1991,-2.13,17.68,-13.2,7.21,23.65
30.09.1991,-5.54,18.97,-11.73,-8.24,17.72
31.10.1991,-5.2,16.72,-8.89,-4.46,8.17
30.11.1991,-4.99,13.79,-8.84,3.46,1.78
31.12.1991,-5.14,17.49,10.41,28.41,24.41
31.01.1992,-9.55,12.04,-2.54,7.56,5.82
29.02.1992,-5.52,24.12,36.15,103.75,52.46
31.03.1992,-1.97,22.67,-0.98,8.5,-3.27
30.04.1992,-2.94,14.14,-7.06,-48.62,9.86
31.05.1992,-2.41,17.19,-16.93,-11.61,18.03
30.06.1992,-1.38,20.49,-7.26,1.6,17.24
31.07.1992,-0.63,18.15,-1.73,13.4,30.59
31.08.1992,-1.18,21.91,-1.69,18.36,24.26
30.09.1992,-3.11,19.91,-5.1,4.26,13.76
31.10.1992,-3.68,17.5,-5.64,-3.32,11.2
30.11.1992,-4.38,12.18,-7.63,-10.06,3.72
31.12.1992,-2.82,25.55,35.41,90.06,60.82
31.01.1993,-3.35,37.68,72.11,167.03,107.99
28.02.1993,-3.5,40.8,25.32,49.39,44.74
31.03.1993,14.43,41.29,-3.04,70.99,112.06
30.04.1993,5.66,29.07,0.53,-62.34,-11.58
31.05.1993,4.02,31.05,-13.29,-29.08,-17.99
30.06.1993,6.85,31.45,-2.89,3.5,9.12
31.07.1993,3.59,24.55,-12.09,-8.96,11.66
31.08.1993,3.33,27.32,-8.68,9.05,11.9
30.09.1993,1.4,27.81,-2.21,-8.72,-15.67
31.10.1993,0.11,22.36,-4.91,-15.83,6.95
30.11.1993,-1.43,21.57,-1.18,-7.97,7.46
31.12.1993,-0.28,23.98,11.58,30.73,45.79
31.01.1994,-8.38,18.68,2.91,-0.57,-5.56
28.02.1994,-5.49,24.52,16.48,36.03,22.22
31.03.1994,0.23,16.76,-13.37,-30.33,-0.96
30.04.1994,1.23,20.47,22.24,2.83,35.85
31.05.1994,3.07,20.3,2.57,22.2,13.49
30.06.1994,3.72,19.33,6.96,21.99,31.73
31.07.1994,4.75,22.74,15.63,45.18,42.96
31.08.1994,3.94,21.94,7.51,34.35,26.73
30.09.1994,1.29,26.25,1.78,10.88,23.28
31.10.1994,-2.25,18.17,-13.98,-26.43,17.04
30.11.1994,-1.51,21.36,14.05,26.89,31.45
31.12.1994,-2.34,23.38,18.95,46.9,42.92
31.01.1995,6.57,72.02,154.44,419.48,284.28
28.02.1995,10.91,36.65,-39.48,-88.58,10.85
31.03.1995,22.71,71.89,70.98,274.32,316.11
30.04.1995,11.85,34.28,-34.79,-137.88,-124.67
31.05.1995,11.74,39.86,-23.04,-39.7,28.04
30.06.1995,6.57,32.31,-17.55,-68.45,-80.37
31.07.1995,6.73,30.02,-7.02,-30.66,-55.55
31.08.1995,5.01,31.11,-7.97,-18.47,-5.68
30.09.1995,2.81,32.74,-2.86,-20.81,10.17
31.10.1995,-1.29,29.3,-7.57,-46.09,-15.12
30.11.1995,-0.22,26.26,-1.88,-22.7,-11.71
31.12.1995,1.88,34.05,41.29,89.66,77.68
31.01.1996,-5.09,34.29,30.54,54,40.61
29.02.1996,11.06,54.06,56.99,181.09,212.97
31.03.1996,13.2,39.6,-23.75,-40.35,-41.77
30.04.1996,5.95,26.75,-4.31,-80.48,-4.1
31.05.1996,9.5,36.58,-3.78,4.93,4.81
30.06.1996,8.04,29.96,-5.03,-12.83,-43.67
31.07.1996,8.02,29.13,-0.68,9.1,20.62
31.08.1996,7.01,31.26,-0.52,11.81,7.17
30.09.1996,3.63,32.06,0.89,-10.84,-4.66
31.10.1996,0.56,25.14,-2.95,-26.4,-0.94
30.11.1996,1.14,24.35,8.61,8.17,11.22
31.12.1996,10.08,43.15,56.61,201.29,223.61
31.01.1997,13.6,58.92,88.78,290.68,347.2
28.02.1997,6.54,29.55,-40.79,-167.41,-195.84
31.03.1997,1.69,24.4,-26.58,-103.77,-112.4
30.04.1997,3.35,26.26,12.3,-41.87,-7.36
31.05.1997,4.1,25.59,-1,-13.39,-3.41
30.06.1997,6.89,31.49,6.96,12.03,22.58
31.07.1997,6.84,29.56,8.75,18.26,42.86
31.08.1997,4.42,30.77,3.54,2.4,8.42
30.09.1997,1.79,31.13,1.79,-12.75,-2.97
31.10.1997,-0.03,19.44,-8.94,-24.97,8.67
30.11.1997,0.87,30.88,31.46,54.05,34.85
31.12.1997,-0.31,29.51,20.37,27.41,21.59
31.01.1998,4.12,50.69,79.59,243.64,194.81
28.02.1998,17.41,92,149.7,379.65,338.77
31.03.1998,19.65,55.92,-36.87,-113.84,-45.76
30.04.1998,12.56,44.37,-21.58,-123.44,-44.65
31.05.1998,14.94,50.51,-0.09,-7.33,-9.34
30.06.1998,13.65,41.14,2.52,-37.53,6.05
31.07.1998,10.52,36.17,-2.62,-53.35,-40.15
31.08.1998,9.17,36.68,1.18,-31.87,-7.81
30.09.1998,6.31,36.67,2.33,-28.95,-3.43
31.10.1998,3.19,30.15,0.01,-33.91,-25.3
30.11.1998,7.4,35.51,27.78,46.96,16.95
31.12.1998,7.51,32.72,11.02,19.8,63.41
31.01.1999,-2.12,28.63,3.56,-14.85,5.15
28.02.1999,4.66,37.24,43.72,112.08,122.17
31.03.1999,11.25,31.74,6.47,-3.05,-16.63
30.04.1999,5.01,24.59,-1.69,-54.06,-31.57
31.05.1999,6.05,22.32,-9.38,-26.1,-15.91
30.06.1999,6.34,27.17,-1.01,-16.35,6.91
31.07.1999,6.56,26.19,0.49,-2.25,50.24
31.08.1999,4.52,26.5,1.27,-13.37,-3.13
30.09.1999,2.25,27.37,3.11,-17.03,-2.28
31.10.1999,0.35,22.93,1.91,-13.43,-1.34
30.11.1999,1.63,23.47,15.17,23.47,2.62
31.12.1999,1.48,17.76,3.99,2.74,-4.64
31.01.2000,-4.06,26.02,32.89,67.54,57.8
29.02.2000,7.16,39.57,61.52,213.76,169.24
31.03.2000,12.29,28.88,-11.64,1.72,55.46
30.04.2000,2.32,19.81,-5.44,-85.13,-51.53
31.05.2000,4.39,21.42,-7.24,-42.16,-28.48
30.06.2000,5.4,24.66,-2.82,-25.31,8.03
31.07.2000,6.26,23.93,6.94,-3.23,29.22
31.08.2000,3.97,24.15,2.88,-12.98,6.56
30.09.2000,0.87,25.7,1.3,-23.11,-5.24
31.10.2000,0.31,22.54,1.91,-5.32,-0.97
30.11.2000,-0.63,15.62,-1.21,-13.66,-12.07
31.12.2000,-0.66,15.95,0.26,-6.56,-4.71
31.01.2001,-5.33,23.66,30.27,43.08,39.58
28.02.2001,-6.67,23.4,23.78,34.51,24.04
31.03.2001,1.51,25.88,1.78,5.88,11.05
30.04.2001,1.93,14.97,3.04,-23.46,15.82
31.05.2001,3.72,18.89,-3.5,-5.98,10.15
30.06.2001,5.99,23.05,-1.31,7.57,22.96
