date,gw_11,gw_12,gw_13,gw_14,gw_15
31.10.1921,22.78,-5.47,0.99,66.93,-556.22
30.11.1921,8.14,-3.55,4.96,47.21,10.38
31.12.1921,43.85,41.6,62.59,38.57,91.45
31.01.1922,22.49,5.19,19.64,31.9,54.75
28.02.1922,67.77,43.37,83.14,28.56,70.68
31.03.1922,8.86,2.11,26.09,26.61,73.42
30.04.1922,20.87,10.46,25.77,24.76,72.85
31.05.1922,117.71,94.72,88.52,50.12,247.29
30.06.1922,31.41,40.47,50.21,71.17,214.06
31.07.1922,-105.85,-77.32,-20.09,48.92,45.22
31.08.1922,-55.38,-38.88,-31.02,41.65,36.88
30.09.1922,-22.15,-17.3,-11.6,18.43,5.8
31.10.1922,-3.61,-5.98,-4.33,23.18,11.28
30.11.1922,15.07,8.33,3.02,17.17,26.38
31.12.1922,61.51,43,51.13,17.03,50.06
31.01.1923,21.55,6.28,22.54,15.21,31.73
28.02.1923,-8.15,-5.76,13.91,14.36,29.95
31.03.1923,-10.79,-8.94,12.23,24.78,64.33
30.04.1923,46.52,40.01,58.51,15.96,97.28
31.05.1923,40.94,28.82,56.8,28.34,95.77
30.06.1923,-15.67,1.59,5.04,35.05,54.06
31.07.1923,-27.53,-9.77,0.85,40.8,52.8
31.08.1923,-31.47,-23.46,-20.33,32.57,27.51
30.09.1923,-10.54,-8.49,-3.59,10.9,14.64
31.10.1923,12.22,5.17,2.19,15.3,19.41
30.11.1923,-13.06,-11.03,-3.61,9.42,14.09
31.12.1923,0.18,-5.04,-1.68,8.36,14.32
31.01.1924,1.78,-1.3,-0.61,10.87,24.12
29.02.1924,-4.24,-3.33,-3.27,7.45,24.69
31.03.1924,-3.13,-1.56,5.51,13.27,48.55
30.04.1924,1.67,3.42,21.1,10.17,77.94
31.05.1924,3.2,9.4,31.96,20.98,66.06
30.06.1924,-0.26,-10.63,-13.31,31.2,39.76
31.07.1924,3.48,-8.77,-0.67,33.09,53.35
31.08.1924,5.25,-5.48,4.58,29,46.52
30.09.1924,3.94,-3.51,8.01,3.06,22.09
31.10.1924,6.36,0.3,6.5,9.94,27.46
30.11.1924,20.05,5.39,11.23,4.62,29.15
31.12.1924,24.41,12.59,14.6,4.51,47.05
31.01.1925,-8.1,-5.39,4.18,4.2,29.25
28.02.1925,48.76,17.87,43.97,4.66,47.67
31.03.1925,19.88,9.59,14.43,14.23,85.96
30.04.1925,63.18,46,51.24,6.9,87.93
31.05.1925,63.75,56.36,63.93,13.92,94.77
30.06.1925,-38.51,-19.82,16.25,34.2,73.26
31.07.1925,-66.43,-38.39,-6.77,39.97,64.26
31.08.1925,-29.82,-24.98,-9.87,32.38,51.78
30.09.1925,-9.38,-8.19,1.14,2.57,17.87
31.10.1925,8.1,0.76,6.12,9.66,27.39
30.11.1925,6.92,1.86,3.11,3.22,21.78
31.12.1925,12.29,4.81,5.29,2.64,26.26
31.01.1926,0.98,-2.44,0.4,2.98,23.84
28.02.1926,-3.17,9.03,24.09,2.93,41.17
31.03.1926,17.47,-4.71,12.97,11.26,68.61
30.04.1926,58.56,52.19,86.27,6.56,113.44
31.05.1926,2.72,3.46,25.7,14.38,86.05
30.06.1926,-42.45,-21.37,-4.07,32.21,70.21
31.07.1926,-18.18,-19.38,-12.54,40.19,55.18
31.08.1926,-6.53,-12.64,1.62,35.46,46.91
30.09.1926,0.35,-3,8.62,0.41,21.62
31.10.1926,5.69,1.38,6.23,7.44,25.54
30.11.1926,21.13,20.35,39.84,5.1,118.87
31.12.1926,2.55,1.73,8.66,2.5,34.34
31.01.1927,13.03,0.65,14.04,1.97,36.12
28.02.1927,67.08,34.57,89.68,4.04,98.95
31.03.1927,16.65,2.5,17.41,5.87,67.15
30.04.1927,35.14,15.66,38.19,4.95,82.25
31.05.1927,26.04,30.22,63.96,16.43,129.47
30.06.1927,16.54,24.55,33.1,32.71,81.89
31.07.1927,-77.42,-48.31,-20.92,45.17,47.32
31.08.1927,-40.38,-24.35,-17.68,38.09,35.67
30.09.1927,-21.13,-10.89,1.33,1.12,14.96
31.10.1927,2.16,2.19,5.28,5.54,25.6
30.11.1927,15,9.08,11.61,3.83,40.9
31.12.1927,3.51,8.55,7.6,2.1,30.43
31.01.1928,-0.94,-5.82,6.84,1.64,31.85
29.02.1928,5.48,-2.76,11.04,1.37,33.21
31.03.1928,80.51,35.46,36.62,10.11,76.68
30.04.1928,5.65,0.63,22.06,5.06,79.23
31.05.1928,10.78,13.12,47.71,13.29,88.6
30.06.1928,-45.11,-13.39,6.26,35.41,84.12
31.07.1928,-38.57,-23.15,-14.62,47.03,60.3
31.08.1928,-17.99,-11.34,5.61,37.44,51.75
30.09.1928,-3.56,1.03,10.89,-0.93,23.14
31.10.1928,10.23,7.05,8.96,6.87,28.7
30.11.1928,10.24,6.81,7.17,0.22,30.29
31.12.1928,-2.35,-0.38,11.69,-0.09,33.49
31.01.1929,-6.47,-10.25,1.73,-1.02,17.9
28.02.1929,-7.83,-4.87,3.82,-1.23,18.49
31.03.1929,-1.6,-2.47,19.17,4.68,49.32
30.04.1929,-0.98,0.76,21.2,0.24,37.29
31.05.1929,27.13,14.37,40.29,11.96,55.21
30.06.1929,1.01,0.22,12.31,28.72,46.26
31.07.1929,-15.29,-3.76,8.68,45.72,55.91
31.08.1929,-9.4,-3.63,10.51,36.81,61.85
30.09.1929,-2.66,-0.57,6.07,-2.61,31.87
31.10.1929,-1.23,-0.12,4.05,2.66,29.83
30.11.1929,-2.75,-2.15,0.9,-1.56,26.7
31.12.1929,1.56,-1.42,4.06,-1.95,23.46
31.01.1930,15.07,5.34,12.97,-2.06,38.93
28.02.1930,-3.3,-3.86,7.4,-2.22,27.75
31.03.1930,17.92,0.54,18.92,3.17,53.58
30.04.1930,21.17,4.82,27.11,0.25,49.63
31.05.1930,6.36,2.68,24.06,7.68,50.6
30.06.1930,16.3,18.81,24.62,32.06,52.21
31.07.1930,-27.4,-5.4,7.52,44.14,57.73
31.08.1930,-17.34,-4.99,10.83,36.02,66.71
30.09.1930,-7.78,-1.47,8.61,-3.09,33.88
31.10.1930,-1.67,-6.61,3.22,0.76,33.82
30.11.1930,-0.01,1.46,3.36,-1.95,31.32
31.12.1930,3.58,-0.39,0.15,-2.37,27.56
31.01.1931,-2.79,3.93,16.3,-2.45,45.05
28.02.1931,-9.73,-10.94,-1.48,-3.46,26.6
31.03.1931,-12.16,-11.5,8.62,1.81,44.32
30.04.1931,1.74,4.17,27.34,-1.12,45.68
31.05.1931,-3.06,2.15,24.28,5.08,47.31
30.06.1931,-3.42,-5.67,3.36,13.99,43.54
31.07.1931,-0.31,-5.93,10.08,40.83,74.34
31.08.1931,-0.14,-7.53,9.79,33.86,72.15
30.09.1931,-1.49,-6.52,3.8,-5.56,36.58
31.10.1931,0.06,-4.39,6.01,0.25,38.44
30.11.1931,6.02,1.96,9.07,-3.19,40.52
31.12.1931,37.25,42.92,102.32,-0.56,116.63
31.01.1932,4.04,-2.91,29.77,-3.22,32.98
29.02.1932,65.37,39.13,95.37,-1.58,50.63
31.03.1932,-5.75,-14.32,21.22,1.66,46.54
30.04.1932,20.92,9.33,28.58,0.94,56.21
31.05.1932,68.98,39.03,55.49,11.05,83.67
30.06.1932,17.7,29.64,43.38,29.96,77.22
31.07.1932,-68.13,-34.57,-0.43,44.12,38.32
31.08.1932,-47.11,-25.63,-10.4,33.69,34.15
30.09.1932,-26.2,-12.59,8.7,-2.25,25.12
31.10.1932,-2.22,3.86,10.61,1.37,28.53
30.11.1932,1.25,-2.26,-1.57,-1.19,25.06
31.12.1932,-0.08,-3.76,5.25,-1.72,26.81
31.01.1933,0.77,11.15,34.16,-0.88,117.76
28.02.1933,-4.09,-11.6,0.14,-2.15,20.87
31.03.1933,-4.88,-4.22,19.3,2.83,49.07
30.04.1933,0.9,7.87,29.97,0.8,48.15
31.05.1933,10.42,4.08,28.32,8.04,71.04
30.06.1933,54.8,27.38,41.55,27.04,67.44
31.07.1933,-31.94,-14.43,-4.41,41.57,39.11
31.08.1933,-19.33,-9.43,8.15,33.13,44.69
30.09.1933,-4.99,-1.13,14.14,-2.6,30.52
31.10.1933,-0.8,-2.87,2.69,0.71,31.62
30.11.1933,-5.21,-4.8,2.02,-1.51,27.69
31.12.1933,18.13,18.43,23.21,-1.62,31.4
31.01.1934,-17.51,-13.6,7.81,-2.36,25.9
28.02.1934,-1.03,0.68,20.18,-2.24,29.75
31.03.1934,-13.09,-5.79,16.23,3.09,55.32
30.04.1934,-1.68,5.49,25.66,0.81,53.04
31.05.1934,-6.98,-2.02,14.88,3.27,45.56
30.06.1934,-1.45,-4.19,5.87,20.24,46.67
31.07.1934,-1.93,-1.28,13.45,41.25,76.16
31.08.1934,-3.83,-7.26,10.19,32.16,69.21
30.09.1934,-2.85,-7.95,9.25,-4.46,36.62
31.10.1934,4.93,1.29,8.24,-1.13,35.8
30.11.1934,13.89,3.57,15.74,-2.1,45.16
31.12.1934,13.7,7.88,26.48,-2.29,40.68
31.01.1935,15.85,20.76,73.96,-2.07,58.82
28.02.1935,-6.73,-8.82,21.96,-2.5,28.39
31.03.1935,-0.18,12.62,50.41,-0.96,56.91
30.04.1935,116.99,69.54,86.51,3.38,89.83
31.05.1935,44.16,13.5,43.72,10.89,59.3
30.06.1935,0.86,10.32,31.85,16.64,58.43
31.07.1935,-79.32,-48.62,-6.44,24.5,30.72
31.08.1935,-40.36,-25.81,0.83,27.2,37.18
30.09.1935,-17.74,-9.14,12.86,-1.38,27.91
31.10.1935,-4.69,-2.61,10.08,1.41,29.32
30.11.1935,-4.81,-4.99,5.75,-0.65,25.08
31.12.1935,0.51,3.63,4.59,-1.11,26.48
31.01.1936,11.45,2.95,14.63,-1.47,25.99
29.02.1936,94.34,77.8,188.27,3.62,206.89
31.03.1936,11.05,-13.46,2.14,2.34,25.62
30.04.1936,21.98,7.66,33.45,5.06,60.55
31.05.1936,27.9,19.65,38.69,12.87,59.99
30.06.1936,-23.58,-10.51,10.14,16.62,39.53
31.07.1936,-62.42,-33.24,6.48,28.42,33.8
31.08.1936,-37.76,-24.22,2.41,28.2,34.19
30.09.1936,-17.02,-10.34,14.26,-0.5,25.85
31.10.1936,-6.7,-0.95,6.93,1.55,32.32
30.11.1936,-1.56,-4.6,5.75,-0.87,26.24
31.12.1936,12.18,17.53,23.69,0.69,87.33
31.01.1937,1.7,-0.66,11.8,-0.77,28.99
28.02.1937,47.43,44.05,142.38,3.31,138.44
31.03.1937,28.61,17.22,49.3,4.08,78.81
30.04.1937,22.43,2.6,26.11,6.9,38.2
31.05.1937,69.37,52.09,75.67,19.1,127.56
30.06.1937,-47.33,-28.65,10.91,22.25,30.61
31.07.1937,-66.71,-45.13,-5.61,22.66,5.34
31.08.1937,-34.02,-25.04,-4.61,25.67,15.48
30.09.1937,-12.84,-7.83,12.39,1.18,14.2
31.10.1937,-7.42,-1.06,-0.37,3.34,17.89
30.11.1937,-1.34,-3.4,4.52,1.46,18.43
31.12.1937,43.63,30.51,61.7,4.54,109.1
31.01.1938,5.62,5.12,17.98,3,32.93
28.02.1938,88.07,83.99,161.02,5.03,128.66
31.03.1938,48,63.81,187.76,17.49,286.69
30.04.1938,2.59,-24.7,9.5,11.47,61.43
31.05.1938,49.47,24.91,53.19,27.23,124.79
30.06.1938,14.08,39,52.15,43.5,187.2
31.07.1938,-99.84,-71.23,-11.79,26.92,-5.54
31.08.1938,-67.52,-47.07,-20.69,25.48,-6.48
30.09.1938,-28.89,-16.88,-3.01,6.4,-4.4
31.10.1938,-9.24,-12.15,-11.52,6.44,2.27
30.11.1938,3.55,-0.82,11.78,4.9,4.94
31.12.1938,-6.52,-6.73,7.88,4.07,13.61
31.01.1939,2.01,-0.32,9.22,3.88,19.21
28.02.1939,-13.86,-3.57,10.78,3.58,25.73
31.03.1939,-8.28,-5.63,25.8,6,43.4
30.04.1939,15.92,0.97,30.32,6.84,38.28
31.05.1939,-6.04,-3.35,16.65,8.98,35.64
30.06.1939,-14.93,-8.02,8.76,10.86,28.13
31.07.1939,-6.86,-2.56,14.59,19.84,29.49
31.08.1939,-3.18,-3.38,15.43,23.53,28.53
30.09.1939,-4.27,-3.19,14.45,1.41,21.56
31.10.1939,-3.23,-3.49,13.51,3.47,24.93
30.11.1939,-2.99,-3.7,6.61,1.88,18.82
31.12.1939,-0.61,-3.96,5.26,1.34,18.85
31.01.1940,48.6,43.15,112.3,5.66,165.68
29.02.1940,55.74,31.8,61.67,5.15,117.24
31.03.1940,43.69,17.78,36.37,9.39,55.65
30.04.1940,-1.58,-3.16,33.62,6.43,32.53
31.05.1940,20.28,16.26,56.2,15.47,73.78
30.06.1940,-36.28,-11.47,16.86,19.35,17.69
31.07.1940,-62.08,-37.99,-9.51,26.57,13.88
31.08.1940,-28.45,-18.74,5.29,29.73,21.89
30.09.1940,-7.76,-2.63,16.72,1.68,18.11
31.10.1940,-7.1,-5.4,10.45,6.42,28.75
30.11.1940,1.3,-3.65,7.86,2.39,13.57
31.12.1940,26.5,41.56,92.78,6.03,128.43
31.01.1941,6.05,-4.55,28.65,5.12,32.64
28.02.1941,38.75,36.7,145.81,6.43,155.19
31.03.1941,42.31,20.4,53.75,6.81,76.75
30.04.1941,8.82,1.99,42.28,8.27,83.94
31.05.1941,62.93,40.6,84.97,20.19,123.84
30.06.1941,-8.04,16.58,41.79,27.41,42.05
31.07.1941,-71.35,-51.05,-4.03,27.62,8.55
31.08.1941,-46.31,-33.09,-14.43,30.54,-1.64
30.09.1941,-22.9,-17.62,7.18,4.79,-0.5
31.10.1941,-8.58,-5.99,5.95,7.54,8.06
30.11.1941,-5.14,-6.64,3.31,4.19,7.95
31.12.1941,31.78,29.4,64.69,7.2,109.52
31.01.1942,20.41,5.79,34.36,6.67,44.27
28.02.1942,18.05,-7.2,28.89,6.47,15.91
31.03.1942,-4.67,5.55,32.44,7.84,32.74
30.04.1942,38.75,23.23,46.38,6.72,41.05
31.05.1942,38.62,23.3,47.12,14.95,73.12
30.06.1942,28.04,34.07,48.92,27.22,74.16
31.07.1942,-69.09,-46.36,-0.02,39.04,2.58
31.08.1942,-57.41,-36.32,-13.41,36.03,7.9
30.09.1942,-27.11,-16.65,10.83,3.57,5.28
31.10.1942,-12.34,-8.99,8.51,7.86,14.43
30.11.1942,2.11,-1.66,11.02,4.5,17.82
31.12.1942,23.87,8.49,10.57,3.96,25.34
31.01.1943,26.34,14.45,68.96,6.49,120.58
28.02.1943,20.48,9.11,18.09,7,19.94
31.03.1943,73.81,53.26,102.18,11.86,182.93
30.04.1943,-3.54,-17.11,17.17,10.76,55.02
31.05.1943,-1.87,9.27,46.23,19.74,56.77
30.06.1943,-30.6,-18.47,6.73,26.98,11.26
31.07.1943,-60.68,-33.73,6.45,46.59,16.52
31.08.1943,-28.32,-18.22,3.71,40.17,18.45
30.09.1943,-16.58,-10.09,17.08,3.08,11.4
31.10.1943,-7.98,-4.73,13.92,7.83,19.73
30.11.1943,-2.16,-5.05,7.42,4.1,14.05
31.12.1943,2.47,0.6,9.78,3.45,16.47
31.01.1944,-1.68,-3.19,12.88,2.79,21.16
29.02.1944,-0.89,7.92,43.98,3.39,60.55
31.03.1944,20.35,-3.31,21.12,6.27,37.31
30.04.1944,-10.39,-2,32.48,4.96,34.88
31.05.1944,30.05,6.01,26.54,13.69,45.66
30.06.1944,-10.51,-2.38,26.43,27.58,28.93
31.07.1944,-22.45,-4.67,29.96,53.96,32.29
31.08.1944,-13.05,-3.5,21.12,43.18,34.99
30.09.1944,-8.6,-3.53,25.25,2.07,23.19
31.10.1944,-0.07,-0.1,11.09,8.09,28.32
30.11.1944,14.58,10.34,13.46,3.63,50.38
31.12.1944,18.89,-1.66,12.09,2.31,19.43
31.01.1945,-4.83,-13.6,18.65,2.96,14.45
28.02.1945,37.02,36.4,91.07,5.61,112.36
31.03.1945,14.95,5.54,46.99,10.99,63.03
30.04.1945,5.63,-3.94,41.24,8.19,51.1
31.05.1945,32.27,13.82,41.04,17.21,54.03
30.06.1945,2.19,12.52,29.91,44.33,58.88
31.07.1945,-51.9,-22.08,19.88,63.74,17.4
31.08.1945,-36.64,-17.48,11.95,49.65,24.7
30.09.1945,-19.81,-11.31,17.35,3.68,15.88
31.10.1945,-2.75,2.71,12.9,10.27,38.69
30.11.1945,7.66,-1.39,4.67,4.9,11.59
31.12.1945,32.75,14.81,38.67,6.65,48.68
31.01.1946,18.82,-1.6,21.39,4.93,17.11
28.02.1946,-22.83,-13.9,6.01,3.13,11.96
31.03.1946,-4.18,-5.21,32.27,10.89,65.25
30.04.1946,34.23,13.87,27.86,9.15,60.9
31.05.1946,50.28,35.87,53.69,16.32,50.07
30.06.1946,-40.77,-19.69,15.29,51.86,27.24
31.07.1946,-45,-23.52,21.21,67.87,43.93
31.08.1946,-23.27,-11.84,20.44,54.88,53.17
30.09.1946,-13.59,-11.08,22.7,1.62,27.88
31.10.1946,-0.42,-2.47,12.83,10.92,30.07
30.11.1946,11.12,8.42,10.3,5.55,50.47
31.12.1946,6.89,-1.86,23.7,3.87,36.86
31.01.1947,-21.79,-15.09,16.25,2.58,12.72
28.02.1947,-13.87,-10.82,18.12,2.06,19.09
31.03.1947,9.39,0.35,27.12,8.92,52.19
30.04.1947,16.9,3.62,35.16,4.47,47.48
31.05.1947,17.61,0.34,26.31,16.91,57.53
30.06.1947,-20.74,-3.63,23.58,61.91,47.3
31.07.1947,-6.27,-0.28,29.88,75.56,81.09
31.08.1947,-1.98,-2.28,23.67,58.42,82.64
30.09.1947,3.4,-0.7,21.53,0.11,34.74
31.10.1947,-0.05,-7.09,11.13,12,36.95
30.11.1947,3.37,-3.94,1.91,1.72,25.68
31.12.1947,4.48,-4.92,4.95,1.52,26.24
31.01.1948,-8.11,-10.61,7.06,2.66,38.31
29.02.1948,-13.46,-10.07,11.39,1.03,34.42
31.03.1948,-1.53,2.3,31.35,8.71,63.24
30.04.1948,25.78,4.52,27.51,1.31,65.43
31.05.1948,67.36,19.79,32.4,17.02,75.59
30.06.1948,24.66,22.58,29.62,69.8,46.39
31.07.1948,-49.11,-19.24,39.5,80.15,89.35
31.08.1948,-25.52,-10.17,28.79,62.33,94.55
30.09.1948,-10.12,-3.83,29.2,-0.4,39.6
31.10.1948,-1.75,-9.37,9.47,10.59,43.38
30.11.1948,1.58,-7.66,0.98,0.89,32.9
31.12.1948,5.48,2.71,11.46,0.65,34.52
31.01.1949,-2.03,-10.42,3.48,0.5,30.79
28.02.1949,-10.44,-8.52,18.01,0.36,35.2
31.03.1949,32.46,15.93,42.36,6.66,68.3
30.04.1949,15.54,6.37,39.29,3.22,63.15
31.05.1949,24.9,-2.9,29.6,14.49,68.61
30.06.1949,-14.53,-0.65,38.97,68.3,64.3
31.07.1949,-18.25,-3.77,29.41,83.25,114.72
31.08.1949,-8.38,-6.27,20.47,64.79,108.24
30.09.1949,-0.61,-4.18,23.96,-1.96,42.79
31.10.1949,8.49,-5.55,4.85,12.92,47.77
30.11.1949,5,-2.19,4.32,0.56,38.05
31.12.1949,2.44,-0.46,11.84,0.26,35.97
31.01.1950,16.77,7.77,30.71,-0.06,26.47
28.02.1950,15.13,-1.65,27.02,0.27,12.33
31.03.1950,-1.14,0.56,37.28,6.93,55.95
30.04.1950,51.95,14.89,34.37,3.62,39.33
31.05.1950,24.97,-0.43,31.72,18.43,31.84
30.06.1950,-12.04,4.56,33.25,71.89,49.38
31.07.1950,-38.08,-12.76,31.62,82.8,90.08
31.08.1950,-16.25,-8.21,21.72,65.71,104.07
30.09.1950,-7.8,-6.15,26.39,-1.81,40.04
31.10.1950,-4.49,-2.76,11.73,6.83,25.33
30.11.1950,101.72,48.49,51.42,3.73,86.73
31.12.1950,108.15,70.03,73.17,0.72,-36.06
31.01.1951,-77.54,-44.49,46.16,0.59,-20.15
28.02.1951,-36.47,-14.78,33.84,-0.03,-9.97
31.03.1951,-7.97,-7.88,12.27,9.81,38.16
30.04.1951,-26.63,-15.31,33.87,2.55,21.81
31.05.1951,19.74,18.58,19.73,17.08,15.23
30.06.1951,-30.14,-10.85,26.42,73.12,43.79
31.07.1951,-38.67,-23.17,28.73,85.86,94.06
31.08.1951,-20.54,-13.18,21.08,67.47,91.79
30.09.1951,-9.04,-10.16,13.97,-2.08,22.03
31.10.1951,6.76,0.89,16.01,11.83,29.42
30.11.1951,-1.32,-0.08,9.68,0.12,15.25
31.12.1951,34.5,38.73,50.26,1.1,60.64
31.01.1952,30.82,35.78,103.09,1.8,75.39
29.02.1952,6.22,-4.55,53.13,0.79,-12.25
31.03.1952,25.8,27.59,101.14,5,92.23
30.04.1952,38.07,30.67,50.72,3.18,6.36
31.05.1952,70.21,35.41,40.51,25.56,57.31
30.06.1952,-39.05,-23.7,21.4,62.61,-6.99
31.07.1952,-98.74,-60.45,-9.97,85.2,21.66
31.08.1952,-56.48,-24.97,14.99,67.16,37.01
30.09.1952,-29.29,-10.49,20.49,2.35,13.51
31.10.1952,-12.43,-2.31,14.42,11.84,7.47
30.11.1952,0.51,4.03,6.47,3.16,1.91
31.12.1952,23.18,33.33,43.6,2.91,35.13
31.01.1953,8.84,-10.13,15.28,3.84,18.64
28.02.1953,-19.64,-15.32,15.32,4.58,6.73
31.03.1953,-34.82,-11.44,25.29,11.79,54.51
30.04.1953,12.66,-1.79,28.51,4.15,42.64
31.05.1953,6.15,-5.12,17.95,12.32,35.93
30.06.1953,30.7,15.43,21.94,75.67,63.57
31.07.1953,-33.08,-5.97,24.72,89.09,90.54
31.08.1953,-30.04,-11.98,25.24,70.9,99.39
30.09.1953,-15.03,-2.31,37.63,0.4,32.28
31.10.1953,-0.62,0.01,22.3,13.76,30.36
30.11.1953,-2.63,-3.3,7.34,2.39,22.13
31.12.1953,-6.07,-3.3,7.59,2.43,16.12
31.01.1954,-7.73,1.06,20.36,2.5,35.53
28.02.1954,-6.35,-5.79,14.11,3.47,15.53
31.03.1954,37.33,24.93,28.71,9.8,63.09
30.04.1954,22.25,-7.3,21.55,3.85,51.41
31.05.1954,11.42,13.08,39.03,8.4,34.47
30.06.1954,-49.14,-22.5,14.92,67.68,73.67
31.07.1954,-21.59,-9.78,22.19,93.17,106.18
31.08.1954,-10.02,-3.6,21.83,74.91,92.21
30.09.1954,-1.77,-4,28.45,0.79,25.62
31.10.1954,-0.21,-7.7,18.69,16.74,28.06
30.11.1954,2.14,-1.15,17.86,2.69,22.1
31.12.1954,15.37,10.75,19.46,2.57,26.53
31.01.1955,13.96,23.47,44.37,3.07,64.97
28.02.1955,-4.93,-5.67,4.22,2.65,18.91
31.03.1955,-7.8,-9.67,15.23,10.94,53.23
30.04.1955,-15.18,-4.14,41.53,1.83,47.34
31.05.1955,4.17,-3.63,21.04,7.42,52
30.06.1955,11.01,2.2,26.57,72.86,105.35
31.07.1955,-12.56,2.67,25.88,101.36,142.54
31.08.1955,-6.47,2.06,23.23,81.3,118.67
30.09.1955,-2.33,0.15,24.94,3.6,45.77
31.10.1955,-3.54,-5.54,17.57,17.95,31.62
30.11.1955,1.75,-0.2,11.66,3.14,24.8
31.12.1955,147.25,127.43,227.49,8.01,204.07
31.01.1956,61.72,43.08,84.64,3.68,40.12
29.02.1956,-61.62,-51.52,31.65,5.78,-2
31.03.1956,-33.56,-24.78,31.08,15.16,9.17
30.04.1956,-0.65,-1.26,33.1,4.64,21.23
31.05.1956,58.64,43.85,38.58,9.94,33.57
30.06.1956,-9.78,7.3,37.45,80.05,87.86
31.07.1956,-46.2,-36.67,9.18,110.47,104.17
31.08.1956,-36.05,-10.82,15.42,86.15,74.22
30.09.1956,-19.2,-7.61,31.99,3.51,12.54
31.10.1956,-7.01,-10.21,30.7,12.09,17.36
30.11.1956,6.03,-0.14,12.64,4.55,15.63
31.12.1956,-2.74,-1.43,12.42,4.1,15.47
31.01.1957,-12.94,-5.44,15.11,4.49,39.19
28.02.1957,-20.66,-12.13,9.74,4.87,21.16
31.03.1957,9.52,4.18,20.01,16.49,68.98
30.04.1957,-14.82,-6.49,25.43,2.95,45.45
31.05.1957,22.63,3.23,23.96,15.34,58.31
30.06.1957,15.76,11.07,26.19,96.09,88.14
31.07.1957,-27.41,-6.6,26.63,123.11,139.39
31.08.1957,-15.37,-1.92,22.5,92.52,130.39
30.09.1957,-8.81,-2.31,25.61,7.42,50.8
31.10.1957,3.68,4.25,15.13,14.54,30.39
30.11.1957,2.45,2.14,9.82,5.23,26.46
31.12.1957,-1.02,6.73,23.18,4.74,30.38
31.01.1958,6.3,1.97,35.89,4.77,40.15
28.02.1958,29.6,26.86,77.25,4.26,53.58
31.03.1958,58.67,65.01,148.55,6.71,153.1
30.04.1958,54.22,48.61,129.98,8.49,105.55
31.05.1958,29.22,2.21,35.11,14.45,82.3
30.06.1958,-35.39,-23.63,20.46,55.39,88.13
31.07.1958,-69.19,-37.49,-7.07,110.17,59.1
31.08.1958,-46.91,-23.43,8.62,93.16,47.47
30.09.1958,-20.35,-4.42,28,6.93,5.17
31.10.1958,-2.57,5.39,16.05,9.37,25.93
30.11.1958,11.87,3.14,11.37,6.71,21.26
31.12.1958,-3.58,-11.85,9.87,6.99,23.17
31.01.1959,-10.58,-1.61,20.44,9.4,31.79
28.02.1959,-0.67,10.01,38.32,6.45,47.71
31.03.1959,-14.69,-16.21,12.69,13.97,67.54
30.04.1959,-21.96,-8.8,23.79,8.63,42.49
31.05.1959,-13.51,-3.69,21.05,24.42,56.91
30.06.1959,-4.76,2.61,24.7,119.35,116.67
31.07.1959,1.14,4.25,24.21,129.97,157.95
31.08.1959,-0.67,1.99,21.41,97.34,138.44
30.09.1959,-0.59,2.31,24,7.94,41.25
31.10.1959,-2.13,-3.86,15.92,14.88,32.84
30.11.1959,0.42,-1.5,14.95,6.48,26.35
31.12.1959,-1.72,-0.94,11.44,5.99,24.48
31.01.1960,-1.01,4.53,16.62,7.72,31.47
29.02.1960,-3.57,4.14,33.07,5.65,43.27
31.03.1960,-15.03,-9.81,13.23,15.44,69.72
30.04.1960,-3.36,-0.67,27.45,5.96,53.59
31.05.1960,-3.17,-1.45,25.39,25.96,65.15
30.06.1960,0.48,5.01,27.02,121.69,145.66
31.07.1960,1.67,6.59,29.23,129.35,178.54
31.08.1960,-0.13,2.1,32.24,95.12,128.88
30.09.1960,-1.3,-1.54,31.46,5.38,39.18
31.10.1960,4.65,-0.31,19.9,18.48,34.75
30.11.1960,12.77,13.46,26.96,6.12,67.01
31.12.1960,2.66,-0.45,10.49,5.5,25.66
31.01.1961,0.83,4.08,20.82,5.9,25.73
28.02.1961,-12.88,-12.18,7.45,5.06,24.54
31.03.1961,-11.54,-4.39,20.03,16.83,72.32
30.04.1961,-0.79,2.72,22.62,6.63,46.87
31.05.1961,0.09,6.36,28.29,22.41,62.31
30.06.1961,4.46,5.76,32.49,109.21,156.13
