date,gw_16,gw_17,gw_18,gw_19,gw_20,gw_21
31.05.1999,-0.11,17.38,-22.6,45.28,13.5,40.89
30.06.1999,6.73,23.5,-12.81,62.68,15.32,48.58
31.07.1999,7.96,26.03,-11.1,56.24,22.38,48.77
31.08.1999,5.6,26.11,-4.45,48.32,26.35,43.43
30.09.1999,7.15,24.27,-2.86,13.63,21.71,25.97
31.10.1999,-0.7,14.59,-12.61,25.68,14.98,21.32
30.11.1999,3.51,12.41,-9.65,14.21,15.45,18.22
31.12.1999,5.39,12.49,-19.72,13.61,15.85,15.96
31.01.2000,-5.82,7.89,-11.29,15.99,13.81,16.55
29.02.2000,-4.82,8.86,57.37,27.67,14.79,15.18
31.03.2000,10.23,16.13,5.67,28.93,12.59,39.15
30.04.2000,9.23,19.18,-20.47,21.16,21.83,19.87
31.05.2000,6.2,20.41,-28.3,30.34,16.54,41.02
30.06.2000,11.73,31.33,-27.07,51.71,16.9,47.92
31.07.2000,6.77,30.81,-5.1,51.3,28.12,45.86
31.08.2000,10.88,30.21,0.5,42.79,27.61,37.83
30.09.2000,11.04,24.83,-4.71,12.79,20.64,20.51
31.10.2000,2.12,8.8,-7.89,17.68,11.19,12.36
30.11.2000,9.6,14.58,-5.39,13.1,14.18,16.84
31.12.2000,8.58,13.7,-9.81,13.43,15.51,16.42
31.01.2001,-3.67,7.96,-10.86,16.15,12.4,11.9
28.02.2001,-1.39,8.19,-22.58,28.59,12.27,11.5
31.03.2001,3.47,8.96,-13.64,20.05,10.95,24.94
30.04.2001,1.23,11.23,6.65,20.93,9.62,18.05
31.05.2001,-3.56,13.73,-6.21,27.2,13.97,29.31
30.06.2001,8.74,20.11,-16.86,47.3,17.7,58.68
31.07.2001,5.68,20.85,0.04,46.44,23.09,55.69
31.08.2001,2.46,17.92,-4.9,40.2,23.29,41.3
30.09.2001,7.79,20.28,-10.79,10.86,16.57,21.31
31.10.2001,1.97,11.35,-16.25,14.67,12.16,20.9
30.11.2001,-2.88,9.8,3.85,12.65,12.13,15.62
31.12.2001,-2.29,10.6,27.73,12,12.88,15.27
31.01.2002,1.72,14.18,-13.51,12.44,11.44,20.47
28.02.2002,4.25,17.6,-24.89,14.88,10.63,17.53
31.03.2002,0.32,8.41,-17.32,23.2,5.63,24.57
30.04.2002,-3.46,18.48,0.59,17.31,15.15,25.12
31.05.2002,-3.66,14.93,-5.87,27.18,16.05,33.26
30.06.2002,8.19,20.21,-11.47,48.56,25.12,53.63
31.07.2002,3.63,22.31,-10.65,43.64,36.52,51.52
31.08.2002,1.73,21.11,-13.06,37.93,15.76,40.33
30.09.2002,6.34,20.12,-11.56,11.14,15.64,22.16
31.10.2002,3.17,13.63,-13.67,14.09,11.79,20.6
30.11.2002,-2.6,9.98,38.6,10.07,11.07,18.66
31.12.2002,-4.29,10.28,8.24,11.55,10.71,17.51
31.01.2003,3.48,14.23,-24.6,10.31,10.89,25.37
28.02.2003,-1.51,12.56,-18,16.24,8.71,11
31.03.2003,0.18,7.49,-19.38,24.26,6.88,21.77
30.04.2003,-1.71,10.92,-2.61,19.5,6.13,16.88
31.05.2003,-4.25,16.1,10.15,25.77,17,39.19
30.06.2003,7.25,22.87,-8.9,49.84,16.72,57.55
31.07.2003,5.5,24.98,-13.6,45.28,25.74,53.1
31.08.2003,2.08,25.03,-3.37,37.78,27.17,45.73
30.09.2003,6.45,23.16,-7.59,11,17.44,21.23
