region,Shortage_%,xwater,xwatersc,lambdawater,xwater_TAF,xwatersc_TAF,Ratio,penalty,hu,month,xwater_monthly_TAF,xwatersc_monthly_TAF,water_type,month_name
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,3.8826361932649984,hu207,5,0.03884287894557252,0.01942143948665641,GW,February
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,26.74866810819713,hu207,6,0.2676004718351638,0.13380023601313756,SW,March
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,121.85504360400915,hu207,6,1.2190688161379684,0.6095344085042933,GW,March
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,283.8112358832976,hu207,7,2.8393197121922165,1.4196598571099819,SW,April
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,1292.9178523572446,hu207,7,12.934678688875652,6.4673393490565845,GW,April
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,832.2900530234377,hu207,8,8.326441151831872,4.16322057888917,SW,May
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,3791.54357488455,hu207,8,37.93156524723409,18.965782637161777,GW,May
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,1028.184710639352,hu207,9,10.286221077918809,5.143110542632443,SW,June
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,4683.952570690381,hu207,9,46.85945157718569,23.42972580532557,GW,June
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,1198.707469829109,hu207,10,11.992174085867978,5.996087047216195,SW,July
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,5460.778473665941,hu207,10,54.631015280065235,27.31550765954044,GW,July
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,971.9338350588786,hu207,11,9.723473026853684,4.861736516898932,SW,August
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,4427.698581934891,hu207,11,44.29582156677789,22.147910799206247,GW,August
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,487.6387092862016,hu207,12,4.878461542916539,2.439230773200287,SW,September
8.0,0.5,279486.538544374,139743.269372049,215.68284134959998,279.4865385444,139.743269372,0.5000000004,2221.465231192696,hu207,12,22.224102584397567,11.11205130013464,GW,September
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,162.62415950889002,hu207,1,1.8174532045471539,0.999599263149787,SW,October
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,740.8433933182768,hu207,1,8.279509042937034,4.553729976571252,GW,October
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,10.622509155939767,hu207,2,0.11871491520138394,0.0652932034031438,SW,November
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,48.39143059928116,hu207,2,0.5408123914729712,0.29744681550321067,GW,November
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,3.4038979615718596,hu207,3,0.03804124354519486,0.020922683963438347,SW,December
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,15.506646269382916,hu207,3,0.17329899837255436,0.09531444916677469,GW,December
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,0.9976942301158898,hu207,4,0.01115001965979849,0.00613251081686986,SW,January
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,4.545051492750164,hu207,4,0.05079453400574868,0.027936993721296027,GW,January
8.0,0.55,279486.538544374,153717.596299236,203.4504383775,279.4865385444,153.7175962992,0.5500000004,0.7629426465592097,hu207,5,0.008526485622198847,0.004689567095253423,SW,February
