date,inflow-c5,d73-sink,inflow-d66,n13-sink,inflow-c304,c301-sink,inflow-n14,d31-sink,inflow-c32,d37-sink,inflow-c7,c20-sink,inflow-d64,d85-sink,inflow-d98,d517-sink,inflow-d509,d509-sink,inflow-d612,d699-sink,inflow-d653b,d653b-sink,inflow-d663,d664-sink,inflow-d646,d647-sink,inflow-c54,c54-sink,inflow-c52,c52-sink,inflow-d606,d605-sink,inflow-c51,c53-sink,inflow-c89,c56-sink,inflow-c65,c97-sink
1921-10-31,62.929649255904316,0,71.98428569230336,0.0,0.0,20.40245589843967,25.832915527272863,0.0,0.0,59.1903760088904,21.710990262870737,0,7.218182193281376,0.0,8.989574268981801,0.0,17.150292191707333,0.0,0.0,0.7170234473645507,5.787203780363978,0.0,1.4545705526975752,0.0,0.0,12.015229003015667,0.0,19.952566852387683,0.0,48.82268323084657,0,8.138129128039871,0.0,45.49604966836161,0.0,28.40084512863977,0.0,97.796076154205
1921-11-30,149.58094453932813,0,133.4862274256313,0.0,0.0,28.71298788691398,47.48785956967719,0.0,0.0,39.67376214473542,129.7814200904731,0,65.83028977230147,0.0,127.29127252730548,0.0,82.39855245296846,0.0,24.520163211316913,0.0,38.88748996804139,0.0,26.107005604505233,0.0,36.807694427699516,0.0,0.0,13.602507573410113,0.0,64.26633830261933,0,8.382585318162164,0.0,44.11669198238245,0.0,44.83257915524676,0.0,205.90665993943227
1921-12-31,180.6332736637209,0,156.9177297063276,0.0,0.0,48.56520729986576,42.40516492954992,0.0,0.0,130.24777554299052,183.7903740853653,0,43.722015375620444,0.0,78.09921706961252,0.0,92.17633060394954,0.0,0.0,1.4638468955516757,18.151799113038265,0.0,4.927621101249469,0.0,0.0,69.63601058326118,0.0,70.82216400913525,0.0,192.50185766695176,0,34.78801226679914,0.0,44.23578915385156,0.0,152.80723585380485,0.0,335.1220722696883
1922-01-31,127.51455339035316,0,111.60492364949394,0.0,0.0,35.570415748231056,37.478123600884736,0.0,0.0,190.34569453629578,136.10044573521762,0,35.452970651783076,0.0,67.40933791993373,0.0,66.48859753802486,0.0,0.0,14.325644958420796,10.349296095774543,0.0,10.309602017796628,0.0,0.0,56.159024602668346,0.0,58.664383263394654,0.0,135.60344623435242,0,26.477465865401946,0.0,29.04794736002563,0.0,182.6437865491714,0.0,322.82061076590037
1922-02-28,150.55805906827985,0,124.94652224320123,0.0,0.0,59.314953494998214,31.179489418401097,0.0,0.0,177.53189574719497,127.99440635013772,0,36.51416222769741,0.0,63.160089463027695,0.0,69.03649433354124,0.0,0.0,7.624511390169736,9.225655759560409,0.0,16.073196465126212,0.0,0.0,63.46062799705716,0.0,57.145649457083636,0.0,97.13790767496656,0,27.045134588175024,0.0,27.009334865403684,0.0,104.80615927236936,0.0,276.16237728865576
1922-03-31,113.63034349312855,0,104.8031037304663,0.0,0.0,92.97901033707346,14.379031229177231,0.0,0.0,158.82263010849482,68.89658703347733,0,20.756541712384788,0.0,57.52212451275403,0.0,55.367046176349646,0.0,0.0,7.669715323122,6.287484559871717,0.0,14.467295324260224,0.0,0.0,55.93289284454931,0.0,39.41857307185302,0.0,52.60360122018957,0,17.77118793572601,0.0,48.48669980639055,0.0,78.74703688020026,0.0,196.8338952294664
1922-04-30,101.17406333519071,0,85.35065464140744,0.0,0.0,14.98337399712052,25.488976248927123,0.0,0.0,54.81172996894392,66.1971044646627,0,29.99527071583121,0.0,71.34237159332656,0.0,59.6019314616383,0.0,5.634445110032053,0.0,7.09644709990639,0.0,4.190634223218299,0.0,0.0,4.3615152377496695,0.0,23.926164412968546,0.0,42.211270440376694,0,9.16044678370863,0.0,49.894028824504026,0.0,40.97264269158942,0.0,143.38389025378382
1922-05-31,27.292006815143942,0,34.43699655863738,0.0,0.0,42.68888094985869,0.0,3.897757608895767,0.0,55.28140787962696,15.678706105637032,0,0.0,11.30556141048028,3.164809080597,0.0,3.403867244319874,0.0,0.0,9.236833400256756,0.0,4.808919823005342,33.63834213261435,0.0,5.346352577783491,0.0,0.0,17.87875175298098,0.0,25.277319934546064,0,4.782486370948792,0.0,78.68539982697857,0.0,76.62307393790259,0.0,109.42953195182709
1922-06-30,18.407120171664115,0,11.073321908338325,0.0,15.233391017085852,0.0,4.150894530167419,0.0,17.96931426441877,0.0,11.060022041074385,0,0.0,9.679934698634902,0.0,14.964694421280225,4.048941339241135,0.0,0.0,1.7449795088062134,11.812028791467476,0.0,0.0,107.34081597776361,0.0,22.283330628609217,0.0,0.027331524596967943,0.0,7.767366980138067,0,3.3147925613776774,0.0,64.8851658718602,0.0,50.311500546289686,0.0,58.494578293740595
1922-07-31,2.8560712241783275,0,0.0,8.581784592493493,6.22354033664548,0.0,0.0,0.8165991973021788,16.712383908259085,0.0,2.8105532543867886,0,1.0214174702542336,0.0,0.0,16.26868447218175,1.085436431062476,0.0,0.0,0.8754260992018474,22.536419452808232,0.0,82.25658438257727,0.0,0.0,4.164704015060493,2.240828807465353,0.0,5.704340071621633,0.0,0,0.20745203719632008,0.0,26.62965860488452,0.0,13.984803855768037,0.0,39.78805542997041
