date,inflow-c5,d73-sink,inflow-d66,n13-sink,inflow-c304,c301-sink,inflow-n14,d31-sink,inflow-c32,d37-sink,inflow-c7,c20-sink,inflow-d64,d85-sink,inflow-d98,d517-sink,inflow-d509,d509-sink,inflow-d612,d699-sink,inflow-d653b,d653b-sink,inflow-d663,d664-sink,inflow-d646,d647-sink,inflow-c54,c54-sink,inflow-c52,c52-sink,inflow-d606,d605-sink,inflow-c51,c53-sink,inflow-c89,c56-sink,inflow-c65,c97-sink
1921-10-31,39.24318537477953,0,34.238502735687725,0.0,0.0,43.59776685410039,14.453980849505385,0.0,0.0,90.0590833975491,7.727597402456259,0,0.0,12.31544378871319,0.0,21.264417557587294,1.1781929815441134,0.0,0.0,16.097467315189252,0.0,34.50033323981609,0.0,16.652835055683212,0.0,38.3140428367004,0.0,26.831890213225826,0.0,60.777576703082396,0.0,12.128432268627748,0.0,49.77042589392882,0.0,41.318831713731015,0.0,104.6546476300592
1921-11-30,79.71806047518696,0,53.48059250112701,0.0,0.0,88.05258112449057,6.125496347124475,0.0,0.0,130.52593557791448,38.639869591228525,0,3.041238078571217,0.0,0.0,9.364571246703674,7.928511217651069,0.0,0.0,16.884968591561698,0.0,4.627832836651102,0.0,7.8673271964615346,0.0,70.95788974458132,0.0,48.31803586350859,0.0,109.06843331525617,0.0,24.709747226875248,0.0,58.4571408266804,0.0,100.69404252255875,0.0,240.81809485100672
1921-12-31,217.4627689758001,0,173.74686709956464,0.0,0.0,28.778334838279676,60.40427240373608,0.0,0.0,102.44615364443129,202.87081813090268,0,55.35921659371525,0.0,123.47344038646807,0.0,110.17824705052209,0.0,10.561360941214314,0.0,31.11330814733964,0.0,15.128458853483114,0.0,0.0,33.901768036265395,0.0,53.90014819022242,0.0,192.32353223008522,0.0,30.78181878084995,0.0,42.67647892901242,0.0,137.0388321748594,0.0,320.03287696606696
1922-01-31,210.70934363825964,0,195.68114375182722,0.0,0.0,1.6671111809407835,74.76990949484622,0.0,0.0,129.3838530700486,182.16036958796678,0,68.2769895095419,0.0,106.43833464675457,0.0,107.11263420855946,0.0,21.377813904274426,0.0,27.592728140381833,0.0,21.544600705773313,0.0,18.87477731414305,0.0,0.0,9.489123648209759,0.0,81.32030435027744,0.0,12.589472534013659,4.148826308009795,0.0,0.0,143.6142792691341,0.0,310.66853181295465
1922-02-28,91.68467182400484,0,83.34089608108029,0.0,0.0,90.40259815592772,13.744330566750815,0.0,0.0,213.9535024727848,103.79390192769476,0,25.074739368275345,0.0,25.229394058427935,0.0,59.85492588410095,0.0,0.0,10.247563545742462,9.386207317261679,0.0,7.179678242216237,0.0,0.0,64.7591964664697,0.0,66.36324034730126,0.0,111.28927250606992,0.0,33.0772825495106,0.0,35.848788494421576,0.0,122.78220063428746,0.0,288.6605803139576
1922-03-31,99.49078241544309,0,70.67884060721383,0.0,0.0,86.5041477880454,1.6244828733781012,0.0,0.0,170.06213497755942,60.82727704484701,0,21.661800853009193,0.0,23.74732009777594,0.0,30.670274487279762,0.0,0.0,18.181327713060213,4.495034718445521,0.0,11.14401319998694,0.0,0.0,69.11982866606313,0.0,31.051120561654702,0.0,42.25396873768381,0.0,23.88631803959418,0.0,54.964726340270104,0.0,85.17474485463666,0.0,198.84140390610833
1922-04-30,55.53359040250825,0,39.80863195179635,0.0,0.0,61.311247698595,1.0201301867209238,0.0,0.0,117.228550363341,18.92072175612344,0,0.1246354787308127,0.0,0.0,18.606929359805243,6.76152432885242,0.0,0.0,8.444458083233162,0.0,21.943727923436363,0.0,55.5599005869422,0.0,38.94987886064902,0.0,14.212870851082661,0.0,50.00042523545012,0.0,12.97332059828422,0.0,60.026479694685065,0.0,66.41707527224443,0.0,151.43290320393743
1922-05-31,40.82517469229512,0,32.86850345707012,0.0,0.0,45.97958363579215,0.0,6.02191814498422,0.0,60.07846190872251,1.4938375014887246,0,0.0,14.21154326294505,0.0,17.034798603451314,0.0,2.909123448471653,0.0,7.397331822013177,0.0,10.634395771424543,32.215901654217895,0.0,0.0,28.001479015888965,0.0,22.021723480187788,0.0,36.296284031589366,0.0,8.84237299576322,0.0,83.10768646846803,0.0,92.31531796041874,0.0,120.33880012854617
1922-06-30,19.533385639650685,0,12.856669734182276,0.0,10.99025562321583,0.0,6.79297259779919,0.0,22.863778855831132,0.0,7.359152777227423,0,0.0,9.496581314329617,2.90024024234063,0.0,0.6828113270142468,0.0,0.0,0.675420366953085,13.194810126784382,0.0,0.0,105.88007768301003,0.0,19.46504620693515,1.5305751695446868,0.0,0.0,6.914918640346751,0.0,2.894729669949746,0.0,65.39978684267032,0.0,49.86436650325591,0.0,59.315112606229775
1922-07-31,2.34559049675882,0,0.0,6.08198171010421,7.412984498681959,0.0,0.4781949746747107,0.0,14.12211549904077,0.0,10.56862646902268,0,0.07715441448394264,0.0,5.873941681981324,0.0,0.22546767601718665,0.0,3.0659213182156715,0.0,24.706586271865817,0.0,78.73094774018116,0.0,0.0,5.449242528150021,3.7961553791170988,0.0,6.275006166739799,0.0,0.8085502022350403,0.0,0.0,26.541529103874076,0.0,12.632393246406183,11.435225583555242,0.0
