date,hsur101-r_srw,hsur201-r_gld,hsur202-r_sut,hsur301-r_sje,hsur302-r_sjw,hsur303-r_mdt,hsur401-r_ker,hsur402-r_pix,u102-ext_cvpm02,u102-int_cvpm02,u103-ext_cvpm03,u103-int_cvpm03,u104-ext_cvpm04,u104-int_cvpm04,u206-ext_cvpm09,u206-int_cvpm09,u202-ext_cvpm05,u202-int_cvpm05,hxi203-ext_cvpm06,u203-int_cvpm06,u404-ext_cvpm15,hxi402-ext_cvpm14,u402-int_cvpm14,u408-ext_cvpm19,u404-int_cvpm15,u408-int_cvpm19,u409-ext_cvpm21,u409-int_cvpm21,u303-ext_cvpm10,u303-int_cvpm10,hu500-ags_owens,d30-n203,d61-d61b,d43-c306,c7-c20,c73-d859,d66a-n203,d511-d513,d541-req_delta
31.10.1921,20.7852826,6.070421702,1.97291842,6.265582771,22.1488698,2.290471776,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,324.681159,245.9490299
30.11.1921,14.81466961,3.652455382,0.356737378,1.860467676,14.26776568,1.901927015,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,286.9735749,267.7671053
31.12.1921,5.362455481,2.101123647,0.162288015,0.815142884,8.21847375,0.70716299,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,252.0157212,276.6926587
31.01.1922,2.910620129,2.59363259,0.219776572,1.03209742,11.60309233,0.597350752,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,190.4960154,368.9235449
28.02.1922,1.485506183,0.016516893,0,0.842402228,14.66650031,0.559332773,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,239.6116515,529.3358979
31.03.1922,1.482506374,0.368589485,0.036763129,1.468823991,17.37396524,0.845887848,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,6.11004E-14,0,0,0,0,0,257.4341585,756.6899213
30.04.1922,3.476050812,2.18617346,0.277764517,1.65504971,24.1144241,2.972096109,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,230.8696297,406.3613656
31.05.1922,2.885335061,2.90227138,0.514342418,1.71629955,32.47664905,4.530643237,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,456.8065882,445.0388238
30.06.1922,14.84813075,2.740404912,1.102447664,1.988630139,27.04728687,2.331144706,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,334.9836262,711.3183763
31.07.1922,14.38862704,2.761223989,2.296724814,2.192987424,11.35428744,2.411215802,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,444.1613679,491.8980598
31.08.1922,19.44492837,2.864532797,1.575037254,1.729258815,13.49275738,5.314517152,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,443.4738018,245.9490299
30.09.1922,20.37321641,7.626511366,2.273852401,1.534069047,47.0914431,3.132095304,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,347.6971932,799.5823282
31.10.1922,18.48955632,5.187906319,1.947309282,5.604506135,22.1488698,2.290471776,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,330.9333632,374.6879753
30.11.1922,13.08828661,3.116925543,0.339095847,1.210571643,14.26776568,1.901927015,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,302.0250634,660.1202942
31.12.1922,4.551409263,1.645245306,0.091601114,0.716976709,8.21847375,0.70716299,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,302.971306,276.6926587
31.01.1923,2.627007072,2.440136605,0.200539552,1.00618606,11.60309233,0.597350752,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,291.0228808,368.9235449
28.02.1923,3.19105194,0.030781079,0,1.495752929,14.66650031,0.559332773,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,1.05463E-14,0,0,0,0,0,191.886751,844.4581036
31.03.1923,1.732884614,0.60604542,0.059891975,2.705938682,20.76640452,0.954592462,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,171.3024912,573.0463598
30.04.1923,2.862675589,2.504925955,0.286128008,0.765014563,18.79554806,2.591416246,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,215.3124656,428.8240505
31.05.1923,12.01315118,2.942024195,0.497307329,1.772883644,32.5179693,4.55778658,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,196.2497866,476.2287086
30.06.1923,13.93211346,2.38089993,1.025059349,1.78156261,24.45728676,2.135618249,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,299.6320843,385.5846316
31.07.1923,14.13802657,2.691911472,2.24916243,2.042874686,10.80688005,2.363121093,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,450.3573847,399.6671736
31.08.1923,19.38041816,2.873589988,1.59118852,1.662067244,13.34427056,5.391436295,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,383.1995779,245.9490299
30.09.1923,18.01740287,6.795810601,2.299967617,1.1883249,42.46097275,2.910300752,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,391.2727518,178.5114035
31.10.1923,19.17490205,5.961246588,1.941434628,5.592428321,22.56606938,2.448229133,4,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,335.8811552,245.9490299
30.11.1923,15.64919751,4.076934824,0.387630937,1.884596896,16.28194497,2.137296706,3.35,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,237.4750682,267.7671053
31.12.1923,7.957356825,3.197601859,0.265333984,1.394481724,13.00598777,0.902703573,2.55,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,205.3558337,276.6926587
31.01.1924,2.717418902,2.849552578,0.220616655,1.143631181,13.31167936,0.634328672,1,0.125,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,177.069066,368.9235449
29.02.1924,2.713384153,0.027322602,0,1.413172754,14.37623744,0.547463273,0.7,0.1,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,187.9309479,435.4857553
31.03.1924,1.779191065,0.48234792,0.049235053,2.472700491,12.92593381,0.609728443,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,169.022378,561.3191411
30.04.1924,12.17472439,2.633530423,0.301010255,1.93318566,19.19167842,2.250102832,0.4,0.38,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,125.0159694,334.7088816
31.05.1924,12.09269602,3.226608996,0.522502103,2.181001402,26.87172185,3.60913872,1.425,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,117.7758872,245.9490299
30.06.1924,14.28845776,2.725179194,1.130615575,2.123273208,20.0191219,1.743212848,1.2875,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,208.5624517,238.0152047
31.07.1924,13.72384814,2.718917699,2.278541289,2.116649913,8.258685896,1.7797208,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,261.2275729,245.9490299
31.08.1924,18.50277339,2.879189244,1.600425087,1.705567827,10.06282493,4.018656807,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,7.9803E-15,0,0,0,0,0,224.5603593,184.4617724
30.09.1924,18.27068633,7.39103789,2.376601763,1.403396999,33.74881758,2.216374956,3.2,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,221.8834731,178.5114035
31.10.1924,15.33637281,4.975471819,1.868634677,5.243446942,14.89322069,1.654977681,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,240.9865816,184.4617724
30.11.1924,12.85942766,3.830943177,0.369798643,1.404330774,10.46633695,1.431808592,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,184.992822,208.2633041
31.12.1924,4.465975177,1.835207563,0.154874166,1.006799639,5.669921107,0.542870557,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,214.3402581,215.2054012
31.01.1925,2.417924367,3.011956866,0.24044212,1.22236524,9.429485816,0.456920456,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,1.12341E-14,0,0,0,0,0,165.3284999,368.9235449
28.02.1925,1.0866876,0.016132943,0,1.124331284,9.630872892,0.381871396,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,555.9797698,323.5331057,707.1209319,19.58668516,0,0,465.9980043,536.5259247
31.03.1925,1.543991957,0.420717312,0.038637061,1.989372769,19.68376726,0.925414718,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,214.1096586,787.43355
30.04.1925,3.294194229,2.08187093,0.264927836,1.105774488,20.91632309,2.820303713,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,242.2887732,442.3735718
31.05.1925,11.58018732,2.585881353,0.484786548,1.442897857,29.53307244,4.419302864,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,199.9778045,513.4682202
30.06.1925,14.57508929,2.617584166,1.097601025,2.020445408,27.3045224,2.339761106,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,303.5500837,317.9486542
31.07.1925,14.31618359,2.699704706,2.26427327,2.144124813,11.42513631,2.459628091,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,368.5537396,307.4362874
31.08.1925,19.18218044,2.806877621,1.543814824,1.639684462,13.60960354,5.448968738,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,246.2853567,215.2054012
30.09.1925,18.6192943,6.637967763,2.309700007,1.257498893,43.83094052,2.751233281,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,1.94293E-15,0,0,0,0,0,296.3137455,178.5114035
31.10.1925,20.42431592,6.035674173,1.967839487,5.644813517,23.99792126,2.40152891,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,250.7635902,245.9490299
30.11.1925,14.56325066,3.510381634,0.362759643,1.664200288,15.61340715,2.053890714,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,215.443291,267.7671053
31.12.1925,7.498415885,2.882757741,0.237871119,1.309699397,12.79810726,0.859240107,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,197.9326448,276.6926587
31.01.1926,2.55048341,2.501408976,0.186329595,1.177856727,13.20975103,0.625157295,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,215.7575272,368.9235449
28.02.1926,1.55185537,0.015799513,0,0.831538952,11.25110152,0.489415901,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,168.0729844,79.78069892,14.6951212,0,0,0,366.9032395,354.4443169
31.03.1926,1.691433248,0.479272591,0.049977208,2.451099447,21.12522718,0.963387555,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,215.0763455,754.7064654
30.04.1926,2.474742269,2.24064558,0.279280784,1.027410053,20.818326,2.437266379,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,2.81941E-15,0,0,0,0,0,232.1174279,428.2290125
31.05.1926,12.15294062,2.918579471,0.506331773,2.016539301,34.10659589,4.73146257,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,185.480162,522.6416886
30.06.1926,15.22106267,2.840800402,1.166579274,2.259730149,28.12214099,2.48718976,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,261.1939947,353.3038194
31.07.1926,14.54065274,2.764985211,2.296744013,2.259026931,11.40069226,2.48814757,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,402.1229494,307.4362874
31.08.1926,19.51299868,2.878751927,1.583877429,1.759347489,13.56641787,5.504956278,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,285.681487,215.2054012
30.09.1926,19.95748926,7.099068638,2.364371144,1.402732689,44.7502122,2.937477458,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,257.2904794,178.5114035
31.10.1926,19.79485452,5.96209038,1.948710055,6.113667877,23.82684228,2.590975494,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,244.9697049,245.9490299
30.11.1926,10.25577075,2.262230384,0.227723431,1.051316616,11.99367082,1.608070725,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,290.3423083,267.7671053
31.12.1926,7.637541173,2.864723516,0.267168626,1.332865071,12.47142362,0.832563307,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,47.92355487,0,0,0,0,0,204.1550054,276.6926587
31.01.1927,2.682514996,2.158329858,0.194233692,1.120526186,12.03344498,0.606205988,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,37.50214984,0,0,0,0,0,352.1713994,368.9235449
28.02.1927,1.933009684,0.020871084,0,0.790382577,9.355225134,0.4061423,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,1732.226849,907.7172849,2691.273254,86.09086422,0,0,646.1987032,824.8714675
31.03.1927,1.37362996,0.374227853,0.036620687,1.877003682,17.77619206,0.759526153,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,419.2295734,555.1208567
30.04.1927,3.219072004,2.068414329,0.268729991,1.531339485,23.34619397,2.986046867,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,189.3036868,80.78890224,34.13585375,2.216141493,0,0,433.8706475,299.998321
31.05.1927,2.81947205,2.816832967,0.50351358,1.894059326,33.04928878,4.552757406,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,269.5587293,948.0938203
30.06.1927,14.43027073,2.552908583,1.068715587,1.916974559,25.57943407,2.297645422,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,391.8566876,290.5769056
31.07.1927,14.34675438,2.745176728,2.290815046,2.155017684,11.19130532,2.451193613,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,500.3932073,491.8980598
31.08.1927,19.42472145,2.870534977,1.579586471,1.668698009,13.43061523,5.454094252,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,452.7665034,245.9490299
30.09.1927,19.62697409,7.051726483,2.335915337,1.330296871,43.43802626,2.807496902,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,451.6545669,1194.724758
31.10.1927,18.9614113,5.91775068,1.956846112,5.452363522,22.79262323,2.264816898,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,338.540832,470.7618151
30.11.1927,12.52859979,2.944739485,0.310883434,1.276136176,13.61313132,1.969921239,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,214.6333536,948.3418311
31.12.1927,7.155278009,2.975371954,0.225280762,1.146155269,11.78615388,0.868530813,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,247.8800342,276.6926587
31.01.1928,2.764229895,2.706513759,0.212153881,1.281554645,13.63160886,0.637421301,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,5.52736E-14,0,0,0,0,0,235.0776331,368.9235449
29.02.1928,2.604447968,0.025561069,0,1.317148592,13.34295441,0.52562228,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,221.6814442,376.3102588
31.03.1928,1.352296484,0.391638778,0.03881338,2.091109339,16.84315554,0.860934233,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,551.5939558,318.7961399,1182.305966,39.94428718,0,0,658.0963255,682.4341585
30.04.1928,3.449511168,2.197781915,0.270897457,1.692192089,23.00583405,2.815838371,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,290.0953042,793.6319481
31.05.1928,12.30709344,3.151893627,0.511318268,2.02522075,34.81857963,4.558670575,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,173.9692803,513.2822212
30.06.1928,5.836598833,2.65828797,1.10523551,2.056344215,25.98047007,2.286679392,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,1.93316E-14,0,0,0,0,0,335.0996818,415.7332142
31.07.1928,5.075629472,2.713677508,2.26852174,2.103063693,10.97012512,2.387042419,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,551.9166562,491.8980598
