date,hsur101-r_srw,hsur201-r_gld,hsur202-r_sut,hsur301-r_sje,hsur302-r_sjw,hsur303-r_mdt,hsur401-r_ker,hsur402-r_pix,u102-ext_cvpm02,u102-int_cvpm02,u103-ext_cvpm03,u103-int_cvpm03,u104-ext_cvpm04,u104-int_cvpm04,u206-ext_cvpm09,u206-int_cvpm09,u202-ext_cvpm05,u202-int_cvpm05,hxi203-ext_cvpm06,u203-int_cvpm06,u404-ext_cvpm15,hxi402-ext_cvpm14,u402-int_cvpm14,u408-ext_cvpm19,u404-int_cvpm15,u408-int_cvpm19,u409-ext_cvpm21,u409-int_cvpm21,u303-ext_cvpm10,u303-int_cvpm10,hu500-ags_owens,d30-n203,d61-d61b,d43-c306,c7-c20,c73-d859,d66a-n203,d511-d513,d541-req_delta
28.02.1945,2.597874056,0.025254059,0,1.074519972,11.34075508,0.473169704,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,202.7824718,105.1416005,215.653636,21.31830193,0,0,444.0713521,633.1204444
31.03.1945,1.27490103,0.35689225,0.034242419,1.486410716,16.34114708,0.851509429,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,231.7988906,818.3011986
30.04.1945,3.729914773,2.233611438,0.2769454,1.836773516,25.51436631,3.079519773,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,152.4688242,370.783061
31.05.1945,2.494384832,2.564109929,0.500962195,1.802991495,31.49548777,4.279275657,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,197.8108194,395.8985889
30.06.1945,14.33514356,2.519482964,1.062444389,2.048410004,25.82231817,2.220234672,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,289.9058193,356.4029857
31.07.1945,14.42750759,2.720750937,2.289139158,2.286378518,11.50889451,2.434446465,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,455.8956146,399.6671736
31.08.1945,10.32248094,2.877464231,1.60591977,1.779684014,13.80948062,5.440569782,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,390.2008186,245.9490299
30.09.1945,20.56355241,7.48123569,2.391103383,1.485218981,46.78234156,3.067230318,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,372.1211807,178.5114035
31.10.1945,19.03171122,5.593988395,1.947974137,5.455562199,21.78376512,2.437094327,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,309.4148355,245.9490299
30.11.1945,12.30302655,2.821067152,0.312079955,1.276012658,13.70757656,1.841095332,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,259.9344485,267.7671053
31.12.1945,4.114533665,1.482247338,0.140375666,0.906115498,10.39657662,0.797228738,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,929.4888817,535.2052007,694.3475583,26.2303176,0,0,478.9576093,276.6926587
31.01.1946,3.392246609,3.169146055,0.249426826,1.335232729,13.79791044,0.654256,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,119.1148598,26.08819059,0,0,0,0,457.4821209,368.9235449
28.02.1946,2.891590678,0.027699685,0,1.237834278,12.65517356,0.49138496,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,199.8598104,835.0366605
31.03.1946,1.576807823,0.469353488,0.047407372,1.890539264,18.53198507,0.833634754,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,230.4949822,582.6413848
30.04.1946,3.829998107,2.548317343,0.292265654,1.958056726,25.27445965,3.111038542,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,188.2293971,579.5670234
31.05.1946,12.02460484,2.914147347,0.500837866,1.686110622,31.70758193,4.552697325,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,206.8015705,488.2534396
30.06.1946,11.51394709,2.547588741,1.0560881,2.002903361,25.35818181,2.230629193,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,294.6501791,398.1795929
31.07.1946,10.8524572,2.617768884,2.245715376,2.139048483,10.82540393,2.338945347,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,448.2496624,399.6671736
31.08.1946,10.35950933,2.902303861,1.61637426,1.811534409,13.83139686,5.537296146,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,395.77996,245.9490299
30.09.1946,18.978221,7.252125481,2.34619397,1.487896628,45.28747845,2.944116663,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,395.3474357,178.5114035
31.10.1946,20.15159815,5.948119386,1.956511048,5.535768507,22.23168495,2.462328413,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,352.1387405,245.9490299
30.11.1946,13.38391446,3.221040482,0.31914043,1.148383304,13.1150231,1.684168505,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,261.4084204,267.7671053
31.12.1946,6.043405349,2.359234474,0.211570817,0.925431266,10.06702093,0.717951313,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,274.2145553,276.6926587
31.01.1947,3.317227624,3.30902961,0.260434573,1.309183094,13.72338703,0.642412387,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,160.7496468,368.9235449
28.02.1947,2.617849008,0.026932832,0,1.35501818,13.69631192,0.538626774,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,201.8796557,445.4851319
31.03.1947,1.464989203,0.417933291,0.039624277,2.443065174,18.56026483,0.924695953,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,1.11845E-13,0,0,0,0,0,229.6263331,653.3021107
30.04.1947,3.759651993,2.331299666,0.279444914,1.869249449,24.56632142,3.046602227,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,6.49901E-14,0,0,0,0,0,143.9523105,507.9641358
31.05.1947,2.944869059,3.037305383,0.509030152,2.036358217,33.46305934,4.676819724,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,6.71564E-14,0,0,0,0,0,160.7807336,370.9070193
30.06.1947,13.99432416,2.382967477,1.023796865,1.939920695,23.76119797,2.113244459,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,3.88585E-15,0,0,0,0,0,318.7628558,422.4769883
31.07.1947,14.02539449,2.586008459,2.247494134,2.062413147,10.33766718,2.235023803,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,417.5621986,307.4362874
31.08.1947,19.18961809,2.796961974,1.558983612,1.664655634,12.91439197,5.212397347,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,265.8375864,215.2054012
30.09.1947,20.22101865,7.445454286,2.367219325,1.506864866,44.70239965,3.028206905,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,249.5327173,178.5114035
31.10.1947,17.07061577,5.127484104,1.87527384,5.255934943,20.33414799,2.336914986,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,262.3608916,245.9490299
30.11.1947,14.15230046,3.565783159,0.35324296,1.563376095,14.48059687,1.960484326,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,217.2573957,267.7671053
31.12.1947,7.219455976,2.856179581,0.248915061,1.334275182,12.30995249,0.865027331,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,202.5416822,276.6926587
31.01.1948,3.515312368,3.412438771,0.28239085,1.437724235,14.51014247,0.666003952,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,1.34313E-13,0,0,0,0,0,184.7199156,368.9235449
29.02.1948,2.745756089,0.027366213,0,1.280057608,13.06309411,0.51020266,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,171.2784991,618.9489319
31.03.1948,1.523690748,0.39887438,0.039975388,1.866319872,16.02735156,0.855714508,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,5.82679E-15,0,0,0,0,0,205.1067014,377.7623381
30.04.1948,1.872437448,1.624467868,0.243006596,0.993799284,19.74536044,2.592445711,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,51.33228961,0,0,0,0,0,289.2078668,418.386102
31.05.1948,2.124244268,2.425515941,0.478840258,1.447533676,29.05732935,4.283924293,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,1.04013E-29,0,0,0,0,0,299.3588068,707.5992943
30.06.1948,5.21769964,2.403032403,1.044165782,1.982286414,25.72634683,2.226266855,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,426.3704297,442.5595212
31.07.1948,14.06775496,2.558112594,2.248571868,2.150635446,11.12782575,2.343177234,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,1.23079E-13,0,0,0,0,0,489.584974,399.6671736
31.08.1948,19.01345051,2.769337057,1.514850399,1.768221916,13.87640697,5.465629311,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,417.6792488,245.9490299
30.09.1948,18.34387975,7.042967135,2.341045579,1.508131118,47.33464354,3.041507226,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,392.7068224,178.5114035
31.10.1948,19.40589796,6.023511473,1.956173497,5.825884376,24.37872258,2.636948039,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,2.91339E-15,0,0,0,0,0,343.2565787,245.9490299
30.11.1948,15.18819381,3.915994351,0.386338317,2.034945704,17.42271723,2.129412469,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,0,0,0,0,0,0,241.2417683,267.7671053
31.12.1948,6.682755607,2.645465839,0.204488604,1.172992674,11.17693427,0.802872427,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,244.8757519,276.6926587
31.01.1949,3.0491421,2.933205069,0.221003568,1.202052001,13.39493913,0.664517832,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,156.2302173,368.9235449
28.02.1949,2.795701966,0.026755815,0,1.258010392,13.84688973,0.551429537,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0,0,0,159.5772716,428.4273621
31.03.1949,1.024671192,0.266026382,0.024364896,1.390527692,14.42636083,0.765252697,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,363.3183378,205.7887923,0,0,0,0,432.2302762,496.2616875
30.04.1949,3.697223602,2.082524779,0.264189297,2.007564072,26.29776531,3.135837036,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,162.0680391,453.7164839
31.05.1949,2.592704457,2.762584552,0.492164885,1.74228889,31.69825037,4.293504409,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,180.9712328,669.7896421
30.06.1949,14.76107068,2.693404152,1.116450447,2.109321489,26.54314575,2.316186655,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,322.8795255,413.6010145
31.07.1949,7.771597285,2.673220568,2.242819717,2.160816481,10.95900814,2.350475681,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,1.83315E-29,0,0,0,0,0,456.3308053,307.4362874
31.08.1949,19.14313067,2.80604952,1.542677324,1.653892423,13.10325001,5.261369678,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,271.1369859,215.2054012
30.09.1949,20.11565645,7.427581739,2.341405144,1.439911102,45.24844918,2.988216702,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,0,0,0,0,0,0,275.4788058,178.5114035
31.10.1949,20.99733825,6.352673549,1.970828804,5.896665531,24.23881474,2.564798474,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,0,0,0,0,0,0,129.7480184,245.9490299
30.11.1949,15.93807886,4.060029478,0.382574131,1.715054243,16.13549047,2.053711194,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,5.43584E-15,0,0,0,0,0,205.9207509,267.7671053
31.12.1949,7.688828602,3.008797735,0.245259536,1.190739396,11.54823815,0.825244733,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,0,0,0,0,0,0,195.3979756,276.6926587
31.01.1950,2.269821593,2.294737731,0.187703049,0.810498107,9.587826411,0.528898602,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,0,0,0,0,0,0,237.40031,368.9235449
28.02.1950,2.309319069,0.024536899,0,1.229061173,13.67943806,0.510349236,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,0,0,0,0.404090434,0,0,345.55188,407.8489705
31.03.1950,1.540664766,0.453354228,0.046660676,1.907053397,18.37456955,0.858504588,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,219.9511684,754.7064654
30.04.1950,3.511980134,2.421577981,0.29132252,1.736560286,24.51331359,2.9892538,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,1.34105E-14,0,0,0,0,0,198.525444,569.5009438
31.05.1950,12.20554831,3.029900282,0.516799325,2.074582305,35.11308903,4.687291458,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,2.00769E-15,0,0,0,0,0,193.2063758,686.277112
30.06.1950,14.63189788,2.623179782,1.084217565,2.057292691,26.18472631,2.24702585,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,0,0,0,0,0,0,323.8889114,435.121546
31.07.1950,5.225808973,2.707069238,2.291816799,2.250818466,11.23956816,2.367865106,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,483.9032898,399.6671736
31.08.1950,19.6182428,2.919267292,1.61578468,1.853449891,13.95282652,5.454163361,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,427.1756142,245.9490299
30.09.1950,19.11334008,7.160488507,2.379126391,1.34016176,44.33548834,2.872516846,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,5.41184E-14,0,0,0,0,0,395.790256,178.5114035
31.10.1950,18.45235001,5.294220689,1.927987134,5.447018167,21.29381696,2.374007926,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,5.59223E-14,0,0,0,0,0,305.2259186,245.9490299
30.11.1950,12.86533103,2.913299121,0.323281889,1.236098914,13.96873091,1.885686505,3.8,0.7,1.35,8.74,0,2.15,0,1.82,1.82,7.14,1.38,3.96,1.72,4.94,0.72,0.25,1.5,0.27,4.32,2.43,0.28,2.5,1.46,5.5,0,1.12777E-14,0,105.7163188,63.15022973,6,0,398.8107082,267.7671053
31.12.1950,5.372565107,1.934329726,0.166811027,0.922581209,10.54322794,0.800262297,3,0.7,0,8.74,0,2.15,0,1.82,0,7.14,0,3.96,0,4.94,0,0,1.5,0,4.32,2.43,0,2.5,0,5.5,0,355.5093081,194.1827975,501.1652401,73.68311857,6,0,679.9425631,276.6926587
31.01.1951,2.752771101,2.256011306,0.207721457,1.026170182,11.61244729,0.548715304,1,0.25,0.96,8.74,0,2.15,0,1.82,1.71,7.14,1.34,3.96,1.54,4.94,0.67,0.23,1.5,0.31,4.32,2.43,0.31,2.5,1.37,5.5,0,148.2742548,49.23908118,155.5384933,15.33129228,0,0,522.0373486,368.9235449
28.02.1951,2.727542822,0.0279979,0,1.234483508,12.64649187,0.508552401,0.7,0.25,1.73,8.74,0.05,2.15,0.17,1.82,2.44,7.14,1.65,3.96,1.79,4.94,1.04,0.36,1.5,0.75,4.32,2.43,0.77,2.5,1.93,5.5,0,314.1117653,180.6108286,141.2506329,2.349748809,0,0,548.0302916,473.1791697
31.03.1951,1.657510395,0.531212821,0.051939132,2.222054524,19.81612681,0.92528097,0.6,0,5.32,8.74,1.22,2.15,1.09,1.82,5.62,7.14,2.94,3.96,3.35,4.94,3.55,1.23,1.5,2.04,4.32,2.43,2.1,2.5,4.35,5.5,0.22,0,0,0,0,0,0,321.3922596,636.4427351
30.04.1951,8.686013529,2.700106894,0.299583893,1.586335411,24.30895895,2.912954098,0.4,0.4,10.9,8.74,3.26,2.15,2.7,1.82,9.81,7.14,5.19,3.96,5.85,4.94,6.2,2.15,1.5,3.43,4.32,2.43,3.53,2.5,7.53,5.5,9.33,0,0,0,0,0,0,188.7759597,376.8574173
31.05.1951,11.7635366,2.724893827,0.500736295,2.026895875,32.93755645,4.507365148,1.9,0.65,17.22,8.74,5.05,2.15,4.11,1.82,12.79,7.14,7.16,3.96,8.48,4.94,8.42,2.92,1.5,4.89,4.32,2.43,5.03,2.5,9.8,5.5,15.84,0,0,0,0,0,0,213.6553865,396.9895081
30.06.1951,5.984593741,2.689511679,1.109967215,2.095442675,26.64102862,2.322013811,1.5,0.35,22.14,8.74,5.84,2.15,4.73,1.82,15.13,7.14,8.03,3.96,9.78,4.94,9.69,3.36,1.5,5.52,4.32,2.43,5.67,2.5,11.58,5.5,19.3,2.25991E-14,0,0,0,0,0,297.3575254,330.2460965
31.07.1951,5.106171143,2.668784873,2.263815666,2.210444512,10.97231217,2.348645352,1.5,0.35,20.95,8.74,5.65,2.15,4.58,1.82,14.41,7.14,7.82,3.96,9.62,4.94,8.93,3.1,1.5,4.98,4.32,2.43,5.12,2.5,11.03,5.5,27.91,0,0,0,0,0,0,528.1514424,491.8980598
31.08.1951,19.5248422,2.871552644,1.593245526,1.801010698,13.58320643,5.406940091,2.5,0.6,14.16,8.74,3.66,2.15,3.01,1.82,11.04,7.14,5.62,3.96,7.66,4.94,6.82,2.36,1.5,3.7,4.32,2.43,3.8,2.5,8.47,5.5,34.41,0,0,0,0,0,0,421.8097549,245.9490299
30.09.1951,20.64161761,7.414605017,2.373291069,1.557401824,45.85702156,3.024463754,3.8,0.8,7.13,8.74,1.56,2.15,1.35,1.82,6.41,7.14,3.31,3.96,5.25,4.94,3.82,1.32,1.5,2.15,4.32,2.43,2.21,2.5,4.95,5.5,15.58,1.12996E-14,0,0,0,0,0,451.5326266,650.8228253
31.10.1951,20.0731078,5.88091478,1.954668913,6.115883502,22.66641672,2.459690327,4.3,0.95,2.44,8.74,0.21,2.15,0.29,1.82,3.06,7.14,1.83,3.96,2.89,4.94,1.79,0.62,1.5,1.01,4.32,2.43,1.04,2.5,2.4,5.5,2.88,5.59223E-14,0,0,0,0,0,344.206315,403.5101272
