date,c148,c146,d94,sr_scagg,d77,d43a,d74,sr_ll_enr,sr_hth,sr_dnp,sr_cr3,c116,sr_gnt,sr_crw,sr_pnf,sr_trm,sr_isb,sr_scc,sr_par,sr_rll_cmb,sr_ber,sr_clk_inv,sr_buc,sr_hid,sr_mcr,sr_mil,sr_nml,c23,c37,sr_nhg,c77,c86,c87,sr_blb,sr_sha,sr_whi,sr_cle,c29,c28,sr_fol,d17,c27,sr_bul,d76b,d75,c38,c2,sr_lvq
31.10.1921,0,0,0.3,9.6,0,7.9,20.8,0.1,1,4.7,4400,19.3,4.2,9.3,14,2.5,13.2,0.9,2.3,2.7,0,3.6,0,0.2,3.1,66.4,5.9,9.8,0.4,0,155.2,0.3,0.5,4.4,230,0.6,10.2,2.3,1.7,8.5,7.3,3.9,16.8,3.5,16.3,0.1,1.2,0
30.11.1921,0,0,0.6,16.4,0,9.4,26.3,0.1,0.7,5.3,0,17,4.3,9.5,12.1,2.5,13,1.4,2.4,4.2,0,4.4,0,0.3,3.5,50.7,4.5,15.8,1.1,0.1,160.7,1.4,1.2,5.2,235,3.3,20.5,2.3,2,20,13.4,4.6,20.9,3.2,17.2,0.1,4.5,0
31.12.1921,0,0,1.1,15.2,0,25.4,80.3,5.5,4.6,46.9,0,17.1,4.6,10,53.9,13.1,21.6,5.7,12.4,10.6,33.8,37.9,11.7,8.9,44.1,83.1,22.1,16,13.8,12.9,213.7,24,6.4,14.9,332,25.6,34.9,8.9,3.2,65.2,54.2,13.9,36.3,9.5,48.3,2.4,25.4,0
31.01.1922,0,0,0.9,35.2,0,20.9,61.2,15.6,12.9,45.3,0,16.5,4.3,11,63.1,17.3,30.7,9.4,22.5,13.5,8.3,11,10,7.9,40.2,91.6,32.4,16.3,17.6,14.1,232.2,32.9,5.7,15.1,299,30.2,29.7,9.5,4.7,53.2,50.2,13.8,49.9,7.2,36,3.8,14.3,0
28.02.1922,0,0,1.3,35.6,0,54.9,160.3,11.7,15.3,171,0,15.2,3.8,11.9,81.7,26.6,33.8,12.1,67.1,36.4,125.5,146.3,41.3,34.4,163.2,121.2,90.2,14.3,104.5,102.3,422.7,32.5,17.8,81.8,542,30.1,43.3,17.3,6.6,154.4,170.1,42.6,73.2,19.8,95.5,24,73.8,1
31.03.1922,0,0,2.3,22,0,40.5,107.7,21.9,26.9,137.6,0,17.4,4.7,14,92.1,30.9,52.4,14.2,60.2,36.4,33.2,65.2,25.2,26.9,117.3,112.8,97.5,16.3,69.8,39.4,402.7,26.8,11.8,42.6,604,26.4,72.5,19.4,11,125,153.8,41.5,103.6,14.5,68.6,16.1,60.4,0
30.04.1922,0,0,4.7,9.5,0,45,110,57.1,58.9,147,0,24.2,10.4,21.9,159.9,50.5,84.4,16.3,110.2,51.5,13.9,43.7,12.7,20.1,124.3,183.5,165.3,15.3,83.9,27.2,731.6,77.7,9.1,47.2,772,77.9,150.3,27.3,21.8,172.1,219.5,69.9,201.1,16.4,77.2,16.5,61.2,0
31.05.1922,0,0,8.1,2.9,0,60.4,135.1,190.2,291.9,236.4,0,56.7,34.5,18.4,660.4,155,242,32,334.8,99.8,3.4,18.1,5.1,16.1,416.5,406.1,477.9,16.3,97.4,8.6,1246.6,49.5,6.2,36.4,623,40.9,260.2,18.8,35,417.1,480.7,182.6,492.7,22.5,112.2,11.7,40.1,0
30.06.1922,0,0,3.3,0.3,0,33.3,85.9,202.4,392.3,157.6,0,86.6,48.9,37.7,706.5,118,202,9.1,284,29,0.7,18.2,1.5,4.8,400.4,660,353.7,15.4,32.7,2.2,554.3,5.9,1.4,16.7,335,8.5,107.4,6.6,7.7,347.1,298.2,138.9,316.7,13,77.6,2,16.8,0
31.07.1922,0,0,0.6,1,0,12.7,29.3,50.1,111.9,32.6,0,75.7,31.3,29.8,225.8,31.1,88.7,2.3,39.8,8.3,0,17.8,0.1,2.5,86.3,305.7,76.1,15.7,4.2,0.4,216.8,1.5,0.1,5.3,238,8.5,19,2.9,1.7,67.7,44.6,19.7,64,4.4,27.8,0.2,5.4,0
31.08.1922,0,0,0.2,0,0,7.4,19.4,3.4,16.3,7.5,0,44.2,12.6,14.8,71.3,9,37.1,1.7,3.1,5.7,0,15.5,0,0.6,15.5,126.8,18.9,15.9,0.8,0,167.3,0.2,0,2.4,212,1.1,6.6,1.7,1.2,12.3,9,5.4,28.3,3.1,17.7,0,1.7,0
30.09.1922,0,0,0.1,1.1,0,6.7,17.8,1.2,3.6,5.6,0,25.2,5.8,11.7,26.4,4.6,23.8,1.6,1.1,3.4,0,10.7,0,0.1,6.1,103,7.6,9.8,0.2,0,149.5,0,0.1,0.9,200,0.1,3.4,1,1,5.5,5,3.8,16.8,2.8,15.1,0,0.8,0
31.10.1922,0,0,0.5,5.1,0,7.1,23.7,1.4,1.8,7.4,4400,16.2,3.5,11.7,14.3,4.1,17.8,1.8,3.5,4.7,0,9.1,0,0.2,5.8,76.1,5.9,0,1.1,0.2,164.5,1.4,0.6,5.6,230,3.5,16.7,1.8,2.3,10.5,7.1,5.4,23,2.6,17.1,0.1,2.1,0
30.11.1922,0,0,0.6,13.2,0,15.7,45.5,8.4,4.6,18.8,0,14.2,3.6,12.6,23.3,7.8,19.8,3.8,11,7.8,12.9,18.9,1.1,2.2,16,67.7,13.7,0.2,12,5.2,159.3,6.5,2.8,17.4,252,8.3,19.9,3.6,2.7,21.4,25.6,9.2,31.1,4.9,29.6,2,9.5,0
31.12.1922,0,0,1.1,19.6,0,49,149.6,24.7,17.8,84.3,0,14.3,3.9,14.5,64.7,20.3,28.3,10,64.5,37.5,133.8,116,13.9,16,58.3,111.7,67.9,12.6,104.2,60.5,316.4,37.5,13.8,58.7,333,35.7,35.8,15.3,8.6,145.9,158.9,47.2,93,16,94.7,23.6,22.3,1
31.01.1923,0,0,1.5,19.9,0,28.4,72.8,15.6,18.1,83.2,0,13.8,3.6,14,52.3,15.2,26.9,8.2,48.8,27.6,50.7,69.8,16,16,65.8,98.3,71.8,12.9,76.2,31.3,336.3,37.7,7,48.4,395,37.2,49.6,8.6,8.9,129,105.3,26.6,84.7,8.7,49.6,17.8,29.4,0
28.02.1923,0,0,1.4,22.2,0,16.9,37.5,14,15.9,51.7,0,12.7,3.2,14.6,51.9,15,25.7,6.7,36.7,18.9,21.3,39.4,10.2,11.5,50.2,98.9,48.8,14.2,45.2,24.8,225.7,20.5,2.8,22.8,309,21.1,43.4,6.1,6.9,71,80,19.6,64.4,4.9,28,9.8,27.5,0
31.03.1923,0,0,2.5,17.5,0,15.8,37.7,34.1,22.7,57.3,0,14.6,4,14.6,77.8,22.2,31.4,7.8,46.9,24.2,8.6,13.6,4.9,10.1,55.8,125,75.4,15.7,39.6,9.9,305,13.4,2.4,16.6,330,14.5,81.3,5.4,9.5,93.3,127.9,26.1,93.1,4.9,28.2,8.1,14.3,0
30.04.1923,0,0,5.2,8.9,0,31.9,72.4,68.6,63.4,137.2,0,20.3,8.7,11.8,202.9,67.2,73.4,22.9,130.3,43.1,29.1,65.7,16.6,27.9,158,223.4,200.4,14.7,98.5,18.6,522.6,44.6,3.1,42.9,584,42.6,165.6,9.4,13.2,242.1,270.6,79.2,174.4,10.6,62.9,14.1,33.6,0
31.05.1923,0,0,4.9,2.2,0,17.9,38.6,147.3,241.8,133,0,47.5,28.9,15.4,499.7,111,121,16,231.7,26.4,3.8,4.9,3.9,14.5,288,266.1,339.3,15.4,40.5,7.1,372.8,13.3,0.7,16.1,353,10,156.9,3,7.9,285.7,285.6,100.1,213.6,5.3,35.2,2.5,18.3,0
30.06.1923,0,0,1.8,0.5,0,10.5,24,87.6,175.3,56.5,0,72.7,41,16.7,304.7,62.5,82.5,5.7,111.2,9.7,0.9,9.6,1.5,7.2,155,213.3,147.3,14.9,15.7,2.4,220.7,6.9,0.2,7.2,264,8.7,58.9,1.7,2.1,149.8,124.1,45.8,93.5,3.3,22.5,0.9,10.7,0
31.07.1923,0,0,0.7,0.2,0,6.5,18.6,36.7,100,21.2,0,63.6,26.2,19,173.9,27.4,55.8,2.8,30.6,4.8,0.2,23.5,0.3,3.2,66.4,194.7,64.4,15.2,3.9,0.6,122.9,0.7,0.1,4,212,1.9,21.1,0.9,1,61.3,40.3,14.5,41.7,2.2,17,0.2,2.7,0
31.08.1923,0,0,0.2,1.6,0,4.3,16.6,3.4,13.4,10.6,0,37.1,10.6,12.4,41.7,5.4,22.3,1.1,1.7,4.5,0,22,0,0.7,13.4,127.3,14.2,11.8,0.7,0.2,112.6,0.5,0,0.9,192,3.9,7.9,0.5,0.9,13.5,8.8,5.1,25.4,2,14.8,0,1.8,0
30.09.1923,0,0,0.2,2.1,0,5.9,17.4,6.1,7.9,8.3,0,21.2,4.9,11.8,27.5,5.4,18,1.1,3.7,4,0,11.9,0,0.4,9.3,115.1,13.1,2.8,0.8,0.3,88.8,0.4,0.1,0.7,194,2.4,6.8,1.6,1,14.3,9.6,4.5,19.2,2.4,14.7,0,1.3,0
31.10.1923,0,0,0.5,7.6,0,6.7,26.5,8.9,15.7,3.9,4400,10.2,2.2,11.6,22.3,5.3,15.5,1.5,8.3,3.2,0,2,0,0.4,13.2,82.2,9.5,8,2.2,1.2,67.9,0.8,0.6,1.7,220,1.9,16,0.6,1.7,15.2,17.1,6.2,20,1.8,15.5,0,2.1,0
30.11.1923,0,0,0.4,6,0,6.6,22.4,5.3,2.2,6.1,0,9,2.3,11.1,15.5,3.9,14.3,2,5.2,2.6,0,6.6,0,0.5,9,63.2,8.3,5.1,2,1.2,55.5,1,1.1,1.9,204,1.8,13.4,0.7,1.4,11.8,14.7,4.5,17,1.5,13.1,0,2.8,0
31.12.1923,0,0,0.6,15.1,0,6.9,24.6,3.9,3.5,6.3,0,9,2.4,10.5,11.8,3.9,13.8,1.9,5.6,3.4,0.3,0.7,0,0.6,7.9,41.1,9.4,0.4,3.3,1.8,78.1,2.4,1.4,2.3,216,3.4,17.7,0.6,1.8,11.5,15.9,5.6,19.1,1.7,14.5,0,3.3,0
31.01.1924,0,0,0.6,16,0,7.1,26,7.4,5.8,12.1,0,8.7,2.3,10.2,13.8,4.3,13.6,2.3,8.6,4.3,4.5,13.3,0,0.8,10.2,39.8,11.7,0,4.9,2.4,151.9,3.8,1.7,4.4,224,5.4,19.5,0.6,2.2,15.8,17.7,6.5,22.8,1.8,15.3,0,5.4,0
29.02.1924,0,0,2.4,11.2,0,18.9,60,16,10.4,15.2,0,8,2,10.2,16.7,5.4,13.7,4.7,17.1,8.1,42.5,39.8,0,0.9,15,44.3,25.1,0,11.2,3.5,289.8,18.4,3.8,9.7,331,28.3,75.7,2.2,4.3,36,58.6,22.1,50,4.7,37.7,0,12,0
31.03.1924,0,0,1,8.4,0,11.5,33.8,11.9,13.3,12.6,0,9.2,2.5,11.1,20.8,7.4,15.9,5.7,18.8,3.8,3,3.6,0,2.1,19.3,81.2,24.5,0,5.2,2.4,157.6,3.1,1.5,3.2,228,3.8,31.2,0.8,1.3,24.1,31.7,10.6,24.2,2.9,23,0,6.7,0
30.04.1924,0,0,1.3,4.5,0,8,25.1,45.8,58.3,34.8,0,12.7,5.5,8.8,86.9,26.5,28.6,5.2,59.8,3.7,0.9,6.6,0,3.3,67.2,72.7,65.8,0,8.4,2.7,193.1,2.7,0.7,1.4,208,3,42,0.7,1.5,68.6,76,27.8,43.9,2.3,19,0,6.7,0
31.05.1924,0,0,0.8,9.4,0,4.4,16.5,53.5,128.4,27.5,0,29.7,18.1,8.7,149,36.2,41.8,6,80.1,2,0.1,7,0,1,91,52.2,73.6,0,3,1.9,145.9,1.1,0.3,1.4,182,3,26.2,0.3,0.6,78.9,54.8,17.7,25.8,1.4,12.8,0,4.2,0
30.06.1924,0,0,0.2,0.8,0,4.3,14.9,2.6,14.2,0.1,0,45.8,25.7,7.3,31.1,5.4,14,0,2.2,0.6,0,6.3,0,0.1,12.6,4.9,13.8,0.5,0.3,0.2,124.7,0.1,0.2,0.4,167,1.1,6.5,0.2,0.2,17,8,5.4,10,1.2,11.8,0,3.5,0
31.07.1924,0,0,0.1,0.3,0,4.1,16.9,0.3,9.5,7,0,40.3,16.4,6.8,13,1.6,8.2,0.4,9.9,0.9,0,10.2,0,0,3.8,37.4,3.5,0.1,0,0,90,0,0.1,0,169,0,2.5,0.2,0.2,3.2,3.4,3.3,7.2,1.2,13.1,0,1.7,0
31.08.1924,0,0,0.1,0.9,0,4.6,19.6,0.2,2.2,0,0,23.5,6.6,6.5,6.5,0.9,5.9,0.3,0.4,1.4,0,14.2,0,0,1.8,52.4,1.4,0,0,0,105.5,0,0.1,0,167,0,2.3,0.3,0.2,1.7,2.8,2.4,6.2,1.2,14.4,0,1,0
30.09.1924,0,0,0.1,2.9,0,4.5,18,0.1,0,0,0,13.4,3.1,6.7,4.5,0.8,5.5,0,0.9,1.1,0,10,0,0,1.2,69.8,0.5,0.3,0,0,87,0,0,0,163,0,2,0.3,0.3,1.9,3.6,2.1,6.2,1.1,11.6,0,0.6,0
31.10.1924,0,0,0.5,3.7,0,4.2,17.8,8.9,3.2,2.6,4400,10.9,2.4,7.8,7.7,2.7,7.6,0.6,6,3.5,0,12.8,0,0,4.7,30.8,6.5,0,0.9,0,56.4,3.8,0.4,0.8,202,7.9,15.5,1.5,1.9,12.8,9.9,5.1,19,2,12.5,0.1,1.2,0
30.11.1924,0,0,2.9,12.9,0,8.4,30.2,19.4,16,12.6,0,9.6,2.4,8.5,20.7,10.9,14.2,4.7,20.2,5.6,7.8,10.6,0.8,1.1,21.5,37.3,24,0.3,5.3,2.5,90.1,15.6,1.4,7.5,321,18.1,92.8,2.4,2.4,26.3,30.8,10.1,27.7,3,18.5,0.8,12.5,0
31.12.1924,0,0,2,17.8,0,12,44,18,17.2,16.2,0,9.7,2.6,9.1,28.1,10.3,18.6,5.2,24.5,10.7,24.6,48,1.3,1.1,22.8,38.7,30,12.7,15.1,8,116.7,28.6,3.5,31.7,292,25.5,64.3,5.7,3.7,35.4,46.2,17.9,39.9,4.5,25.8,3,18.1,0
31.01.1925,0,0,2.1,18.6,0,9.6,31.8,11.7,13.4,19.4,0,9.3,2.4,8.6,27.7,11,18,5.9,23.8,12.1,9.8,27.5,1.6,1.4,21.2,40.3,29.7,13,13.9,6,186.5,25.4,2.6,24,310,22.6,68.1,4.2,4.5,36.4,53,19.3,49.5,3.3,18.7,3,19.6,0
28.02.1925,0,0,8.6,16.8,0,56.8,171.8,43.3,39.8,147.4,0,8.6,2.2,8.9,57.5,21,26.3,11.8,113.4,62.5,200.7,307.5,16.3,15,106,91.7,136.8,14.3,135.3,78,640.7,124.5,16.8,169.1,1308,115.4,276.9,22,24.2,272.1,258,98.1,231,19.5,105.4,30.8,218.7,0
31.03.1925,0,0,4.9,16.2,0,20.6,56.6,42.6,45.4,79.3,0,9.8,2.7,8.4,81.5,27.5,31.3,13,84.5,27.4,25.6,47.9,8.4,8.5,77.5,81.3,118.2,15.8,44.5,11.4,327.5,43.7,4,38.8,525,44,157.1,6,9.8,127.7,178,38.3,113.4,7.4,39.3,9.4,50.7,0
30.04.1925,0,0,10.1,4.5,0,33.1,85.6,84.7,106.1,162,0,13.6,5.9,8.2,187.6,55,56.4,20.5,171.9,31.7,28.8,89.6,12.4,15,180,189.4,249.3,14.8,99.6,36.5,445.9,66.1,3.7,62.8,811,61.5,325.9,7.1,8.1,276.7,302.2,82,170.7,12.2,68,16.7,95.1,0
31.05.1925,0,0,8.5,2.7,0,14.5,42.8,142.8,285.6,111,0,31.9,19.5,9.9,395.5,92.8,102,15.8,246.9,14.7,20.6,81.5,5,9.6,261,208.2,337.5,15.5,47.6,5.9,359.3,52.5,0.7,66.8,448,40,273.4,2.5,3.7,304.5,280.7,75.8,151,5.8,36.9,2.9,24.4,0
30.06.1925,0,0,3.6,0.7,0,6.8,26.7,87.3,229.9,35.4,0,49.1,27.6,13.7,292.7,64.3,96.3,8.2,129.4,5.9,5,21.6,1.3,5.6,147,201.4,172.7,15,14.9,1.5,212.6,9.5,0.2,17.7,287,10.7,116.7,1.4,1.1,167.5,117.5,26.1,52.2,3,23,0.9,13.2,0
31.07.1925,0,0,1,0.1,0,4.8,16.7,19.9,78.1,13.9,0,43.2,17.6,15.5,119,20.8,58.5,2.6,19.8,4.3,0.6,22.6,0.1,0.7,48.9,154.8,56.5,15.3,2.5,0.2,114.8,3.4,0.1,5.5,197,5.1,33.3,0.6,0.7,49.7,29.3,7,21.4,2,14.5,0.1,3.7,0
31.08.1925,0,0,0.3,0.2,0,3.9,13.7,6,18.4,0,0,25.2,7.1,10.2,44.3,6,25.9,1.2,2.1,4,0,19.8,0,0.2,15.2,105.5,16.6,11.9,0.6,0,123.7,1.2,0,2.3,178,3.1,11.2,1,0.7,12.4,10.7,3.9,16.3,1.7,11.3,0,1.9,0
30.09.1925,0,0,0.5,1.2,0,4,14.6,1.6,4,0.3,0,14.3,3.3,8.1,12.9,3.3,11.4,0.6,3.2,3.5,0,13.9,0,0.1,4.6,88.9,7.8,2.8,0.6,0,105.4,2.1,0.1,1.3,186,13,16,0.8,0.7,7.9,4.8,4,13.6,1.8,11.2,0,1.1,0
31.10.1925,0,0,0.4,3.7,0,5,18.2,7.2,8.5,0,4400,11.6,2.5,9.5,17.8,5.2,12.9,1.4,4.1,3.6,0,7.3,0.1,0.3,7.9,73.6,7.2,0,1.4,0.1,78.7,2.3,0.4,2.5,222,4.7,13.6,1.1,1.6,11.6,8.2,5.1,17.5,2,12.5,0.1,2,0
30.11.1925,0,0,0.6,12.9,0,7.8,28.1,6.8,7.8,1.7,0,10.2,2.6,9.1,14.2,4.9,12.3,2.2,6.4,4.8,0.1,3.4,0.4,0.5,8.2,54.5,8.8,0.2,2.1,1,85.7,3.5,1.3,4.3,229.7,4.4,18.5,1.4,2,14.4,15.2,6.3,22.8,2.8,17.1,0.3,7.2,0
31.12.1925,0,0,1.3,17.8,0,10.2,35,13,13,6.9,0,10.3,2.8,8.9,17.8,6.3,14.6,3,15,7.2,1,8.7,0.8,0.7,11.8,46.9,13.4,12.6,4,1.9,117,9.2,2.7,7.5,251.5,9.6,41.9,2,3,23.3,30.3,8.9,34.2,3.5,20.5,0.7,6.9,0
31.01.1926,0,0,0.8,18.6,0,13.8,48.3,6.3,5.9,7,0,9.9,2.6,8.5,12,4.8,12.1,2.5,14.8,8.6,34,40.4,1.3,1.4,9.5,41.7,13,12.9,4.2,2.2,198,11.2,4,19.8,241.7,10.5,25.9,3.2,3.4,18.3,32.2,13.6,34.1,4.9,28.3,0.7,13.6,0
28.02.1926,0,0,5,16.8,0,43.9,134.7,15.7,16.5,69.5,0,9.1,2.3,8.7,38.9,12.3,15.7,6.9,41.8,39.4,155.9,204.4,5.5,5.9,62.9,75.3,67.2,14.2,51.7,36.7,514.6,81.2,13,143.8,865.8,80.2,160.5,11.1,12.1,97.4,117.9,51.2,115.4,15,82.3,9.3,96.2,0
31.03.1926,0,0,4.1,16.2,0,17.1,48.7,44,41.3,43,0,10.4,2.8,15.4,65.5,19.2,24.7,7.6,49.5,20.2,13.5,19.4,4,4.6,55,99.4,76.8,15.7,22.5,4.4,339.1,29.8,4,25.4,401.2,31.6,132,4.4,8.7,87.5,127.5,33.4,99.9,6.1,32.9,3.8,18.9,0
30.04.1926,0,0,7.9,4.5,0,47.8,126.1,108.9,168.6,107,0,14.4,6.2,10.8,289,63.7,66,36,137.3,30.3,110.1,129.2,11.1,15.9,217.2,232.9,204.9,14.7,48.4,13.6,722.7,37.9,5.7,79.1,522.5,32.1,255.1,8.4,6.6,216.2,224.2,88.3,162.6,17.3,98.3,5.4,25.3,0
31.05.1926,0,0,2.9,2.7,0,10.7,33.8,75,178.8,50.3,0,33.9,20.7,14.6,375.6,71.3,98.6,4.7,94.6,8.5,6,14,1.6,5.7,173.2,241.9,133.1,15.4,11.6,1.3,267.2,8.3,0.5,12.2,270.8,8.6,92.4,1.6,1.6,121.6,103.9,39,70.9,4.2,29,0.6,11,0
30.06.1926,0,0,0.8,0.7,0,4.1,18.9,15.9,59.5,13.9,0,52.1,29.3,14.9,137,22.9,49.5,1.3,15.9,2.6,1.1,15.2,0.2,1.3,48.1,128.8,38.1,14.8,1.7,0.2,161.2,2,0.1,3,191.9,5.2,26.7,0.6,0.5,42.2,28.3,10.3,23.3,2.1,16.1,0.1,5.8,0
31.07.1926,0,0,0.3,0.1,0,4.2,14.6,2.3,12.5,4.1,0,45.8,18.7,8.8,37,4.8,18.6,0.6,0.9,2.1,0.1,19.5,0,0.2,10.5,58,7.5,15.2,0.2,0,123.2,0.5,0,0.8,177.4,4.3,8.4,0.5,0.4,9.9,7.5,4,12.9,1.7,12.5,0,1.9,0
31.08.1926,0,0,0.1,0.2,0,4.1,13,0.7,4.2,0,0,26.7,7.6,7.5,12.9,2.1,9.5,0.5,0.8,2.2,0,11.1,0,0,3.5,76.7,3.7,11.8,0,0,113.1,0.1,0,0.7,168.2,0.6,4.2,0.7,0.4,2.5,3.5,2.4,10.4,1.6,10.6,0,1,0
30.09.1926,0,0,0.1,1.2,0,4.1,13.4,0.4,1.8,0,0,15.2,3.5,6.9,6.8,1.3,7,0.1,1.2,1.7,0,8,0,0,2,97.5,3.5,2.8,0,0,85.7,0,0.1,0,163.5,0.2,3.8,0.5,0.5,4.2,5.2,2.5,8.9,1.6,10.2,0,0.8,0
31.10.1926,0,0,0.4,8.7,0,4.9,15.8,0.4,2.6,2.5,4400,14.5,3.1,8.1,7.6,1.6,8.4,0.4,2.2,3,0,7.7,0,0,2.1,50.5,4.4,0.3,0.6,0,69.7,0.6,0.4,1.4,195.6,1.4,12.6,1.6,1.6,8.2,5.9,5.2,15.2,2.2,12.1,0.1,1.2,0
30.11.1926,0,0,5.5,18.9,0,31.8,105.6,24.6,17.3,33.6,0,12.7,3.2,9.7,59,23.2,28.5,9.6,32.5,26.7,59,77.8,6.7,5.9,30.8,75,19.7,0.2,14.5,16.6,344.4,28.8,7.1,43,630.8,34.9,175.5,12.2,9.9,68.4,95.8,50,107,12.8,66,2.4,51.5,0
31.12.1926,0,0,6.6,30.5,0,18.8,63.9,17.9,19.3,23.9,0,12.8,3.4,9.5,42.9,12.9,28.1,7,37.4,18.6,35.1,84.2,5.8,4.7,26.9,74.7,58.8,5.2,14.2,4.3,261.1,53.2,6,104.7,671.7,46.9,211,5.7,7.2,59.8,76,22.3,78.9,7.5,37.3,3.1,66.4,0
31.01.1927,0,0,4.3,32.7,0,31.8,99,14.5,15.1,34.6,0,12.3,3.2,9,38.2,12.4,20.5,6.7,42.5,30.1,53.2,162.6,5,4.1,33.1,66.8,48.9,13.3,34.1,12.3,353,43.5,10.8,75.7,693.9,38.7,138.1,9.2,10.4,86.8,121.4,34.4,99.6,12.1,58.2,7.5,95.2,0
28.02.1927,0,0,7.7,23.5,0,85.9,239.3,39.6,38.4,152,0,11.4,2.9,9.2,140.4,58.3,75.3,32.4,110.8,103.1,214.7,377.7,33.5,29.8,136.7,163,148.4,5.5,132.8,76.5,1098.5,130,25.4,284.1,1384.8,121.8,248.9,37.8,33.2,304.7,344.4,163,310.4,32.5,153.3,31.1,210.8,0
31.03.1927,0,0,6.2,27.5,0,39.6,100.5,37.7,39,85.8,0,13,3.5,14.6,120,50.2,73.1,29.4,83.4,46.6,35,141.1,13.8,14.3,87.3,143.1,130.9,0,71.6,15.9,631,80.1,6.9,63.2,854.6,78.9,199.1,15.3,17.8,199.1,209.2,73.9,203.6,15.5,73.3,15.5,70.5,0
30.04.1927,0,0,7.9,16.8,0,45,105.7,76.4,85.2,192.8,0,18.1,7.8,10.2,233.5,79.1,100,27.5,162.1,53.1,88.1,124.3,13.9,19,179.1,232.5,256.4,2.4,122,38.7,781.7,62.6,4.6,60.4,1029.6,51.7,252.8,12,12.1,290.7,350.4,111.5,233.9,18,90.7,18.7,89.5,0
31.05.1927,0,0,8.7,2,0,25.8,72.4,119.7,234.3,100.8,0,42.4,25.8,14.3,529.4,121,185,22.8,211.1,25.3,7.1,15.9,3.8,9.4,295.7,296.8,316.1,10,42.3,4.6,540.1,35.4,1.2,24.6,551.8,26.8,279.5,5.2,6.7,294.8,295.1,108.1,243,11.2,65.7,2.7,40.8,0
30.06.1927,0,0,5.6,0.6,0,9.8,32,131.3,318.7,26.4,0,65,36.6,27.2,510.1,88.1,161,8.3,189.2,15.5,2.1,9.9,1.2,5.7,225.6,377.1,226.4,8,16.6,1.5,308.9,11.3,0.2,11.4,346.3,14.6,180.6,2.1,3.6,239.9,189,65.2,164.4,4.7,30.1,0.9,16.3,0
31.07.1927,0,0,1.5,0.2,0,5.6,18.5,31.2,96.7,18.5,0,56.9,23.4,20.3,194.9,27.3,75.5,2.2,31.9,7.2,0.6,19.9,0.2,1.5,53.6,207.3,56.3,8.7,2.8,0.2,218.2,2.5,0,3.4,243.8,10.1,46.9,1.9,1.4,59.5,39.8,12.8,44.3,3,17.4,0.1,2.3,0
31.08.1927,0,0,0.4,0.5,0,5,15.1,3.3,13.9,7.4,0,33.2,9.4,11,46.5,5.9,26.8,1.2,3.1,4.7,0.1,13.2,0,0.3,10.3,112.4,16.3,8.2,0.6,0,187.3,0.7,0,1.6,206.8,5.6,14.3,0.9,1,11.9,12.5,4.2,22.6,2.5,13.6,0,0.8,0
30.09.1927,0,0,0.3,1.8,0,4.8,14.2,1.5,4.3,7.3,0,18.9,4.3,9.1,18.8,3.2,14.8,0.8,1.8,3.3,0,7.3,0,0.1,2.6,97.9,8.3,7.6,0.4,0,135.4,0.5,0.1,0.9,199.9,2.7,8.1,0.7,0.9,7.5,6.2,3.8,16.1,2.2,12.2,0,0.8,0
31.10.1927,0,0,0.4,9.6,0,5.5,18.9,8.9,5.1,1.5,4400,10.6,2.3,10.8,16.5,3.3,14,1.1,8,4.3,0,7,0.6,0.8,9.3,79.8,8.1,12.9,1.3,0.3,91.9,0.6,0.5,1.5,207.4,1.3,11.3,1.4,2,11.7,8.2,5.3,19.8,2.5,13.9,0.2,1.2,0
30.11.1927,0,0,2.3,16.4,0,20.7,72.3,34.8,29.5,23.8,0,9.3,2.4,11.8,63.7,19.4,27.2,7.6,31.2,14.8,24.5,24.9,5.2,4.7,43.4,114.5,38.3,11.7,8.4,2.9,255.6,33.7,4.6,11,450.1,37.3,74.9,5.4,5.8,53.2,67.5,25.9,63.8,8.1,44.4,1.4,37.1,0
31.12.1927,0,0,1.3,15.2,0,14.6,49.1,9.2,13.3,22.4,0,9.3,2.5,8.8,29.3,8.9,19.1,4.4,18.5,13,23.4,34.9,3.9,3.6,22.2,66.9,24.4,6.6,13.3,7.5,159.3,18.1,4.4,25.9,341.8,16.2,42.2,4.4,4.1,44.8,41.6,19.8,45.5,5.4,28.5,2.8,25.3,0
31.01.1928,0,0,2.5,35.2,0,16.3,51.2,13.8,14.7,23.9,0,9,2.3,9,29.1,8.7,18.4,4.7,23,14.6,27.2,51.6,5.8,5.3,21.4,59.4,29.7,10.2,12.2,4.8,270.9,40.1,5,51.8,465.9,36.2,79,5.5,6,41.6,54.7,22.7,61.9,5.9,30.2,2.5,40.8,0
29.02.1928,0,0,3.9,35.6,0,30.4,93.5,15.3,15,53.8,0,8.3,2.1,9,32.3,10.9,17.8,6.9,33.1,26.3,63.2,102.1,8.9,8.8,48.2,72.5,45.1,14.9,25.4,19.3,326.6,67,10,95.7,639.5,62.8,124,5.9,7.6,57.4,61.3,30.3,72.7,11.1,55.6,5.6,68.1,0
31.03.1928,0,0,6.9,22,0,86.2,230.6,87.8,70.5,187.7,0,9.5,2.6,9.8,94.9,33,32.6,15.9,192,105.2,92.3,198,12.5,14.8,159.1,155.9,239.8,15.9,146.1,63.6,1179.9,103,19.6,126.6,978.6,101.1,221.8,33.3,40.2,406.4,458.3,192.7,462.4,32,158.2,31,42.3,0
