date,c148,c146,d94,sr_scagg,d77,d43a,d74,sr_ll_enr,sr_hth,sr_dnp,sr_cr3,c116,sr_gnt,sr_crw,sr_pnf,sr_trm,sr_isb,sr_scc,sr_par,sr_rll_cmb,sr_ber,sr_clk_inv,sr_buc,sr_hid,sr_mcr,sr_mil,sr_nml,c23,c37,sr_nhg,c77,c86,c87,sr_blb,sr_sha,sr_whi,sr_cle,c29,c28,sr_fol,d17,c27,sr_bul,d76b,d75,c38,c2,sr_lvq
30.04.1992,0,0,8.4,3.8,0,17.7,37.4,75.8,101.1,55.4,0,16.6,10.9,4.6,190.4,42.3,54.2,6.5,105.8,8.7,7.6,17.8,1.7,4.4,128.9,155.9,132.7,14.9,20,2.8,292.3,36.6,1.3,27.4,454.8,30.1,271.5,1.9,3.5,114.7,117.7,56.5,92.5,4.9,37.8,1.3,37.4,0
31.05.1992,0,0,5.7,0,0,8.8,19.6,43.9,118.2,25.8,0,40.4,24.2,6.2,223.1,40.4,74.7,2.7,53.8,4.3,1.7,10.3,0.4,1.7,106.8,119.9,89,15.5,5.5,0.9,132.3,9.7,0.3,9.4,277.1,13.2,182.5,0.5,2.4,60.2,38,18.1,33.8,1.5,22.6,0.3,16.5,0
30.06.1992,0,0,1.3,2.3,0,5.4,13,7,30.6,9,0,33.8,11.4,4.3,62,8.8,34.4,0.3,8.4,3.4,0,0.3,0.3,0.2,28.7,32.4,20.1,14.9,1.1,0.3,83.9,3.2,0.1,3.6,203.9,10.3,41.2,0.2,1.8,22.5,12,3.6,12.7,1.1,13.4,0,6,0
31.07.1992,0,0,0.5,0,0,4.1,10.9,16.8,24.8,14.8,0,21.5,7.1,4.7,24.3,5.1,15.6,0.8,9,3.6,0,14.8,1.7,0,27.6,73.3,22.2,15.5,0.8,0.5,94.4,2.2,0,1.8,194.5,5.2,15.5,0.2,1.8,17.6,7.9,2.7,9.8,1,11.2,0,4,0
31.08.1992,0,0,0.2,0.9,0,3.3,10,1.9,3.8,7.4,0,15.7,3.8,4.4,10.2,1.7,11.7,0.7,1,2.1,0,10.4,0.1,0.3,4.5,75.8,8.5,10.4,0,0.8,97.5,0.2,0,1.8,160.3,2.5,5,0.2,1.7,11.5,3.2,1.8,6.9,0.9,9.1,0,1.3,0
30.09.1992,0,0,0.1,0,0,3,9.3,0.1,1.2,2.9,0,10.2,1.3,4.6,7.5,0.7,7.5,0.3,1.2,2,0,4.5,0.1,0.2,1.5,78.1,5.7,0.5,0,0.1,116.7,0.1,0,1,177.5,2.8,2.8,0.3,0.9,2.5,3.4,1.6,5.9,0.8,8.8,0,0.8,0
31.10.1992,0,0,0.2,6,0,4.6,13.7,4.3,2.7,4.2,4400,9.3,1.6,5.7,14.5,5.4,9.6,0.9,2.9,1.3,3.4,7.5,0.1,0.2,1.4,35,5.5,0.5,0.3,0,117.3,1,0.4,2.4,202.3,8.5,5.9,2,3.2,8.1,8.2,3.4,12.2,1.4,11.4,0,2.2,0
30.11.1992,0,0,0.5,0.5,0,4.2,18.1,6.7,4.8,1.5,0,9,1.5,5.9,20.3,5.6,11.4,2.1,3.8,2.2,1.2,0.1,0.1,0.4,5.9,33,7.1,8.6,1.3,0,79.5,3.3,0.5,2.6,190.2,8.1,14.8,1.9,1.6,10.2,8.4,3.2,13.7,1.6,13,0.2,2.5,0
31.12.1992,0,0,1.3,40.8,0,14,87.5,12,9.5,24.4,0,8.9,2.5,7.1,32.9,7,13.4,3.3,16.1,17.4,52.8,93,1.8,1.8,21.8,47.1,24.9,10.4,13.9,7.9,224.4,21.4,2.7,44.4,409.7,26.7,41.8,4.1,7.6,48.9,44.9,14.4,37.9,5.3,30.6,2.3,33.6,0
31.01.1993,0,0,2.5,63.1,0,68,233.6,45.6,37.3,205.8,0,10.2,3.2,9.4,159.8,40.8,36.1,24.3,95.3,70.5,278.7,367.7,47.6,42.6,185.8,203.5,163.8,15.1,127,90.5,637.1,75.6,20.4,246.2,795.4,61.7,80.3,17.6,31.7,228.7,208.5,64.9,149.2,30.5,126.6,29.3,165,1
28.02.1993,0,0,4.9,42.6,0,62.6,155.8,22.8,26.1,121.2,0,8.9,2.2,8,102.8,32.9,35.8,16.7,65.9,44.7,157.6,243.8,20.4,26.6,99.7,136.3,101.2,14.2,95.6,44.5,538.6,75.7,18.4,208.4,844.2,68.8,158.1,28.6,20.7,169.2,140.9,37.7,116.1,23.9,95.9,22.6,150.2,2
31.03.1993,0,0,12.3,25.4,0,60.4,167.4,73.9,71.5,178.2,0,12.7,3.5,13.5,193.9,66.9,90.1,30.1,156.9,49.6,47.4,77.4,19.8,24.9,156.4,189.3,225.4,15.7,123.3,39.4,1204.4,115.9,18.9,110.4,1605.9,77.9,395.9,19.7,17.2,258.6,355,97.2,304,31,123,24.5,142.8,1
30.04.1993,0,0,7.1,4.9,0,44.1,132.9,93.5,95.1,134.8,0,18.8,7,13.4,278.5,82.2,131.9,23.8,153.2,33.6,18.8,38.7,9.6,14.8,183.2,248.5,241.5,15.2,74.3,19.1,772.7,49.5,7.5,50.8,901.2,39,227.4,5.7,7.3,213.3,283.7,83,228.4,17.7,90.5,9.9,55.6,0
31.05.1993,0,0,14.8,4.3,0,32.7,104.6,183.1,299.6,146.3,0,53.2,30.7,13,709.7,149.1,202.8,21.8,276,16.9,9,23,3.1,9.9,384.1,472.2,387.5,15.3,42.4,5.1,681.3,42.8,4,30.5,648.2,35.4,476.1,1.5,8.8,326.4,345.7,122.2,287,7,80.5,2.7,45.9,0
30.06.1993,0,0,7.9,4.9,0,22.1,98,132.6,284.2,89.1,0,67.8,41.5,19.9,602.4,109.4,169.5,13.2,191,14.2,6.5,14.8,1.9,7.6,281.5,517.7,233.1,15.1,23.1,3.7,446.7,28.6,1.1,23,539,39.7,254,0.9,6.1,196.6,181,65.6,154.2,4.4,61.2,1.4,48.3,0
31.07.1993,0,0,1.8,0,0,7.8,32.3,49.4,127.2,35.2,0,70.9,32.9,18.7,285.1,38.4,85.3,2.6,46,5.7,0,15.2,0.1,4.1,97.7,322.7,73.9,15,4.5,0.4,246.6,4.6,0.2,4.1,255.6,10.7,59,0.7,5.1,63.6,38.4,11.5,43.7,2,28.9,0.2,7.3,0
31.08.1993,0,0,0.6,0,0,5.5,22.7,5.3,19.9,16.4,0,35.4,11.4,11.5,56.7,7.5,34.4,1,6.6,4.7,0,18,0.3,1.4,22.7,153.3,16.4,15.6,1.5,0.3,193.2,1.5,0.1,2,222,11.2,19.2,0.6,4.9,15.5,11.6,3.3,22.6,1.6,19,0.1,1.7,0
30.09.1993,0,0,0.2,0,0,4.5,16.9,1,3.1,9,0,18,3.9,10.3,22.6,3.9,16.1,0.6,2.7,1.4,0,4.3,0.5,0.3,9,104,9.4,3.6,0.8,0.7,154.3,0.7,0.1,1.7,210.9,5.4,7.7,0.9,5.1,7.9,6.3,3,15.2,1.5,14.9,0,1,0
31.10.1993,0,0,0.3,0,0,5.3,29.6,3.4,3.5,6.3,4400,16.3,3.3,9.1,16.4,3.4,13.4,0.3,4.6,0.7,0.4,0,0.2,1.9,8,81.9,8.7,13.5,1.4,1.3,172.7,1.1,0.6,1.1,222.7,7.8,9.8,0.1,7.1,12.7,7.7,4,18.9,1.7,16.4,0.1,3.9,0
30.11.1993,0,0,0.2,13.5,0,5.6,23.7,1.4,1.8,3.8,0,14.9,3,7.3,15.6,4.2,14.1,1.4,4.1,3.8,4.7,2,0.2,1.3,4,56,8.6,13.9,1.8,1,163.2,1.1,1.4,1.6,206.8,6.6,5.9,0.2,2.3,9.9,6.7,3.6,19.2,2.3,16.1,0.2,3.1,0
31.12.1993,0,0,1.2,3.8,0,12.7,53.3,6.8,4.9,6.2,0,15.9,2.9,8.7,22.7,6,16.9,3,6.4,9.8,22,23.5,0.6,1.5,7.9,48.1,12.1,14.3,5.5,2.4,210,5.2,3.9,7.5,320.4,15.1,39.9,1.3,4.4,26.7,17.4,7.2,32.3,4.6,31.5,0.5,6.8,0
31.01.1994,0,0,1.9,16,0,10.1,37.9,6.3,0,14.1,0,14.8,2.8,7,20.1,6,18,3.2,8.6,5.3,13.4,30.7,0.7,1.2,8.9,57.1,15.2,8.4,5.1,3,110.3,8.9,3.5,9.8,324.2,18.2,61.2,0.8,2.9,21,17.6,6.1,29.1,4,25.2,0.5,12.1,0
28.02.1994,0,0,1.7,11.2,0,21.3,95,12.7,8.7,29.7,0,15.2,2.6,7.8,40,12.8,22.6,7.4,15.3,16.2,41.5,77.8,2.5,3.3,26.3,72.1,25.9,12.5,16.2,13,171.8,13,5,32.5,390.5,24.6,53.7,3.5,7.6,51.3,36.3,12.6,39.3,6.6,39.5,1.6,28.8,0
31.03.1994,0,0,2.9,8.4,0,15.6,52.2,37.5,34.2,31.8,0,14.9,3.8,7.1,76.9,24,38.3,9.1,42.8,15.3,10.7,18.1,1.1,2.6,37.5,128.7,60.2,15,16.8,4.3,260,22.3,2.9,20.9,380.3,16.4,93.7,0.9,5.3,68.4,96.5,33.9,83.6,5.7,36.8,1.6,21.6,0
30.04.1994,0,0,3.5,4.5,0,11.8,35,64.8,81.7,39.6,0,14.9,9.6,5,168,37.2,46.2,7.7,75,6.4,4.5,14.3,0.9,3.1,80.3,117.8,102.2,4.9,11.3,3.3,201.5,10,1.4,7,271.8,10.7,111.3,0.4,3.7,88.1,97.5,38.1,79.1,2.7,26.9,0.8,9.5,0
31.05.1994,0,0,3.6,9.4,0,11.5,38,77.5,152.9,44.4,0,14.7,20.3,6.6,273.5,61,68.4,10.3,91.9,5.8,4.5,10.8,2.1,3.3,116.1,129.8,151.7,2.7,11.2,2.1,185,9.1,0.5,6.7,283.6,6.1,116.1,0.4,2.5,96.3,82.8,36.7,67.4,1.9,28.2,0.4,13.2,0
30.06.1994,0,0,0.8,0.8,0,5.6,19.7,20.6,76.2,18.6,0,14.8,13.8,5.4,177.3,30.2,56.6,2.1,26.3,3.4,0.9,1.6,1.5,1.3,51.6,106.4,40.1,12.5,1.8,1.3,90.1,1.9,0.1,0.7,190.2,7,26.5,0.1,2.1,32.4,17.3,6,19.1,0.9,15.4,0.1,4.2,0
31.07.1994,0,0,0.1,0.3,0,3.9,13.1,1.5,5.3,17,0,16.7,4.4,2.9,33.2,4,20.8,0.4,2.5,3,1.2,13.2,1.5,0.6,3.8,67.3,9.5,11.7,0.5,1.4,101.6,0.2,0,1.7,168.4,7.5,4.5,0,2.1,12.2,6,2.1,10.4,0.7,10.7,0,1.4,0
31.08.1994,0,0,0,0.9,0,3.3,11,0,0,14.1,0,16.6,2.7,3.1,4.4,1.2,11.1,0.4,1.4,1.7,2.6,10,0.3,0.9,0.5,87.2,4.5,11.2,0.3,0.4,88.8,0,0,2.1,169.4,6.7,0,0,1.4,4.8,2.2,1.6,7.9,0.7,9.4,0,1.2,0
30.09.1994,0,0,0,2.9,0,3,11.6,0,0,7.3,0,14.9,2.2,5.1,19.2,1.7,9.1,0.4,0.4,0,0,5.5,0.1,0.2,1.3,97.6,5.8,6.6,0.1,1.2,110.9,0,0,2.4,166.4,3.1,0,0,2.2,4.4,2.6,1.6,7.3,0.7,9.5,0,0.9,0
31.10.1994,0,0,0,3.7,0,3.4,13.9,4.4,7.1,0,4400,14.7,3.3,6.6,46,6,14.7,0.5,1.5,1.8,0.5,0.1,0.2,0.2,9.6,67.2,6.8,12.9,0.5,0.1,122,0.1,0.5,1.6,177.2,6,0,3.8,3.1,7,3.5,2.1,12.7,1.4,11.2,0.1,1.3,0
30.11.1994,0,0,0.4,12.9,0,5.2,23.1,27.4,24.6,10.5,0,14.7,3.8,6.2,35.6,5.6,12.2,1.7,13.7,8.8,7.2,14.3,0.2,0.7,21.8,59.8,23.2,9.2,4.6,0.3,109.4,1.9,0.6,3,208.2,4,13.2,1.7,2.7,26.9,24.1,7.2,16.6,1.8,14.1,0.6,1.7,0
31.12.1994,0,0,0.6,17.8,0,13.5,66.6,14.1,20.7,25,0,15,3.8,7.5,39.4,7.7,14,3,17.9,26.4,18.6,29.1,0.6,1.3,25.3,65.2,23.6,13.8,16.2,4.1,212.7,5.3,3.3,11.6,246.6,7.5,20.1,5.3,10.4,68.8,57.3,19.5,38.9,4.7,35.4,2.7,6.6,0
31.01.1995,0,0,7.8,40.3,0,155.6,360.1,56.4,55.3,240.7,0,17.7,4.1,10.2,158.7,43.3,42,23.7,138.9,116.7,462.9,689.7,34.8,36.8,199.4,223.5,207.5,15.4,197.8,107,1343,207.1,39.9,558.9,2132.1,225.5,251.4,56.1,44.9,380.2,419.8,121.6,308.6,71.1,254.4,47,480.9,3
28.02.1995,0,0,8.5,15.3,0,38.3,120.8,33.8,41.4,73.7,0,15.4,4.4,8.1,100.1,31.6,45.9,17,75.9,26.6,51.3,66,8,15.6,70,134.3,96.3,14,58.4,13.4,545.7,88.4,15.8,108.7,851.2,61.2,274.2,7.5,8.2,115,171.8,34.8,161.9,23.6,82.6,14.4,163.7,0
31.03.1995,0,0,14.1,27.5,0,172.2,355.3,91.4,89.7,414.8,0,36.2,9.5,17.6,370.5,119.9,146.2,62,255.3,132.2,375.6,510.4,77.6,80.3,359.7,339.7,391.5,14.8,276.1,143,1989.6,182.7,35.8,368,2383.8,170.9,452.4,50.1,44.2,537.1,609.8,156.9,484.1,76.7,249.9,64.7,370.4,0
30.04.1995,0,0,8.2,17.2,0,88.5,157.5,95.6,98,219.3,0,27.7,11.4,14.8,261.1,84.3,137.3,34.3,201.2,59.8,50.5,76.9,17.2,20.5,210,331.9,267.4,15,121.7,27.7,1248.5,70.9,8.4,87.8,1230.1,60.5,263.6,20.2,16,290.3,349.4,88.8,293.2,29.4,125.5,21.9,133.6,0
31.05.1995,0,0,11.4,0,0,78.2,161.7,156.6,217.7,287,0,23.7,30.1,13.3,539.1,161.5,244.9,51.9,332.5,46.3,37.9,79.7,14.8,19.8,388.4,465,466.9,15.4,146.2,42.5,1530.1,59.3,4.6,76.1,1096.6,37.7,366.7,15.8,15.2,428.1,477.2,157.7,413.6,21.5,144.7,15.1,77.5,0
30.06.1995,0,0,8.4,1.4,0,30.1,81.2,201.8,414.5,176.6,0,74.8,61.5,27.4,877.3,209.8,282,37,313.7,18.2,6.4,18.3,4.4,6.3,475.1,762.1,433.8,15,51.4,11.4,798.8,20.5,1.2,23.6,506.6,24.2,269.2,5.8,4.9,385.2,349.9,115.4,297.6,7,74.7,3.2,25.2,0
31.07.1995,0,0,2.9,0,0,9.6,43.8,162,377.2,101.3,0,125.8,63.5,40.7,698,146.5,227.5,13.7,193.4,11.4,0,24.8,0.6,2.1,320.1,751.7,241.4,15.3,15.9,3.7,359.2,4.8,0.3,7.1,327.8,14.5,94.8,3.9,3.2,217.5,129.5,40.7,119.7,3.9,46.8,0.9,7,0
31.08.1995,0,0,0.5,0.1,0,4.7,30.3,32.2,95,22.8,0,56.1,22.1,22.9,186,37,78.3,4.4,29.1,6.6,0,13.9,0.2,0.9,67.4,306,53.5,15.4,4.2,0.3,231,1.5,0.1,1.9,250.6,16.5,15.4,2.3,1.7,49.6,25.5,4.6,34.8,2.7,26.1,0.1,1.8,0
30.09.1995,0,0,0,9.4,0,5.2,23.4,2.1,17.7,7.3,0,29,7.9,15.3,59.1,12.8,36.7,3,4.5,3.7,0,5.7,1.3,0.9,21.3,157.4,17.3,7.5,1.9,2.4,186.4,0.7,0.1,0.2,227.6,18.2,0,0.3,2.4,15.1,10.2,4.6,20.3,2.1,18.7,0.1,1.3,0
31.10.1995,0,0,0.1,13.5,0,5.1,23.3,1.9,2.7,0,4400,21.6,4.4,12.3,23.8,5.6,24,2.5,3.5,5.3,0,0.5,0.2,0.8,7.6,77.9,10.3,13.5,1.8,2,164.6,0.7,0.6,1,251.5,9.1,2.3,0.5,3.4,11.3,7.4,4.2,19.7,2.3,17.7,0.2,2,0
30.11.1995,0,0,0.2,31.9,0,4.9,23.6,1.1,1.9,0.3,0,21.8,3.5,12.4,17.7,4.5,20.8,2.8,4,8.1,0,0.4,0.3,0.5,4.3,44,8.6,14.5,2.2,3.3,164.2,0.9,1.3,1.2,221.9,7.3,6.2,1.4,1.3,10.2,9,3,19.2,2.7,17.7,0.3,1.7,0
31.12.1995,0,0,3.9,18,0,20.2,83.9,31.6,17.8,21.5,0,26,4.3,14.2,39.6,11.1,25.7,4.4,29.1,18.5,65.2,89.9,2.1,2.8,26.2,73,41.3,11.7,11,6.9,325.4,35.8,7.4,43.7,501,31.9,126.8,4.9,4.5,74.2,102.2,33.1,92.2,10,53.4,2,42.5,0
31.01.1996,0,0,4.2,8.2,0,25.1,147.2,25.7,24.1,75.9,0,22.3,4,12.7,57.6,19.7,36.6,11.1,53.6,44.5,107,199.1,7.7,6,63.6,108.6,78.2,15.3,53.3,41.1,403.3,61.8,12.4,124.6,555,35.9,133.8,25.6,17.4,150.8,153,52.5,138.6,17,72.8,11.8,141.5,1
29.02.1996,0,0,11.1,4.9,0,85.1,194.9,85.1,74.2,196.3,0,30.8,6.8,15.9,180.5,72,87.8,38.2,169.4,83.5,194.8,316.7,26.8,27.1,187.4,241.4,257.7,14.7,125.4,78.1,1166.6,117.5,26.4,210.9,1634,83.9,356.7,12.8,30.8,297.2,463.3,130.1,401.1,42,153.6,29.5,197.7,2
31.03.1996,0,0,6.6,14.1,0,55.2,114.3,57.2,61.8,179.2,0,28.7,7.6,15.2,177,65,99.7,44.6,136.2,57.5,94.3,169.2,21.3,23.5,153.7,261.3,206.8,15.7,111,39.7,784.9,85.4,9.5,149.1,1048.2,58,213.7,33.4,16,254.5,265.1,68.4,216.1,23.9,87.4,23.5,136.9,1
30.04.1996,0,0,6.9,11.2,0,39.8,105,92.7,120.3,122.6,0,22.6,16.1,12.8,314.2,93.6,143.7,28.4,161.2,43.7,35.5,64.4,10.2,14,193.3,282.9,243.9,15,66.7,18.6,825.4,43.5,5.6,48.4,686.6,24.6,221.3,15,14,254.6,265.7,94.2,239.2,16.1,80.8,11.1,49.7,0
31.05.1996,0,0,7.7,0.7,0,43.7,114.7,174.3,275.7,128.5,0,40.7,41.4,18.9,611.6,141.3,218.4,22.6,275.2,40.8,24.6,48.1,3.7,8.1,315.3,401.9,358.4,15.2,63.2,10.1,898.2,45.6,2,42.4,807.2,24.1,247.5,11.4,13,351.9,421.2,152.3,347.3,11.3,90.5,4.6,39.2,0
30.06.1996,0,0,2.9,0,0,15.1,45,87.7,249.2,49.5,0,68.3,43.5,25.9,420.9,79.7,150.7,8.1,123.8,17,4.8,12.7,0.8,3.7,155.1,357.6,162.9,14.9,17.6,4.8,359.7,11.1,0.4,14.4,382.7,11.4,94.2,4.9,4.5,155.3,96.3,30.9,97.4,3.5,39.8,1,15.5,0
31.07.1996,0,0,0.8,0,0,8.3,26.6,22.6,88.6,16.3,0,40.7,21.2,18.9,153.2,22.7,67.9,3,23.4,9.2,0.6,22.3,2.8,1.6,48.8,183.6,46.1,15.5,6.8,3,233.5,2.4,0.1,3.8,265.6,6.1,26.8,3.4,3.2,50.2,25.4,8.1,35.7,2.4,23.2,0.4,4.3,0
31.08.1996,0,0,0,0.1,0,5.6,19.6,3.7,13.4,8.3,0,22.6,6.9,12.8,43.7,8.4,29.9,1.8,5.6,5.7,0,12.4,1.6,1.3,13.1,123.5,15.7,15.5,3.1,2.2,185.7,0.5,0,0.8,258.3,4.4,0,2.2,1.6,13.1,9.9,6.6,22.2,1.9,17.7,0.1,1.4,0
30.09.1996,0,0,0,1.1,0,5.4,19.4,1.7,3.3,8.6,0,19.7,3.9,11.4,22,4.3,16.1,1.1,1.7,2.2,0,7,0.2,1.3,4.8,103.8,8.5,9.7,2.4,1.2,161.2,0.4,0.1,1,234.1,5.3,0,0.3,1.9,10.8,8.2,3,17.4,1.8,15.7,0.1,1.1,0
31.10.1996,0,0,0.1,0,0,5.7,22.8,2.8,3.2,4.7,4400,20.1,3.2,11.6,16.9,3.6,15,1.5,3.4,3.2,0,0,0.3,1.1,1.9,74.2,11.4,2.8,2.1,0.7,167.2,1.7,0.6,1.9,253.9,4.1,2.4,1.2,3.2,14.1,8.4,2.9,18.9,2.4,16.5,0.3,2.4,0
30.11.1996,0,0,2.4,6.3,0,10.3,30.7,41.2,37.1,34.4,0,24.8,4.3,13.7,80,29.5,39.5,20.2,40.9,13.9,7.8,12.3,7.2,9.1,56.1,137.6,47.8,4.6,16,7.1,259.2,6.7,1.6,8.8,400.3,11.5,76.9,3.8,2.4,71.2,73.3,15.1,47.2,4,25.6,2.5,10.2,0
31.12.1996,0,0,13.2,29.7,0,119.6,142.9,86,57.2,265.4,0,23.7,5.1,13.3,166.7,66.4,80.8,54.9,169.4,117.3,172.7,231.6,61.7,48,227.3,235.1,248,14.2,170.8,106.9,1383.4,71.5,31.3,137.1,1701.4,114.1,425.5,37.9,35.2,324.7,574,150.8,441.3,48.8,196.4,40.2,113.3,1
31.01.1997,0,0,13.4,36.3,0,195.7,326.3,206.6,221.4,590.8,0,54.8,31.8,22.6,549.8,235.3,231.8,149.2,453.9,200.5,364.8,519.9,125.6,115.8,629.9,629.5,616.1,14.5,439.7,190.9,2383.4,140,42.1,290.5,2040.4,117.4,430.7,65.5,60.7,819.6,880.2,242,657.2,81,302.8,95.8,265.3,0
28.02.1997,0,0,3.3,13.1,0,36.9,91.9,27.4,33.6,107.8,0,21.1,5.5,12.1,144.3,69.9,94.8,46.2,92.9,25.8,42.1,78.3,23.1,23.6,111.1,245.3,92,14.1,72.8,24,653.9,45,4,57,711.8,31.8,107.6,11.1,8.7,156.7,125.1,45.2,108.5,12.4,60.1,7,73.9,0
31.03.1997,0,0,3.6,20.4,0,19.9,60.2,66.1,69.4,95.5,0,24,11.3,13.4,190.5,64.7,113,30.6,87.3,9.9,20.1,40.7,9.6,12.5,107.3,260.4,130.6,15.6,37,10.1,481,23.5,1.1,31.6,502.2,18.7,116.1,6.5,4.6,142.4,131.2,45.2,104.9,5.9,48.5,2.5,32.8,0
30.04.1997,0,0,4.7,1.9,0,17.3,52,95.9,121.9,69.9,0,19,22.9,11,308.3,74.1,141.9,21.1,128.4,6.8,8.1,20.9,4.4,8.3,170.9,276.7,181.5,13,27.3,6.2,404.2,17.6,1.1,16.9,457,14.9,152.4,5.3,3,182.2,172,55.7,139,4.8,46.6,1.7,21.6,0
31.05.1997,0,0,3.4,0.2,0,13,38.7,142.1,314,71.5,0,45.8,53.9,20.3,595.3,123.8,210.6,17.7,177.6,10.8,5.2,18.2,1.6,5.3,272,403.8,232.7,10.7,17.4,3.6,261.5,10.7,0.5,8.9,350.4,12,110.7,3.4,3.1,201.4,145.6,47.9,115.4,3.3,39.2,1.1,15.8,0
30.06.1997,0,0,1.1,0.9,0,8.1,29.5,78.2,227,14.1,0,61.2,38.5,24.2,322,63.2,137.7,7.8,73.6,7.3,0,3.5,0.5,3.3,120.7,258,109.1,14.3,8.5,1.9,185.9,4.6,0.2,3.2,276.4,3.8,34.9,1.2,2.4,107.2,56.7,15.2,46.5,2.5,27.2,0.5,8.2,0
31.07.1997,0,0,0.4,0,0,6.1,20.2,13.1,60.1,16.2,0,33.3,10.7,16.7,115.9,21.5,71.1,4.4,11.7,3.1,0,20.2,0.3,2,35.4,136.9,29.3,15.3,4.6,1,139.3,1.2,0.1,2.6,242,0,13.1,1.7,1.9,29.3,15.8,4.8,23.5,1.9,19.1,0.2,2.7,0
31.08.1997,0,0,0.2,0,0,4.9,17.4,1.9,14.7,14.4,0,20.9,6.9,12,44.4,8,39.6,2.3,3.7,2.6,0,18.5,0.2,1.4,12.2,104.2,13,13.3,2.8,0.5,153,0.4,0.1,3.4,242.5,2.8,5.2,1.7,2.1,14.4,8.7,2.6,17.3,1.7,16.5,0.1,1.1,0
30.09.1997,0,0,0.1,0,0,5.3,18.4,3.3,3.8,5.8,0,19.4,3.6,11.2,29.3,3.7,23.5,1.6,2.8,2.7,0,9,0.1,0.9,5.2,106.6,10.6,5.8,2,0.3,119.7,0.4,0.1,2.2,245.5,6.9,2.8,1,1.9,12.5,6.2,2,14.4,1.7,15.9,0.1,1.2,0
31.10.1997,0,0,0.2,3.2,0,7,24.3,2.9,2,3.3,4400,21,3.4,12,20.2,6.9,43.5,4.3,4.8,1.5,0,0.7,1,0.7,2.8,73.3,10.9,1.5,3.3,0.8,159.9,1.3,0.7,2.1,267,6.1,7.6,1.7,2.9,13.5,8.2,5.3,18.2,2.3,17.8,0.4,2,0
30.11.1997,0,0,1.6,55.8,0,13.3,52.9,5.8,2.9,8.7,0,19.9,3.3,11.5,24.5,7.9,25.1,5.4,9.7,6.8,28,47.2,0.6,1.1,6.4,71.2,16.3,2.7,6.3,2.7,225.9,10,1.7,16.6,435.4,23.3,53,3.7,2,28,18,9,28.6,4.5,28.9,0.9,16.7,0
31.12.1997,0,0,1.9,35.5,0,17.4,71.2,12.4,9.3,14.9,0,19.4,4,11.2,39.4,13.5,26.1,7.8,12.8,16.8,44.1,63.4,1.2,1.8,15.5,62.2,19.7,12.1,10.9,4.3,316.7,24.3,4.1,45.8,430.9,20.5,61.1,3.8,4.6,39.4,28.8,12.8,37.7,6.9,39.2,1.8,42.2,0
31.01.1998,0,0,10,40.3,0,92,349.1,36.2,32.9,151.1,0,21.9,3.4,12.5,81.4,28.8,40.4,23.8,78.4,77,158.5,325.9,21.3,16.1,98.9,124.4,133.6,15.7,103.3,73.6,834.5,113.4,29,217.6,1578.2,101.3,320.1,29.5,26.3,248.5,211.5,82,207.5,38.7,160.6,23.8,232.4,3
28.02.1998,0,0,10.5,15.3,0,139.9,386,35.6,38,308.6,0,23.2,3.7,13.1,174.3,78.3,101.4,77.9,137.8,105.6,437.1,705.3,70.2,56.3,251.8,239.8,220.2,14.1,209.3,174.6,977.9,265.2,35,551.7,2138.2,272.4,339,27.7,39.9,339.8,247.7,72.5,204.6,63.9,204,51.4,584.8,0
31.03.1998,0,0,14.1,27.5,0,62.1,183.7,65.7,63,227.3,0,30.1,7.9,15.7,186.5,78.5,126.8,64.9,163.1,43.4,64.4,196.9,35.7,35.2,166.4,209.9,219.9,15.6,145.9,57.3,863.3,113.1,17.3,174.6,1305,117.2,453,22.4,13.6,245.2,300.2,72.7,258.8,30.7,115.8,33.3,228.2,0
30.04.1998,0,0,8,17.2,0,53.4,149.6,73.5,74.9,210.5,0,32.9,11.6,16.6,252.4,114.6,163.6,86.9,156.1,45.5,50.8,107.4,37.3,39.2,188.2,274,233.6,15,119.5,59.9,725.2,68.6,9.1,114.9,993,83.5,258.7,15.4,14.5,247.8,279.1,68.9,214,19.4,93.8,22.3,110.5,0
31.05.1998,0,0,13.1,0,0,64.6,230.7,120.2,146.5,206.6,0,22,25,12.5,422.5,134,277.5,70.1,217,38.5,39.4,86.7,16.2,23.9,256.1,273.6,328.4,15.7,112.9,31.6,838.7,94.9,6.7,102.9,1163.2,65.2,421.6,15.1,12.1,301.1,326.2,102.7,290.8,19.6,122.1,13.7,134.3,0
30.06.1998,0,0,15.6,1.4,0,40.7,161.9,241.1,393,217.2,0,64.1,60.9,24.8,911.5,246.5,346.3,68.8,348.6,19.2,17.5,43.9,9.6,15.6,470.3,703.8,484.8,15,67.9,12.1,830.8,74,2.1,79.8,939.9,41.4,500.5,12,6.4,415,362.4,124.1,296.3,10.3,102,4.4,105.3,0
31.07.1998,0,0,6.7,0,0,15.2,68.4,143.3,300.9,96.7,0,102.6,55,34,660.1,175.1,251.5,33.3,142.3,8.5,2,22.4,2.6,4.9,293,672.5,225.8,15.3,19.6,5.5,367.2,9.2,0.5,17.6,429.8,22.2,217,4.3,2.8,187,102.7,30.6,97.4,4.3,55.1,1.2,17.9,0
