Date,c2,d76b,d76b,sr_cle,sr_whi,sr_sha,sr_blb,c87,c86,d77,d94,d74,c38,c77,sr_nhg,c37,c23,sr_rll_cmb,d43a,sr_nml,sr_mil,sr_mcr,sr_hid,sr_buc,sr_bul,sr_clk_inv,sr_ber,c27,d17,sr_fol,c28,sr_par,c29,sr_dnp,sr_hth,sr_ll_enr,sr_scagg,sr_trm,sr_pnf,sr_scc,sr_isb,sr_crw,sr_cr3,c146,c148,sr_gnt,c116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
