date,pmp_banks-d800,sr_oro,sr_fol,sr_cmn,sr_nhg,sr_hid,sr_buc,sr_dnp,sr_mcr
31.12.2013,423,3009,575,323,152,28,107,1690,676
31.01.2014,441,3108,575,328,165,36,112,1690,676
28.02.2014,401,3009,575,323,188,46,117,1690,676
31.03.2014,428,3095,680,344,211,59,126,1690,737
30.04.2014,397,3459,800,386,270,81,141,1713,851
31.05.2014,411,3538,975,438,315,90,150,2002,969
30.06.2014,397,3538,975,431,317,90,150,2030,1024
31.07.2014,411,3538,950,431,317,90,150,2030,1024
31.08.2014,411,3538,800,431,317,90,150,2030,1024
30.09.2014,397,3350,650,394,317,69,135,1773,851
31.10.2014,411,3163,720,326,274,46,120,1690,676
30.11.2014,397,3045,575,318,191,25,105,1690,676
31.12.2014,433,3055,575,323,152,28,107,1690,676
31.01.2015,442,3163,575,328,165,37,112,1690,676
28.02.2015,402,3163,575,323,188,46,118,1690,676
31.03.2015,427,2858,680,343,211,61,128,1690,737
30.04.2015,397,3393,800,385,270,82,142,1713,851
31.05.2015,411,3538,975,438,315,90,150,2002,969
30.06.2015,397,3538,975,431,317,90,150,2030,1024
31.07.2015,411,3538,950,431,317,90,150,2030,1024
31.08.2015,411,3538,800,431,317,90,150,2030,1024
30.09.2015,397,3351,650,394,317,69,135,1773,851
