date,d64-c8,d9-d85,sr_whi-d73,d94-sink,d5-d73,d77-d75,d61-c301,d503-d511,d507-d509,sr_blb-c9,c9-c12,c23-c25,c25-c31,d42-d43,d672-d675,d645-d646,d649-d695,d624-c48,sr_eng-c28,c83-c31,c41-c42,sr_dnp-d662,c37-c38,sr_sha,sr_gnt-sr_ml,d616-c42,c35-sr_rll_cmb,n201-n202,sr_cfw-c33,c33-c308,d609-d608,d675-d676,d662-d663,sr_cmn-c38,sr_cle
1942-02-28,13.88,97.19,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,13.09,14.99,12.22,0.00,42.26,30.19,31.33,0.00,107.20,2000,5.69,453.22,0.10,1.20,0.60,0.60,7.51,13.09,16.66,18.05,1100
1942-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.63,0.00,49.19,104.53,104.53,98.58,19.68,13.53,1.00,42.26,30.19,8.92,0.00,48.60,2000,6.30,457.47,0.10,1.20,0.60,0.60,0.00,98.58,18.45,19.98,1100
1942-04-30,14.88,104.13,11.90,27.37,267.77,193.39,297.52,0.00,0.00,1.79,2.38,41.65,59.50,166.61,117.07,14.88,4.46,1.00,42.26,60.37,0.93,0.00,88.10,2000,8.15,490.31,0.10,1.20,1.50,1.50,8.75,117.07,64.24,19.34,1100
1942-05-31,15.37,107.60,17.06,289.54,199.83,199.83,307.44,0.00,0.00,1.84,2.46,43.04,61.49,172.16,100.72,18.45,4.61,1.00,0.00,90.56,0.00,0.00,88.20,2000,8.42,576.80,0.10,4.60,4.00,1.60,0.00,100.72,61.94,19.98,1100
1942-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,0.00,0.00,1.79,0.00,41.65,59.50,166.61,65.45,16.36,1.49,0.00,0.00,60.39,0.00,0.00,34.70,2000,8.15,476.82,0.10,4.50,4.50,1.35,27.78,65.45,14.88,19.34,1100
1942-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,748.91,0.00,0.00,0.00,43.04,61.49,172.16,26.38,15.37,1.54,0.00,0.00,33.81,0.00,0.00,4.00,2000,8.42,433.38,0.10,4.60,3.70,0.74,0.00,26.38,15.37,6.15,1100
1942-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,734.60,0.00,0.00,0.00,43.04,61.49,153.35,24.59,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.60,2000,8.42,185.22,0.10,4.60,3.70,0.74,0.00,24.59,15.37,6.15,1100
1942-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,500.28,178.51,1.79,2.38,46.02,59.50,96.04,23.80,10.41,1.49,0.00,42.26,15.09,0.00,0.00,0.30,2000,8.15,171.86,0.10,4.50,1.80,0.54,0.00,23.80,14.88,5.95,1100
1942-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,0.00,245.95,1.84,0.00,49.19,104.53,104.53,51.77,6.21,3.14,0.00,42.26,30.19,0.00,0.00,1.70,2000,5.81,182.80,0.10,4.60,0.60,0.60,0.00,51.77,24.40,19.98,1100
1942-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,0.00,267.77,1.79,0.00,47.60,101.16,101.16,17.85,16.07,13.09,0.00,42.26,30.19,34.13,0.00,21.70,2000,5.62,169.01,0.10,1.20,0.60,0.60,0.00,17.85,17.85,19.34,1100
1942-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.84,0.00,49.19,104.53,104.53,18.45,16.60,13.53,0.00,42.26,30.19,18.52,0.00,38.50,2000,5.81,171.09,0.10,1.20,0.60,0.60,0.00,18.45,18.45,19.98,1100
1943-01-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,22.02,16.60,13.53,0.00,42.26,30.19,55.41,0.00,138.30,2000,5.81,715.27,0.10,1.20,0.60,0.60,86.08,22.02,18.45,19.98,1100
1943-02-28,13.88,97.19,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,20.23,14.99,12.22,0.00,42.26,30.19,33.93,0.00,85.20,2000,5.25,533.85,0.10,1.20,0.60,0.60,22.01,20.23,16.66,18.05,1100
1943-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.78,0.00,49.19,104.53,104.53,98.58,19.68,13.53,1.00,42.26,30.19,100.63,0.00,262.30,2000,5.81,1232.28,0.10,1.20,0.60,0.60,86.08,98.58,18.45,19.98,1100
1943-04-30,14.88,104.13,11.90,29.34,267.77,193.39,297.52,0.00,0.00,1.79,1.45,41.65,59.50,166.61,117.07,14.88,4.46,1.00,42.26,60.37,0.00,0.00,76.50,2000,6.90,527.01,0.10,1.20,1.50,1.50,77.50,117.07,64.24,19.34,1100
1943-05-31,15.37,107.60,17.06,257.57,199.83,199.83,307.44,0.00,0.00,1.84,1.45,43.04,61.49,172.16,100.72,18.45,4.61,1.00,0.00,90.56,0.00,0.00,33.10,2000,7.13,430.41,0.10,4.60,4.00,1.60,39.15,100.72,61.94,19.98,1100
1943-06-30,14.88,104.13,11.90,126.15,193.39,193.39,297.52,403.75,0.00,1.79,0.00,41.65,59.50,166.61,65.45,16.36,1.49,0.00,0.00,60.39,0.00,0.00,11.40,2000,6.90,287.18,0.10,4.50,4.50,1.35,0.00,65.45,14.88,19.34,1100
1943-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1417.57,0.00,1.84,0.00,43.04,61.49,107.89,26.38,15.37,1.54,0.00,0.00,33.81,0.00,0.00,2.10,2000,7.13,173.86,0.10,4.60,3.70,0.74,0.00,26.38,15.37,6.15,1100
1943-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,818.93,0.00,0.00,0.00,43.04,61.49,129.88,24.59,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.60,2000,7.13,163.54,0.10,4.60,3.70,0.74,0.00,24.59,15.37,6.15,1100
1943-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,519.68,178.51,1.79,2.38,46.02,59.50,90.62,23.80,9.16,1.49,0.00,42.26,15.09,0.00,0.00,0.30,2000,6.90,152.49,0.10,4.50,1.80,0.54,0.00,23.80,14.88,5.95,1100
1943-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,0.00,245.95,0.00,0.00,49.19,104.53,104.53,51.77,6.21,3.14,0.00,36.22,24.15,0.00,0.00,1.70,2000,5.81,176.54,0.10,4.60,0.60,0.60,0.00,51.77,24.40,15.37,1100
1943-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,60.88,267.77,1.79,0.00,47.60,101.16,101.16,17.85,16.07,13.09,0.00,36.22,24.15,1.30,0.00,2.80,2000,5.62,153.73,0.10,1.20,0.60,0.60,0.00,17.85,17.85,14.88,1100
1943-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.50,0.00,49.19,104.53,104.53,18.45,16.60,13.53,0.00,36.22,24.15,1.47,0.00,4.70,2000,5.81,144.05,0.10,1.20,0.60,0.60,0.00,18.45,18.45,15.37,1100
1944-01-31,15.37,104.53,12.30,18.45,253.97,199.83,307.44,18.47,0.00,1.51,0.00,49.19,104.53,104.53,22.02,16.60,13.53,0.00,36.22,24.15,0.52,0.00,10.80,1700,5.81,145.28,0.10,1.20,0.60,0.60,0.00,22.02,18.45,15.37,700
1944-02-29,13.88,80.25,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,20.23,14.48,11.80,0.00,36.22,24.15,6.65,0.00,30.90,1700,5.25,170.75,0.10,1.16,0.58,0.58,0.00,20.23,16.66,13.88,700
1944-03-31,15.37,88.85,12.30,18.45,199.83,199.83,215.21,0.00,0.00,0.76,0.00,49.19,104.53,104.53,12.30,19.68,13.53,1.00,36.22,24.15,0.00,0.00,45.20,1700,5.81,190.26,0.10,1.20,0.60,0.60,0.00,12.30,18.45,15.37,700
1944-04-30,14.88,85.98,11.90,35.70,193.39,193.39,208.26,127.76,0.00,1.79,2.38,41.65,59.50,166.61,90.00,14.88,4.46,1.00,36.22,60.37,0.00,14.60,29.70,1700,6.90,415.61,0.10,1.20,1.50,1.50,0.00,90.00,47.89,14.88,700
1944-05-31,15.37,88.85,17.06,92.11,199.83,199.83,215.21,438.14,0.00,1.84,2.46,43.04,61.49,172.16,78.80,18.45,4.61,1.00,0.00,90.56,0.00,7.40,38.60,1700,7.13,337.54,0.10,4.60,4.00,1.60,0.00,78.80,45.90,15.37,700
1944-06-30,14.88,104.13,11.90,46.59,193.39,193.39,208.26,574.71,0.00,1.79,0.00,41.65,59.50,117.42,21.62,16.36,1.49,0.00,0.00,60.39,0.00,0.00,8.90,1700,6.90,130.82,0.10,4.50,4.50,1.35,0.00,21.62,4.46,14.88,700
1944-07-31,15.37,107.60,5.23,27.67,199.83,199.83,215.21,1096.84,0.00,0.00,0.00,43.04,61.49,61.49,15.37,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.30,1700,7.13,95.34,0.10,4.60,3.70,0.74,0.00,15.37,4.61,6.15,700
1944-08-31,15.37,107.60,5.23,27.67,199.83,199.83,215.21,968.41,0.00,0.00,0.00,43.04,61.49,61.49,15.37,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.00,1700,7.13,95.49,0.10,4.60,3.70,0.74,0.00,15.37,4.61,6.15,700
1944-09-30,22.31,91.24,8.93,26.78,193.39,232.06,208.26,441.64,178.51,1.79,1.23,46.02,59.50,59.50,14.88,4.62,1.49,0.00,30.19,15.09,0.00,0.00,0.00,1700,6.90,110.53,0.10,4.50,1.80,0.54,0.00,14.88,4.46,5.95,700
1944-10-31,30.74,92.23,12.30,22.93,264.36,199.83,215.21,463.97,245.95,0.00,0.00,49.19,104.53,104.53,47.60,6.19,3.14,0.00,42.26,30.19,0.00,0.00,0.00,1700,5.81,146.23,0.10,4.60,0.60,0.60,0.00,47.60,13.24,19.98,700
1944-11-30,29.75,99.95,11.90,17.85,262.67,193.39,208.26,240.76,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,14.70,0.00,23.80,1700,5.62,135.56,0.10,1.20,0.60,0.60,0.00,11.90,10.41,19.34,700
1944-12-31,30.74,107.30,12.30,18.45,204.01,199.83,215.21,0.00,276.69,1.50,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,8.75,0.00,18.00,1700,5.81,132.16,0.10,1.20,0.60,0.60,0.00,12.30,10.76,19.98,700
1945-01-31,15.37,107.30,12.30,18.45,209.94,199.83,215.21,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.88,16.60,13.53,0.00,42.26,30.19,0.17,0.00,14.90,2000,5.81,142.80,0.10,1.20,0.60,0.60,0.00,13.88,10.76,19.98,1100
1945-02-28,13.88,82.38,11.11,16.66,249.92,180.49,194.38,0.00,0.00,1.67,0.00,44.43,94.41,94.41,12.70,14.99,12.22,0.00,42.26,30.19,45.93,0.00,116.20,2000,5.25,569.83,0.10,1.20,0.60,0.60,77.75,12.70,9.72,18.05,1100
1945-03-31,15.37,91.20,12.30,18.45,276.69,199.83,276.69,0.00,0.00,1.78,0.00,49.19,104.53,104.53,83.90,19.68,13.53,1.00,42.26,30.19,15.30,0.00,58.20,2000,5.81,567.85,0.10,1.20,0.60,0.60,0.00,83.90,10.76,19.98,1100
1945-04-30,14.88,88.26,11.90,29.34,254.88,193.39,267.77,61.94,0.00,1.79,2.38,41.65,59.50,166.61,86.73,14.88,4.46,1.00,42.26,60.37,0.00,10.00,60.70,2000,6.90,415.90,0.10,1.20,1.50,1.50,3.51,86.73,64.24,19.34,1100
1945-05-31,15.37,91.20,17.06,257.57,199.83,199.83,276.69,243.52,0.00,1.84,2.46,43.04,61.49,172.16,79.78,18.45,4.61,1.00,0.00,90.56,0.00,4.60,39.60,2000,7.13,430.09,0.10,4.60,4.00,1.60,0.00,79.78,61.94,19.98,1100
1945-06-30,14.88,104.13,11.90,126.15,193.39,193.39,267.77,564.38,0.00,0.00,0.00,41.65,59.50,166.61,55.93,16.36,1.49,0.00,0.00,60.39,0.00,0.00,16.80,2000,6.90,176.27,0.10,4.50,4.50,1.35,0.00,55.93,14.88,19.34,1100
1945-07-31,15.37,107.60,5.23,67.76,199.83,199.83,276.69,1164.83,0.00,0.00,0.00,43.04,61.49,61.49,18.45,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.70,2000,7.13,179.36,0.10,4.60,3.70,0.74,0.00,18.45,15.37,6.15,1100
1945-08-31,15.37,107.60,5.23,27.67,199.83,199.83,276.69,910.94,0.00,0.00,0.00,43.04,61.49,84.93,18.45,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.20,2000,7.13,166.66,0.10,4.60,3.70,0.74,0.00,18.45,15.37,6.15,1100
1945-09-30,22.31,91.24,8.93,26.78,193.39,232.06,267.77,613.76,178.51,1.79,2.38,46.02,59.50,59.50,17.85,8.34,1.49,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,151.74,0.10,4.50,1.80,0.54,0.00,17.85,14.88,5.95,1100
1945-10-31,30.74,92.23,12.30,22.93,276.69,199.83,276.69,478.46,245.95,1.55,0.00,49.19,104.53,104.53,48.99,6.21,3.14,0.00,42.26,30.19,0.00,0.00,2.80,2000,5.81,193.29,0.10,4.60,0.60,0.60,0.00,48.99,24.40,19.98,1100
1945-11-30,29.75,114.54,11.90,17.85,267.77,193.39,267.77,631.69,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,15.66,0.00,15.30,2000,5.62,144.38,0.10,1.20,0.60,0.60,0.00,11.90,17.85,19.34,1100
1945-12-31,30.74,122.97,12.30,18.45,276.69,199.83,276.69,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,45.72,0.00,110.20,2000,5.81,439.94,0.10,1.20,0.60,0.60,4.60,12.30,18.45,19.98,1100
1946-01-31,15.37,107.60,12.30,18.45,276.69,199.83,276.69,0.00,0.00,1.84,0.00,49.19,104.53,104.53,14.28,16.60,13.53,0.00,42.26,30.19,9.83,0.00,56.00,2000,5.81,352.56,0.10,1.20,0.60,0.60,12.74,14.28,18.45,19.98,1100
1946-02-28,13.88,97.19,11.11,16.66,249.92,180.49,249.92,0.00,0.00,1.64,0.00,44.43,94.41,94.41,13.09,14.99,12.22,0.00,42.26,30.19,0.12,0.00,26.30,2000,5.25,322.51,0.10,1.20,0.60,0.60,0.00,13.09,16.66,18.05,1100
1946-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.00,0.00,49.19,104.53,104.53,83.90,19.68,13.53,1.00,42.26,30.19,0.00,0.00,66.00,2000,5.81,393.69,0.10,1.20,0.60,0.60,0.00,83.90,18.45,19.98,1100
1946-04-30,14.88,104.13,11.90,27.37,267.77,193.39,297.52,130.83,0.00,1.79,2.38,41.65,59.50,166.61,86.73,14.88,4.46,1.00,42.26,60.37,0.00,14.60,67.00,2000,6.90,415.61,0.10,1.20,1.50,1.50,0.00,86.73,64.24,19.34,1100
1946-05-31,15.37,107.60,17.06,289.54,199.83,199.83,307.44,223.37,0.00,1.84,1.45,43.04,61.49,172.16,79.78,18.45,4.61,1.00,0.00,90.56,0.00,3.40,36.40,2000,7.13,430.03,0.10,4.60,4.00,1.60,26.40,79.78,61.94,19.98,1100
1946-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,539.31,0.00,1.79,0.00,41.65,59.50,165.88,55.93,16.36,1.49,0.00,0.00,60.39,0.00,0.00,8.00,2000,6.90,188.26,0.10,4.50,4.50,1.35,0.00,55.93,14.88,19.34,1100
1946-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1243.22,0.00,0.00,0.00,43.04,61.49,76.68,18.45,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.70,2000,7.13,110.27,0.10,4.60,3.70,0.74,0.00,18.45,15.37,6.15,1100
1946-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,977.59,0.00,0.00,0.00,43.04,61.49,92.58,18.45,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.20,2000,7.13,109.81,0.10,4.60,3.70,0.74,0.00,18.45,15.37,6.15,1100
1946-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,638.86,178.51,1.79,1.23,46.02,59.50,59.50,17.85,3.11,1.49,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,127.67,0.10,4.50,1.80,0.54,0.00,17.85,14.88,5.95,1100
1946-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,463.88,245.95,0.00,0.00,49.19,104.53,104.53,48.99,6.21,3.14,0.00,36.22,24.15,0.00,0.00,1.70,2000,5.81,166.75,0.10,4.60,0.60,0.60,0.00,48.99,24.40,13.53,1100
1946-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,520.05,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,36.22,24.15,1.55,0.00,10.00,2000,5.62,143.72,0.10,1.20,0.60,0.60,0.00,11.90,17.85,13.09,1100
1946-12-31,30.74,122.97,12.30,18.45,235.78,199.83,307.44,519.17,276.69,1.50,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,36.22,24.15,5.48,0.00,11.80,2000,5.81,186.64,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,1100
1947-01-31,15.37,104.53,12.30,18.45,199.83,199.83,307.44,0.00,0.00,1.51,0.00,49.19,104.53,104.53,14.28,16.60,13.53,0.00,36.22,24.15,0.00,0.00,7.80,1700,5.81,158.58,0.10,1.20,0.60,0.60,0.00,14.28,18.45,13.53,700
1947-02-28,13.88,80.25,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,13.09,14.99,12.22,0.00,36.22,24.15,0.00,0.00,21.60,1700,5.25,157.53,0.10,1.20,0.60,0.60,0.00,13.09,16.66,12.22,700
1947-03-31,15.37,88.85,12.30,18.45,199.83,199.83,245.95,0.00,0.00,1.78,0.00,49.19,104.53,104.53,12.30,19.68,13.53,0.00,36.22,24.15,0.11,0.00,41.30,1700,5.81,128.55,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,700
1947-04-30,14.88,85.98,11.90,32.13,193.39,193.39,267.77,316.41,0.00,1.79,2.38,41.65,59.50,166.61,45.64,14.88,4.46,0.00,36.22,60.37,0.00,0.00,27.70,1700,6.90,190.41,0.10,1.20,1.50,1.50,0.00,45.64,28.05,13.09,700
1947-05-31,15.37,88.85,17.06,179.79,199.83,199.83,276.69,540.90,0.00,1.84,1.45,43.04,61.49,111.67,38.79,17.52,3.69,0.00,0.00,90.56,0.00,0.00,8.00,1700,7.13,196.76,0.10,4.60,4.00,1.60,0.00,38.79,27.16,13.53,700
1947-06-30,14.88,82.77,8.93,46.59,193.39,193.39,267.77,674.63,0.00,0.00,0.00,41.65,59.50,65.16,11.90,14.28,0.89,0.00,0.00,60.39,0.00,0.00,1.40,1700,6.90,93.29,0.10,4.50,4.50,1.35,0.00,11.90,4.46,5.95,700
1947-07-31,15.37,85.53,5.23,27.67,199.83,199.83,276.69,1134.36,0.00,0.00,0.00,43.04,61.49,61.49,12.30,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.00,1700,7.13,77.37,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,700
1947-08-31,15.37,85.53,5.23,27.67,199.83,199.83,276.69,1049.47,0.00,0.00,0.00,43.04,61.49,61.49,12.30,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.00,1700,7.13,83.40,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,700
1947-09-30,22.31,82.77,8.93,26.78,193.39,232.06,267.77,672.88,178.51,1.79,1.23,46.02,59.50,59.50,11.90,3.85,0.89,0.00,30.19,15.09,0.00,0.00,0.00,1700,6.90,105.22,0.10,4.50,1.80,0.00,0.00,11.90,4.46,5.95,700
1947-10-31,30.74,92.23,12.30,22.93,240.40,199.83,276.69,469.83,245.95,1.55,0.00,49.19,73.78,73.78,39.08,5.41,2.34,0.00,42.26,30.19,0.00,0.00,2.80,1700,5.81,128.05,0.10,4.60,0.60,0.60,0.00,39.08,9.22,15.37,700
1947-11-30,29.75,89.90,11.90,17.85,239.43,193.39,267.77,412.59,267.77,1.79,0.00,47.60,71.40,71.40,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,3.80,1700,5.62,116.31,0.10,1.20,0.60,0.60,0.00,11.90,8.93,14.88,700
1947-12-31,30.74,93.14,12.30,18.45,241.20,199.83,276.69,451.99,276.69,1.50,0.00,49.19,73.78,73.78,12.30,16.60,13.53,0.00,42.26,30.19,0.00,0.00,2.80,1700,5.81,110.82,0.10,1.20,0.60,0.60,0.00,12.30,9.22,15.37,700
1948-01-31,15.37,79.17,12.30,18.45,201.78,199.83,276.69,305.06,0.00,1.51,0.00,49.19,73.78,73.78,13.49,16.60,13.53,0.00,42.26,30.19,0.00,0.00,8.80,2000,5.81,104.23,0.10,1.20,0.60,0.60,0.00,13.49,9.22,15.37,1100
1948-02-29,13.88,60.78,11.11,16.66,180.49,180.49,249.92,0.00,0.00,1.64,0.00,44.43,66.64,66.64,12.30,14.48,11.80,0.00,42.26,30.19,0.00,0.00,8.01,2000,5.25,114.14,0.10,1.16,0.58,0.58,0.00,12.30,8.33,13.88,1100
1948-03-31,15.37,67.30,12.30,18.45,199.83,199.83,215.21,0.00,0.00,1.78,0.00,49.19,61.49,61.49,12.30,19.68,13.53,1.00,42.26,30.19,2.05,0.00,31.60,2000,5.81,118.61,0.10,1.20,0.60,0.60,0.00,12.30,9.22,15.37,1100
1948-04-30,14.88,65.12,11.90,29.34,193.39,193.39,238.02,263.55,0.00,1.79,1.45,41.65,59.50,166.61,27.05,13.98,3.57,1.00,42.26,60.37,0.00,0.00,89.40,2000,6.47,264.79,0.10,1.20,1.50,1.50,0.00,27.05,39.95,14.88,1100
1948-05-31,15.37,67.30,17.06,257.57,199.83,199.83,307.44,199.73,0.00,1.84,1.45,43.04,61.49,172.16,24.91,18.45,4.61,1.00,0.00,90.56,0.00,10.00,77.70,2000,7.13,272.86,0.10,4.60,4.00,1.60,0.00,24.91,38.48,15.37,1100
1948-06-30,14.88,104.13,8.93,126.15,193.39,193.39,297.52,440.78,0.00,0.00,0.00,41.65,59.50,166.61,8.92,16.36,1.49,0.00,0.00,60.39,0.00,0.00,27.50,2000,6.90,131.75,0.10,4.50,4.50,1.35,0.00,8.92,4.46,14.88,1100
1948-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1012.11,0.00,0.00,0.00,43.04,61.49,114.10,9.22,15.37,1.54,0.00,0.00,33.81,0.00,0.00,2.10,2000,7.13,105.21,0.10,4.60,3.70,0.74,0.00,9.22,4.61,6.15,1100
1948-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,962.26,0.00,0.00,0.00,43.04,61.49,77.60,9.22,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.20,2000,7.13,92.57,0.10,4.60,3.70,0.74,0.00,9.22,4.61,6.15,1100
1948-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,607.56,178.51,1.79,2.38,46.02,59.50,59.50,8.92,1.49,1.49,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,108.10,0.10,4.50,1.80,0.54,0.00,8.92,4.46,5.95,1100
1948-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,380.91,245.95,0.00,0.00,49.19,104.53,104.53,35.49,6.21,3.14,0.00,36.22,24.15,0.00,0.00,0.70,2000,5.81,128.58,0.10,4.60,0.60,0.60,0.00,35.49,12.74,15.37,1100
1948-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,414.56,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,36.22,24.15,0.00,0.00,1.70,2000,5.62,119.03,0.10,1.20,0.60,0.60,0.00,11.90,10.71,14.88,1100
1948-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,407.62,276.69,1.50,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,36.22,24.15,0.08,0.00,5.70,2000,5.81,112.06,0.10,1.20,0.60,0.60,0.00,12.30,11.07,15.37,1100
1949-01-31,15.37,104.53,12.30,18.45,237.37,199.83,307.44,354.36,0.00,1.51,0.00,49.19,104.53,104.53,13.09,16.60,13.53,0.00,36.22,24.15,0.00,0.00,7.80,1700,5.81,109.02,0.10,1.20,0.60,0.60,0.00,13.09,11.07,15.37,700
1949-02-28,13.88,80.25,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,11.90,14.99,12.22,0.00,36.22,24.15,0.64,0.00,15.90,1700,5.25,126.04,0.10,1.20,0.60,0.60,0.00,11.90,10.00,13.88,700
1949-03-31,15.37,88.85,12.30,18.45,199.83,199.83,245.95,0.00,0.00,1.84,0.00,49.19,104.53,104.53,12.30,19.68,13.53,1.00,36.22,24.15,3.22,0.00,81.20,1700,5.81,153.42,0.10,1.20,0.60,0.60,0.00,12.30,11.07,15.37,700
1949-04-30,14.88,85.98,11.90,29.34,193.39,193.39,297.52,30.38,0.00,1.79,2.38,41.65,44.63,166.61,27.05,14.88,4.46,1.00,36.22,60.37,0.00,0.00,63.90,1700,6.90,190.41,0.10,1.20,1.50,1.50,0.00,27.05,33.04,14.88,700
1949-05-31,15.37,88.85,17.06,257.57,199.83,199.83,307.44,465.32,0.00,1.84,2.46,43.04,46.12,172.16,24.91,18.45,4.61,1.00,0.00,90.56,0.00,0.00,41.70,1700,7.13,196.76,0.10,4.60,4.00,1.60,0.00,24.91,32.00,15.37,700
1949-06-30,14.88,104.13,11.90,126.15,193.39,193.39,297.52,575.35,0.00,1.79,0.00,41.65,44.63,67.73,8.92,16.36,1.49,0.00,0.00,60.39,0.00,0.00,8.00,1700,6.90,110.56,0.10,4.50,4.50,1.35,0.00,8.92,4.46,14.88,700
1949-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1105.65,0.00,1.47,0.00,43.04,46.12,46.12,9.22,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.30,1700,7.13,85.38,0.10,4.60,3.70,0.74,0.00,9.22,4.61,6.15,700
1949-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,1033.21,0.00,0.00,0.00,43.04,46.12,49.36,9.22,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.00,1700,7.13,88.03,0.10,4.60,3.70,0.74,0.00,9.22,4.61,6.15,700
1949-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,723.34,178.51,1.79,2.38,46.02,44.63,44.63,8.92,2.61,1.49,0.00,30.19,15.09,0.00,0.00,0.00,1700,6.90,104.22,0.10,4.50,1.80,0.54,0.00,8.92,4.46,5.95,700
1949-10-31,30.74,92.23,12.30,22.93,249.82,199.83,307.44,471.95,245.95,0.00,0.00,49.19,55.34,55.34,35.49,6.21,3.14,0.00,42.26,30.19,0.00,0.00,0.70,1700,5.81,123.19,0.10,4.60,0.60,0.60,0.00,35.49,12.74,15.37,700
1949-11-30,29.75,114.54,11.90,17.85,252.34,193.39,297.52,505.56,267.77,1.79,0.00,47.60,53.55,53.55,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,2.80,1700,5.62,118.63,0.10,1.20,0.60,0.60,0.00,11.90,10.71,14.88,700
1949-12-31,30.74,122.97,12.30,18.45,264.76,199.83,307.44,510.70,276.69,1.50,0.00,49.19,55.34,55.34,12.30,16.60,13.53,0.00,42.26,30.19,0.00,0.00,2.80,1700,5.81,116.34,0.10,1.20,0.60,0.60,0.00,12.30,11.07,15.37,700
