date,d64-c8,d9-d85,sr_whi-d73,d94-sink,d5-d73,d77-d75,d61-c301,d503-d511,d507-d509,sr_blb-c9,c9-c12,c23-c25,c25-c31,d42-d43,d672-d675,d645-d646,d649-d695,d624-c48,sr_eng-c28,c83-c31,c41-c42,sr_dnp-d662,c37-c38,sr_sha,sr_gnt-sr_ml,d616-c42,c35-sr_rll_cmb,n201-n202,sr_cfw-c33,c33-c308,d609-d608,d675-d676,d662-d663,sr_cmn-c38,sr_cle
1961-06-30,14.88,59.94,11.90,126.15,193.39,193.39,267.77,685.42,0.00,1.79,0.00,41.65,44.63,85.45,0.00,14.28,0.89,0.00,0.00,60.39,0.00,0.00,2.20,1700,4.94,69.05,0.10,4.50,4.50,1.35,0.00,0.00,2.98,5.95,700
1961-07-31,15.37,61.94,5.23,67.76,199.83,199.83,276.69,1215.39,0.00,0.00,0.00,43.04,46.12,46.12,0.00,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.30,1700,5.10,55.17,0.10,4.60,3.70,0.74,0.00,0.00,3.07,6.15,700
1961-08-31,15.37,61.94,5.23,27.67,199.83,199.83,276.69,1133.95,0.00,0.00,0.00,43.04,46.12,46.12,0.00,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.20,1700,5.10,63.47,0.10,4.60,3.70,0.50,0.00,0.00,3.07,6.15,700
1961-09-30,22.31,59.94,8.93,26.78,193.39,232.06,267.77,287.91,178.51,1.79,2.38,46.02,44.63,44.63,0.00,3.01,0.89,0.00,30.19,15.09,0.00,0.00,0.00,1700,4.94,81.77,0.10,4.50,1.80,0.50,0.00,0.00,2.98,5.95,700
1961-10-31,30.74,60.93,12.30,22.93,250.33,199.83,276.69,672.55,245.95,0.00,0.00,49.19,55.34,55.34,6.76,4.09,2.34,0.00,42.26,30.19,0.00,0.00,0.00,1700,5.81,59.84,0.10,4.60,0.60,0.52,0.00,6.76,7.74,15.37,700
1961-11-30,29.75,58.96,11.90,17.85,252.84,193.39,267.77,573.19,267.77,1.79,0.00,47.60,53.55,53.55,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,0.70,1700,5.62,93.80,0.10,1.20,0.60,0.60,0.00,11.90,8.93,14.88,700
1961-12-31,30.74,60.93,12.30,18.45,257.73,199.83,276.69,718.01,276.69,1.50,0.00,49.19,55.34,55.34,12.30,16.60,13.53,0.00,42.26,30.19,0.00,0.00,2.80,1700,5.81,100.44,0.10,1.20,0.60,0.60,0.00,12.30,9.22,15.37,700
1962-01-31,15.37,51.79,12.30,18.45,199.83,199.83,276.69,0.00,0.00,1.51,0.00,49.19,55.34,55.34,7.69,16.60,13.53,0.00,42.26,30.19,0.00,0.00,3.00,2000,5.81,80.51,0.10,1.20,0.60,0.60,0.00,7.69,9.22,15.37,1100
1962-02-28,13.88,44.43,11.11,16.66,249.92,180.49,249.92,0.00,0.00,1.67,0.00,44.43,49.98,49.98,6.94,14.99,12.22,0.00,42.26,30.19,9.77,0.00,74.60,2000,5.25,285.92,0.10,1.20,0.60,0.60,0.00,6.94,8.33,13.88,1100
1962-03-31,15.37,49.19,12.30,18.45,276.69,199.83,276.69,0.00,0.00,1.84,0.00,49.19,46.12,46.12,7.69,19.68,13.53,1.00,42.26,30.19,2.01,0.00,47.20,2000,5.81,220.10,0.10,1.20,0.60,0.60,0.00,7.69,9.22,15.37,1100
1962-04-30,14.88,47.60,11.90,29.34,205.54,193.39,297.52,95.28,0.00,1.79,2.38,41.65,44.63,166.61,22.81,13.98,3.57,1.00,42.26,60.37,0.00,0.00,57.20,2000,6.90,339.17,0.10,1.20,1.50,1.50,0.00,22.81,94.96,14.88,1100
1962-05-31,15.37,49.19,17.06,257.57,199.83,199.83,307.44,434.80,0.00,1.84,2.46,43.04,46.12,172.16,22.81,18.45,4.61,1.00,0.00,90.56,0.00,8.25,28.10,2000,7.13,349.79,0.10,4.60,4.00,1.60,0.00,22.81,90.02,15.37,1100
1962-06-30,14.88,104.13,11.90,126.15,193.39,193.39,297.52,687.04,0.00,1.79,0.00,41.65,44.63,166.61,0.00,16.36,1.49,0.00,0.00,60.39,0.00,0.00,8.00,2000,6.90,114.79,0.10,4.50,4.50,1.35,0.00,0.00,4.46,14.88,1100
1962-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1353.15,0.00,0.00,0.00,43.04,46.12,46.12,0.00,15.37,1.54,0.00,0.00,33.81,0.00,0.00,0.30,2000,7.13,94.52,0.10,4.60,3.70,0.74,0.00,0.00,4.61,6.15,1100
1962-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,948.89,0.00,0.00,0.00,43.04,46.12,73.79,0.00,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.20,2000,7.13,93.72,0.10,4.60,3.70,0.74,0.00,0.00,4.61,6.15,1100
1962-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,622.29,178.51,1.79,2.38,46.02,44.63,44.63,0.00,2.53,1.49,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,109.82,0.10,4.50,1.80,0.54,0.00,0.00,4.46,5.95,1100
1962-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,458.42,245.95,1.55,0.00,49.19,73.78,73.78,6.76,6.21,3.14,0.00,42.26,30.19,0.00,0.00,22.70,2000,5.81,96.33,0.10,4.60,0.60,0.60,0.00,6.76,13.24,19.98,1100
1962-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,0.00,267.77,1.79,0.00,47.60,71.40,71.40,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,2.80,2000,5.62,104.54,0.10,1.20,0.60,0.60,0.00,11.90,10.41,19.34,1100
1962-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.84,0.00,49.19,73.78,73.78,12.30,16.60,13.53,0.00,42.26,30.19,0.16,0.00,11.80,2000,5.81,107.65,0.10,1.20,0.60,0.60,0.00,12.30,10.76,19.98,1100
1963-01-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,73.78,73.78,7.69,16.60,13.53,0.00,42.26,30.19,0.00,0.00,19.90,2000,5.81,120.46,0.10,1.20,0.60,0.60,0.00,7.69,10.76,19.98,1100
1963-02-28,13.88,97.19,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,66.64,66.64,6.94,14.99,12.22,0.00,42.26,30.19,4.08,0.00,123.00,2000,5.25,170.15,0.10,1.20,0.60,0.60,33.59,6.94,9.72,18.05,1100
1963-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,61.49,61.49,12.30,19.68,13.53,1.00,42.26,30.19,3.03,0.00,44.40,2000,5.81,150.96,0.10,1.20,0.60,0.60,0.00,12.30,10.76,19.98,1100
1963-04-30,14.88,104.13,11.90,27.37,267.77,193.39,297.52,0.00,0.00,1.79,2.38,41.65,59.50,166.61,27.05,14.88,4.46,1.00,42.26,60.37,2.12,10.00,138.90,2000,6.90,415.90,0.10,1.20,1.50,1.50,0.00,27.05,64.24,19.34,1100
1963-05-31,15.37,107.60,17.06,289.54,199.83,199.83,307.44,0.00,0.00,1.84,2.46,43.04,61.49,172.16,24.91,18.45,4.61,1.00,0.00,90.56,0.00,12.00,86.10,2000,7.13,388.68,0.10,4.60,4.00,1.60,0.00,24.91,61.94,19.98,1100
1963-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,402.25,0.00,1.79,0.00,41.65,59.50,166.61,8.92,16.36,1.49,0.00,0.00,60.39,0.00,0.00,17.70,2000,6.90,155.82,0.10,4.50,4.50,1.35,0.00,8.92,14.88,19.34,1100
1963-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1437.33,0.00,1.84,0.00,43.04,61.49,107.15,9.22,15.37,1.54,0.00,0.00,33.81,0.00,0.00,2.80,2000,7.13,116.39,0.10,4.60,3.70,0.74,0.00,9.22,15.37,6.15,1100
1963-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,807.32,0.00,1.84,0.00,43.04,61.49,112.35,9.22,12.30,1.54,0.00,0.00,15.09,0.00,0.00,0.60,2000,7.13,106.13,0.10,4.60,3.70,0.74,0.00,9.22,15.37,6.15,1100
1963-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,403.12,178.51,1.79,2.38,46.02,59.50,93.05,8.92,6.72,1.49,0.00,42.26,15.09,0.00,0.00,0.30,2000,6.90,125.05,0.10,4.50,1.80,0.54,0.00,8.92,14.88,5.95,1100
1963-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,0.00,245.95,1.84,0.00,49.19,104.53,104.53,35.49,6.21,3.14,0.00,36.22,24.15,0.00,0.00,1.70,2000,4.40,142.58,0.10,4.60,0.60,0.60,0.00,35.49,24.40,13.53,1100
1963-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,0.00,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,36.22,24.15,66.14,0.00,16.40,2000,4.25,133.96,0.10,1.20,0.60,0.60,0.00,11.90,17.85,13.09,1100
1963-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,36.22,24.15,2.43,0.00,8.80,2000,4.40,121.67,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,1100
1964-01-31,15.37,104.53,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.09,16.60,13.53,0.00,36.22,24.15,6.82,0.00,27.90,1700,4.40,135.47,0.10,1.20,0.60,0.60,0.00,13.09,18.45,13.53,700
1964-02-29,13.88,94.41,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.64,0.00,44.43,94.41,94.41,11.90,14.48,11.80,0.00,36.22,24.15,0.00,0.00,12.65,1700,3.97,125.05,0.10,1.16,0.58,0.58,0.00,11.90,16.66,12.22,700
1964-03-31,15.37,104.53,12.30,18.45,199.83,199.83,245.95,0.00,0.00,0.13,0.00,49.19,104.53,104.53,7.69,19.68,13.53,0.00,36.22,24.15,0.00,0.00,16.00,1700,4.40,119.97,0.10,1.20,0.60,0.60,0.00,7.69,18.45,13.53,700
1964-04-30,14.88,101.16,11.90,32.13,193.39,193.39,238.02,537.53,0.00,1.79,0.00,41.65,59.50,166.61,22.81,14.88,4.46,0.00,36.22,60.37,0.00,0.00,23.20,1700,4.94,190.41,0.10,1.20,1.50,1.50,0.00,22.81,28.17,13.09,700
1964-05-31,15.37,104.53,17.06,179.79,199.83,199.83,245.95,610.90,0.00,0.00,0.00,43.04,61.49,172.16,22.81,17.52,3.69,0.00,0.00,90.56,0.00,10.00,25.30,1700,5.10,196.07,0.10,4.60,4.00,1.60,0.00,22.81,27.26,13.53,700
1964-06-30,14.88,104.13,11.90,46.59,193.39,193.39,238.02,617.00,0.00,0.00,0.00,41.65,59.50,94.26,0.00,15.77,0.89,0.00,0.00,60.39,0.00,0.00,6.30,1700,4.94,90.33,0.10,4.50,4.50,1.35,0.00,0.00,4.46,5.95,700
1964-07-31,15.37,107.60,5.23,27.67,199.83,199.83,245.95,1115.98,0.00,0.00,0.00,43.04,61.49,61.49,0.00,14.76,0.92,0.00,0.00,33.81,0.00,0.00,0.70,1700,5.10,78.37,0.10,4.60,3.70,0.74,0.00,0.00,4.61,6.15,700
1964-08-31,15.37,107.60,5.23,27.67,199.83,199.83,245.95,1025.82,0.00,0.00,0.00,43.04,61.49,61.49,0.00,11.68,0.92,0.00,0.00,15.09,0.00,0.00,0.60,1700,5.10,78.22,0.10,4.60,3.70,0.74,0.00,0.00,4.61,6.15,700
1964-09-30,22.31,91.24,8.93,26.78,193.39,232.06,238.02,582.59,178.51,0.00,0.00,46.02,59.50,59.50,0.00,3.20,0.89,0.00,30.19,15.09,0.00,0.00,0.30,1700,4.94,99.87,0.10,4.50,1.80,0.54,0.00,0.00,4.46,5.95,700
1964-10-31,30.74,92.23,12.30,22.93,273.50,199.83,245.95,484.49,245.95,0.45,0.00,49.19,104.53,104.53,6.76,5.21,2.34,0.00,42.26,30.19,0.00,0.00,0.70,1700,5.81,88.21,0.10,4.60,0.60,0.60,0.00,6.76,9.22,19.98,700
1964-11-30,29.75,99.68,11.90,17.85,254.16,193.39,238.02,394.82,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,6.80,1700,5.62,108.51,0.10,1.20,0.60,0.60,0.00,11.90,8.93,19.34,700
1964-12-31,30.74,106.92,12.30,18.45,221.66,199.83,245.95,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,79.11,0.00,227.10,1700,5.81,175.80,0.10,1.20,0.60,0.60,0.00,12.30,9.22,19.98,700
1965-01-31,15.37,107.60,12.30,18.45,227.58,199.83,245.95,0.00,0.00,1.84,0.00,49.19,104.53,104.53,7.69,16.60,13.53,0.00,42.26,30.19,76.85,0.00,181.30,2000,5.81,511.83,0.10,1.20,0.60,0.60,51.88,7.69,9.22,19.98,1100
1965-02-28,13.88,97.19,11.11,16.66,249.92,180.49,222.15,0.00,0.00,1.67,0.00,44.43,94.41,94.41,6.94,14.99,12.22,0.00,42.26,30.19,4.39,0.00,56.50,2000,5.25,344.69,0.10,1.20,0.60,0.60,31.05,6.94,8.33,18.05,1100
1965-03-31,15.37,107.60,12.30,18.45,276.69,199.83,276.69,0.00,0.00,1.00,0.00,49.19,104.53,104.53,12.30,19.68,13.53,1.00,42.26,30.19,1.96,0.00,40.20,2000,5.81,311.80,0.10,1.20,0.60,0.60,0.00,12.30,9.22,19.98,1100
1965-04-30,14.88,104.13,11.90,27.37,219.75,193.39,267.77,0.00,0.00,1.79,2.38,41.65,59.50,166.61,90.00,13.98,3.57,1.00,42.26,60.37,0.00,0.00,104.00,2000,6.90,435.69,0.10,1.20,1.50,1.50,0.00,90.00,64.24,19.34,1100
1965-05-31,15.37,107.60,17.06,289.54,199.83,199.83,307.44,0.00,0.00,1.84,1.45,43.04,61.49,172.16,78.80,18.45,4.61,1.00,0.00,90.56,0.00,10.00,48.00,2000,7.13,429.72,0.10,4.60,4.00,1.60,0.00,78.80,61.94,19.98,1100
1965-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,587.51,0.00,1.79,0.00,41.65,59.50,166.61,21.62,16.36,1.49,0.00,0.00,60.39,0.00,0.00,17.70,2000,6.90,125.00,0.10,4.50,4.50,1.35,0.00,21.62,14.88,19.34,1100
1965-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,1321.48,0.00,1.84,0.00,43.04,61.49,127.58,15.37,15.37,1.54,0.00,0.00,33.81,0.00,0.00,2.10,2000,7.13,116.92,0.10,4.60,3.70,0.74,0.00,15.37,15.37,6.15,1100
1965-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,780.86,0.00,1.84,0.00,43.04,61.49,172.16,15.37,12.30,1.54,0.00,0.00,15.09,0.00,0.00,1.60,2000,7.13,194.47,0.10,4.60,3.70,0.74,0.00,15.37,15.37,6.15,1100
1965-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,460.09,178.51,1.79,2.38,46.02,59.50,111.53,14.88,7.44,1.49,0.00,42.26,15.09,0.00,0.00,0.30,2000,6.90,168.83,0.10,4.50,1.80,0.54,0.00,14.88,14.88,5.95,1100
1965-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,0.00,245.95,0.00,0.00,49.19,104.53,104.53,47.60,6.21,3.14,0.00,42.26,30.19,0.00,0.00,1.70,2000,5.81,161.59,0.10,4.60,0.60,0.60,0.00,47.60,24.40,15.37,1100
1965-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,0.00,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,39.31,0.00,11.10,2000,5.62,187.35,0.10,1.20,0.60,0.60,0.00,11.90,17.85,14.88,1100
1965-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,16.88,0.00,20.00,2000,5.81,277.05,0.10,1.20,0.60,0.60,2.46,12.30,18.45,15.37,1100
1966-01-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.88,16.60,13.53,0.00,42.26,30.19,7.63,0.00,23.90,2000,5.81,255.00,0.10,1.20,0.60,0.60,3.24,13.88,18.45,15.37,1100
1966-02-28,13.88,97.19,11.11,16.66,232.29,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,12.70,14.99,12.22,0.00,42.26,30.19,1.03,0.00,24.40,2000,5.25,249.98,0.10,1.20,0.60,0.60,0.00,12.70,16.66,13.88,1100
1966-03-31,15.37,49.19,12.30,18.45,259.63,199.83,307.44,0.00,0.00,0.84,0.00,49.19,104.53,104.53,12.30,19.68,13.53,1.00,42.26,30.19,0.00,0.00,34.50,2000,5.81,161.67,0.10,1.20,0.60,0.60,0.00,12.30,18.45,15.37,1100
1966-04-30,14.88,47.60,11.90,29.34,241.36,193.39,297.52,242.61,0.00,1.79,1.45,41.65,59.50,166.61,45.64,14.88,4.46,1.00,42.26,60.37,0.00,3.92,36.00,2000,6.90,264.17,0.10,1.20,1.50,1.50,0.00,45.64,32.24,14.88,1100
1966-05-31,15.37,49.19,17.06,257.57,199.83,199.83,307.44,457.95,0.00,1.84,2.46,43.04,61.49,172.16,38.79,17.52,3.69,1.00,0.00,90.56,0.00,10.68,11.00,2000,7.13,273.30,0.10,4.60,4.00,1.60,0.00,38.79,31.25,15.37,1100
1966-06-30,14.88,47.60,11.90,126.15,193.39,193.39,297.52,721.49,0.00,1.79,0.00,41.65,59.50,59.50,11.90,14.28,0.89,0.00,0.00,60.39,0.00,0.00,2.20,2000,6.90,89.79,0.10,4.50,4.50,1.35,0.00,11.90,4.46,14.88,1100
1966-07-31,15.37,49.19,5.23,67.76,199.83,199.83,307.44,1357.67,0.00,0.00,0.00,43.04,61.49,61.49,12.30,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.70,2000,7.13,82.11,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,1100
1966-08-31,15.37,49.19,5.23,27.67,199.83,199.83,307.44,967.03,0.00,0.00,0.00,43.04,61.49,61.49,12.30,10.15,0.92,0.00,0.00,15.09,0.00,0.00,1.60,2000,7.13,78.25,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,1100
1966-09-30,22.31,47.60,8.93,26.78,193.39,232.06,297.52,645.27,178.51,1.79,2.38,46.02,59.50,59.50,11.90,2.86,0.89,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,95.44,0.10,4.50,1.80,0.54,0.00,11.90,4.46,5.95,1100
1966-10-31,30.74,92.23,12.30,22.93,262.07,199.83,307.44,492.25,245.95,0.00,0.00,49.19,104.53,104.53,39.08,4.15,2.34,0.00,42.26,30.19,0.00,0.00,0.00,2000,6.30,113.40,0.10,4.60,0.60,0.60,0.00,39.08,12.74,19.98,1100
1966-11-30,29.75,112.64,11.90,17.85,264.58,193.39,297.52,453.47,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,4.70,2000,6.10,98.42,0.10,1.20,0.60,0.60,0.00,11.90,10.71,19.34,1100
1966-12-31,30.74,120.94,12.30,18.45,199.83,199.83,307.44,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,6.91,0.00,41.60,2000,6.30,163.21,0.10,1.20,0.60,0.60,0.00,12.30,11.07,19.98,1100
1967-01-31,15.37,107.60,12.30,18.45,205.74,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.49,16.60,13.53,0.00,42.26,30.19,58.98,0.00,84.10,2000,6.30,169.78,0.10,1.20,0.60,0.60,0.81,13.49,11.07,19.98,1100
1967-02-28,13.88,97.19,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,12.30,14.99,12.22,0.00,42.26,30.19,9.28,0.00,50.90,2000,5.69,138.13,0.10,1.20,0.60,0.60,13.61,12.30,10.00,18.05,1100
1967-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,83.90,19.68,13.53,1.00,42.26,30.19,40.17,0.00,107.70,2000,6.30,381.35,0.10,1.20,0.60,0.60,86.08,83.90,11.07,19.98,1100
1967-04-30,14.88,104.13,11.90,27.37,267.77,193.39,297.52,0.00,0.00,1.79,2.38,41.65,59.50,166.61,86.73,13.98,3.57,1.00,42.26,60.37,37.05,0.00,133.60,2000,8.15,897.43,0.10,1.20,1.50,1.50,83.31,86.73,64.24,19.34,1100
1967-05-31,15.37,107.60,17.06,289.54,199.83,199.83,307.44,0.00,0.00,1.84,2.46,43.04,61.49,172.16,79.78,18.45,4.61,1.00,0.00,90.56,0.00,0.00,136.90,2000,8.42,886.52,0.10,4.60,4.00,1.60,86.08,79.78,61.94,19.98,1100
1967-06-30,14.88,104.13,11.90,150.31,193.39,193.39,297.52,0.00,0.00,1.79,0.00,41.65,59.50,166.61,55.93,16.36,1.49,0.00,0.00,60.39,0.00,0.00,55.80,2000,8.15,982.23,0.10,4.50,4.50,1.35,83.31,55.93,14.88,19.34,1100
1967-07-31,15.37,107.60,5.23,67.76,199.83,199.83,307.44,0.00,0.00,1.84,0.00,43.04,61.49,172.16,18.45,15.37,1.54,0.00,0.00,33.81,0.00,0.00,9.70,2000,8.42,919.22,0.10,4.60,3.70,0.74,86.08,18.45,15.37,6.15,1100
1967-08-31,15.37,107.60,5.23,27.67,199.83,199.83,307.44,373.23,0.00,0.00,0.00,43.04,61.49,167.84,18.45,12.30,1.54,0.00,0.00,15.09,0.00,0.00,2.50,2000,8.42,206.94,0.10,4.60,3.70,0.74,0.00,18.45,15.37,6.15,1100
1967-09-30,22.31,91.24,8.93,26.78,193.39,232.06,297.52,0.00,178.51,1.79,2.38,46.02,59.50,99.92,17.85,10.41,1.49,0.00,42.26,15.09,0.00,0.00,1.40,2000,8.15,190.85,0.10,4.50,1.80,0.54,0.00,17.85,14.88,5.95,1100
1967-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,0.00,245.95,1.84,0.00,49.19,104.53,104.53,48.99,3.14,3.14,0.00,42.26,30.19,0.00,0.00,2.80,2000,5.81,192.53,0.10,4.60,0.60,0.60,0.00,48.99,24.40,13.53,1100
1967-11-30,29.75,114.54,11.90,17.85,267.77,193.39,297.52,0.00,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,79.64,0.00,3.80,2000,5.62,120.41,0.10,1.20,0.60,0.60,0.00,11.90,17.85,13.09,1100
1967-12-31,30.74,122.97,12.30,18.45,276.69,199.83,307.44,0.00,276.69,1.84,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,2.88,0.00,8.80,2000,5.81,122.06,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,1100
1968-01-31,15.37,104.53,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,14.28,16.60,13.53,0.00,42.26,30.19,1.02,0.00,18.90,2000,5.81,134.36,0.10,1.20,0.60,0.60,0.00,14.28,18.45,13.53,1100
1968-02-29,13.88,80.25,11.11,16.66,180.49,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,13.09,14.48,11.80,0.00,42.26,30.19,1.00,0.00,50.11,2000,5.25,133.16,0.10,1.16,0.58,0.58,0.00,13.09,16.66,12.22,1100
1968-03-31,15.37,84.63,12.30,18.45,199.83,199.83,276.69,0.00,0.00,1.47,0.00,49.19,104.53,104.53,12.30,19.68,13.53,0.00,42.26,30.19,1.07,0.00,45.00,2000,5.81,146.37,0.10,1.20,0.60,0.60,0.00,12.30,18.45,13.53,1100
1968-04-30,14.88,81.90,11.90,29.34,193.39,193.39,297.52,0.00,0.00,1.79,2.38,41.65,59.50,166.61,45.64,14.88,4.46,0.00,42.26,60.37,0.00,14.60,27.90,2000,6.90,338.26,0.10,1.20,1.50,1.50,0.00,45.64,28.99,13.09,1100
1968-05-31,15.37,84.63,17.06,257.57,199.83,199.83,307.44,479.48,0.00,1.84,2.46,43.04,61.49,172.16,38.79,17.52,3.69,0.00,0.00,90.56,0.00,7.40,12.10,2000,7.13,255.15,0.10,4.60,4.00,1.60,0.00,38.79,28.03,13.53,1100
1968-06-30,14.88,77.48,11.90,126.15,193.39,193.39,297.52,682.84,0.00,0.00,0.00,41.65,59.50,69.95,11.90,14.28,0.89,0.00,0.00,60.39,0.00,0.00,3.10,2000,6.90,95.08,0.10,4.50,4.50,1.35,0.00,11.90,4.46,5.95,1100
1968-07-31,15.37,80.06,5.23,67.76,199.83,199.83,307.44,1414.59,0.00,0.00,0.00,43.04,61.49,61.49,12.30,11.68,0.92,0.00,0.00,33.81,0.00,0.00,0.70,2000,7.13,85.73,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,1100
1968-08-31,15.37,80.06,5.23,27.67,199.83,199.83,307.44,891.99,0.00,0.00,0.00,43.04,61.49,78.61,12.30,10.15,0.92,0.00,0.00,15.09,0.00,0.00,0.60,2000,7.13,88.83,0.10,4.60,3.70,0.74,0.00,12.30,4.61,6.15,1100
1968-09-30,22.31,77.48,8.93,26.78,193.39,232.06,297.52,659.21,178.51,1.79,2.38,46.02,59.50,68.99,11.90,3.87,0.89,0.00,42.26,15.09,0.00,0.00,0.00,2000,6.90,106.32,0.10,4.50,1.80,0.00,0.00,11.90,4.46,5.95,1100
1968-10-31,30.74,92.23,12.30,22.93,276.69,199.83,307.44,582.61,245.95,0.37,0.00,49.19,104.53,104.53,39.08,2.34,2.34,0.00,42.26,30.19,0.00,0.00,0.70,2000,6.30,120.14,0.10,4.60,0.60,0.60,0.00,39.08,9.22,19.98,1100
1968-11-30,29.75,100.16,11.90,17.85,267.77,193.39,297.52,593.09,267.77,1.79,0.00,47.60,101.16,101.16,11.90,16.07,13.09,0.00,42.26,30.19,0.00,0.00,6.80,2000,6.10,112.07,0.10,1.20,0.60,0.60,0.00,11.90,8.93,19.34,1100
1968-12-31,30.74,107.60,12.30,18.45,272.69,199.83,307.44,203.78,276.69,1.50,0.00,49.19,104.53,104.53,12.30,16.60,13.53,0.00,42.26,30.19,11.17,0.00,17.00,2000,6.30,122.98,0.10,1.20,0.60,0.60,0.00,12.30,9.22,19.98,1100
1969-01-31,15.37,107.60,12.30,18.45,199.83,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,13.49,16.60,13.53,0.00,42.26,30.19,154.76,0.00,234.70,2000,6.30,599.52,0.10,1.20,0.60,0.60,86.08,13.49,9.22,19.98,1100
1969-02-28,13.88,97.19,11.11,16.66,249.92,180.49,277.68,0.00,0.00,1.67,0.00,44.43,94.41,94.41,12.30,14.99,12.22,0.00,42.26,30.19,107.94,0.00,132.70,2000,5.69,1442.91,0.10,1.20,0.60,0.60,77.75,12.30,8.33,18.05,1100
1969-03-31,15.37,107.60,12.30,18.45,276.69,199.83,307.44,0.00,0.00,1.84,0.00,49.19,104.53,104.53,98.58,19.68,13.53,1.00,42.26,30.19,42.09,0.00,89.90,2000,6.30,1294.73,0.10,1.20,0.60,0.60,86.08,98.58,9.22,19.98,1100
