date,d94,sr_scagg,d43a,d74,sr_ll_enr,sr_hth,sr_dnp,c116,sr_gnt,sr_crw,sr_pnf,sr_trm,sr_isb,sr_scc,sr_par,sr_rll_cmb,sr_ber,sr_clk_inv,sr_buc,sr_hid,sr_mcr,sr_mil,sr_nml,c23,c37,sr_nhg,c77,c86,c87,sr_blb,sr_sha,sr_whi,sr_cle,c29,c28,sr_fol,d17,c27,sr_bul,d76b,d75,c38,c2,sr_lvq
1921-10-31,0.2468435269252835,6.520159841241056,5.909936991278,15.56034043273195,0.07680012228102313,0.7680012228102313,3.609605747208087,14.16106469687551,3.0816824728951886,6.823725475696489,10.589574802244531,1.5680543134985934,9.223534535810089,0.5626126610364531,1.6227915678912985,1.988760082165466,0.0,2.732782240422059,0.0,0.15385190636348775,2.2745751585654963,51.07883291267793,4.2157824094490834,6.892756217906064,0.2792469283799701,0.0,109.15875153255317,0.22773185336850488,0.37404664501759494,3.340067182738072,173.8833313168054,0.44885597402111393,7.533018785931935,1.6941289588816932,1.2521822739560342,6.266052478359936,5.381433304944415,2.872653452016784,12.374507177918456,2.6183265151231647,12.193920627573595,0.06714246304104426,0.8977119480422279,0.0
1921-11-30,0.4992726937637991,12.229503725449016,8.283559179210425,23.17634110779087,0.0925089912499232,0.6475629387494624,4.902976536245929,14.38646056734359,3.6389282611516136,8.039492669986124,10.488704741780989,1.825171002920321,9.79726229096734,0.9435156839383301,2.173605726156164,3.6351157853613705,0.0,2.268390788005481,0.0,0.25077069586203377,2.9619183521001506,42.38024760068371,4.0321509124923525,11.97813435444767,0.924617385036993,0.08079108215803302,121.82823992150256,0.7217607052744712,1.0574756398992031,2.6808254767337503,168.06572243730383,2.9080580097228084,17.004128272627145,1.9906586443645597,1.7310075168387478,17.215779908398925,11.53457253862728,3.9813172887291195,18.089028550964912,2.8199350397312086,15.157150838555244,0.08735627833787857,3.965533649622012,0.0
1921-12-31,1.0408160049339858,6.3258137968793715,26.266798306721668,83.04031118227363,5.20732001543356,4.355213103817159,44.40423794978799,13.422086081909216,3.6106196477650516,7.84917314731533,52.17952722156609,12.088357062741794,19.51584516604268,5.003141753524617,9.689400213433892,11.354224643308148,22.37763371256365,25.09208040550776,9.44504242656617,7.184690392858028,34.61485357966061,67.08401928612382,18.977245281952374,15.429953611059494,7.619751128759183,5.705287577576761,206.08631791771336,15.889444056258213,6.618405872559791,9.864696518260308,280.8663070513168,26.473623490239163,75.89155705650975,9.533264087305898,3.4276904583571772,63.380852126970176,52.68776357794147,14.889030428488988,38.88286363698922,9.824196217080939,49.948281819474666,3.4361417428920937,26.266798306721668,0.0
1922-01-31,1.8549133354577356,24.74023776142526,36.63058711544989,107.26277184045615,27.348255907101443,22.61490392318004,79.41512773023688,21.588985729262127,5.626220523383464,14.39265715284142,95.77461976717355,20.503997087934017,33.52966188002144,8.40151692843348,36.3329076912179,29.115228020649703,11.587741421230847,15.357247666691482,16.010859079606494,12.648578672889132,52.59861977674773,146.6594691691955,53.919973070256354,31.608930875839103,19.449426214900722,9.700150700461343,450.2818251147141,45.932131657649975,9.990160122395427,21.08131270609467,498.1953876590867,52.9303220519898,115.03139072843875,20.48849379230905,10.136412718300267,104.879721758782,98.96545173479052,29.76223308777525,107.61850949854963,12.619149628288959,63.095748141444794,7.999645904301451,25.06303328951835,0.0
1922-02-28,1.8938958071337706,25.898075760565582,83.83891045659709,244.79740156999117,19.967192403885587,26.110943912773465,291.828196672174,22.009974485475325,5.502493621368831,17.23149318270766,147.0691764351922,35.625903426111364,39.46634864476424,14.074405244731844,119.0829266622187,57.64842526560413,132.88510012633162,154.9090848484647,70.78249903739612,58.9568514984607,236.3176207914193,207.7200698143441,178.68799324813855,22.585073114261498,120.41847852515268,89.51706441893523,667.6021262516318,34.41247612833289,27.182743281009625,86.61355530146554,728.0836851581053,45.96632431226908,107.49471009834878,27.398839480630535,10.452736449257891,240.7594426892097,265.24081089012026,67.46766253611912,115.93034970995117,30.236984099100592,145.83999906384375,40.855437426393095,112.70148618755674,0.7274740382181343
1922-03-31,1.7486133761409401,14.878416996788612,47.74713616248073,126.9720139431895,29.158786161769424,35.81604327632866,183.20771579267,26.412277926105993,7.134350934063114,21.251258101464593,162.5092468034548,49.795792357390596,63.963057134994806,19.814672617811926,80.29445993248099,41.85233778616665,24.82730952695277,48.75724642040122,35.45893964870947,37.851010974217644,178.05518395012834,158.7209679513662,153.247876449996,17.824437358063182,60.143867936465,28.06694196717906,440.3620198829474,20.04132214826308,13.911511276969694,31.856728489403253,566.980269258094,31.124059128135585,83.54510000952232,22.30591629262728,12.647684495819592,147.37661115069835,181.33218235981929,47.71626423422846,119.11819216062815,17.094653687801742,80.87539606780686,18.457554060754035,71.20807467194656,0.0
1922-04-30,2.7468922497623636,5.194545081690425,29.28849949177405,71.59410986878102,60.83536861934944,62.75312104517832,156.61644810935846,27.607077417817973,11.864198559723427,24.983264274802213,226.35688635180136,68.91652678299303,83.7890049556495,13.628986306622641,101.64859754710952,33.529626264689085,8.800003944858977,27.66619945254225,12.964107493495764,20.517996899154713,141.79998855515595,187.31604134302933,171.53348572540236,9.844919286759993,45.10214262477531,15.871652249930134,470.7544411891249,49.191388957952704,5.922785452780975,29.882027783981563,533.3885020469921,50.701646897982194,96.99852326697147,17.773957223806057,14.193123350878098,113.73451922584833,145.0594245791616,45.509143221393536,130.92830760832962,10.674030925890987,50.24604801699904,11.909907016574763,39.83235930881271,0.0
1922-05-31,4.090546794554877,1.7557959112067505,20.38878348508219,45.60471272904973,143.68326384095403,220.5107503426629,178.58424590957696,36.764034534430195,22.36965064264271,11.930480342742777,592.2195977736629,119.44800075848384,149.5777850693636,10.173071953776564,127.80354391824167,27.417174141537817,2.201229233206335,11.718308565010194,3.364471571348726,10.621174960532255,270.0567968887156,267.9042951224937,209.59625736093994,4.996502186921548,43.03506581748261,4.9034850741312095,382.125130442724,32.0473079540334,2.092888370985258,23.566101202561935,283.01745957543193,13.806311995693072,76.60404147731195,5.164758255119349,9.615241432403042,139.65980084535477,160.9553255007481,50.16408815876559,135.35512724985654,7.595159410833597,37.87452826202354,4.277539280118742,13.536261883307878,0.0
1922-06-30,1.9585979589593565,0.20800661304588272,12.84167965109911,33.12613459547789,83.88229776390165,162.58411765206827,65.31546505726729,28.892790844982905,16.314751412467253,12.578039432515654,278.7704991774091,48.58202969393334,96.57525152506116,2.2202314141488926,63.50877947438444,6.349359907617796,0.5067320461113495,13.175033198895086,0.5138725721359825,1.644392230835144,133.5874532832697,226.10393173983232,92.17406797705407,4.307526350837916,17.428785964235527,1.4563333101284321,155.04297767983485,4.2710272457956595,0.5398904357819446,12.089178814370765,148.9883124735653,3.277906217247521,22.17234143393675,1.445026737595774,1.6858645271950699,96.24578205103181,82.6865232141103,30.411244523038338,69.33938906008812,5.013268332260915,29.92535558334207,0.5306579681504312,6.478685229383336,0.0
1922-07-31,0.46017884257819297,0.7516386275476528,7.89171775932767,18.20687640537801,10.279667036058449,22.959974876944916,6.688964977554998,18.45328095067421,7.6299563243870905,7.264303465390904,53.73555827129928,7.304936152931963,30.97528691330468,0.7420374542755993,11.958581828243473,3.08935869174731,0.0,14.419360716979009,0.025586755854303752,0.6396688963575937,21.037227820913927,78.21871264660656,19.5538509341262,6.401101638714812,2.9406900620776373,0.3048257530387245,88.39228250148862,1.2151146671611524,0.06213950991596591,4.293405157302738,132.92665070522222,5.281858342857102,5.517770406809474,1.0794144826586984,0.6327602139723405,27.42007228815714,18.06403580578742,7.33257424426771,23.82156099660576,2.7341384363025,17.274783756638524,0.04717160129558174,3.3555335354621594,0.0
